X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
mit13,call10,0.24512,0.109034136,0.024960011,0.24512,5.087463,0.36889818
mit13,call11,0.24512,0.12053837,0.009340003,0.24512,5.087463,0.35296124
mit13,call12,0.24512,0.111207485,0.016000003,0.24512,5.087463,0.3659406
mit13,call13,0.24512,0.12904347,0.008549988,0.24512,5.087463,0.34070006
mit13,call14,0.24512,0.14294028,0.04162,0.24512,5.087463,0.31965563
mit7,call0,0.24237,0.10396017,0.07482,0.24237,5.087463,0.3720347
mit7,call1,0.24237,0.10611518,0.016529992,0.24237,5.087463,0.3691271
mit7,call2,0.24237,0.10276009,0.01568,0.24237,5.087463,0.37364408
mit7,call3,0.24237,0.10852058,0.02083999,0.24237,5.087463,0.36585435
mit7,call6,0.24237,0.110308394,0.01884,0.24237,5.087463,0.3634028
mit7,call8,0.24237,0.10178207,0.0150799975,0.24237,5.087463,0.37495056
mit7,call9,0.24237,0.10980411,0.012380004,0.24237,5.087463,0.364096
mit7,call10,0.24237,0.10621823,0.022210002,0.24237,5.087463,0.36898747
mit7,call11,0.24237,0.11556725,0.011870012,0.24237,5.087463,0.35609373
mit7,call12,0.24237,0.10827871,0.009599999,0.24237,5.087463,0.36618477
mit7,call13,0.24237,0.12423779,0.008780003,0.24237,5.087463,0.34370366
mit7,call14,0.24237,0.138607,0.038869992,0.24237,5.087463,0.32212263
mit0,call11,0.24132,0.11836214,0.07161,0.24132,5.087463,0.35065347
mit1,call11,0.24132,0.12083647,0.0131500065,0.24132,5.087463,0.34710738
mit3,call11,0.24132,0.11465536,0.015349999,0.24132,5.087463,0.35589975
mit4,call11,0.24132,0.126759,0.028829992,0.24132,5.087463,0.3384686
mit5,call11,0.24132,0.114649445,0.0088599995,0.24132,5.087463,0.35590807
mit6,call11,0.24132,0.12483451,0.011659995,0.24132,5.087463,0.3412997
mit8,call11,0.24132,0.112122625,0.008429997,0.24132,5.087463,0.35944036
mit9,call11,0.24132,0.124787286,0.036359996,0.24132,5.087463,0.34136888
mit10,call11,0.24132,0.117113374,0.013510004,0.24132,5.087463,0.3524296
mit12,call11,0.24132,0.11411953,0.019909993,0.24132,5.087463,0.35665175
mit14,call11,0.24132,0.11784345,0.026539996,0.24132,5.087463,0.3513923
mit10,all0,0.24076,0.12638798,0.070360005,0.24076,5.087463,0.3381893
mit10,all1,0.24076,0.11479372,0.011189997,0.24076,5.087463,0.3549173
mit10,all4,0.24076,0.11526433,0.026549995,0.24076,5.087463,0.35425368
mit10,all6,0.24076,0.10672368,0.011809997,0.24076,5.087463,0.3661097
mit10,all10,0.24076,0.12425811,0.01884,0.24076,5.087463,0.34132373
mit10,all12,0.24076,0.12006731,0.023330003,0.24076,5.087463,0.34740853
mit10,all13,0.24076,0.14706822,0.010460004,0.24076,5.087463,0.30609113
mit10,all14,0.24076,0.14864224,0.0076499954,0.24076,5.087463,0.3035091
mit5,all0,0.23984,0.1253492,0.06944001,0.23984,5.087463,0.3383649
mit5,all1,0.23984,0.11429073,0.01089,0.23984,5.087463,0.35432932
mit5,all4,0.23984,0.1152202,0.025419995,0.23984,5.087463,0.3530153
mit5,all6,0.23984,0.10667308,0.01095999,0.23984,5.087463,0.36492044
mit5,all10,0.23984,0.1234539,0.016640007,0.23984,5.087463,0.34115407
mit5,all12,0.23984,0.119276345,0.021129996,0.23984,5.087463,0.34722278
mit5,all13,0.23984,0.14533924,0.010760002,0.23984,5.087463,0.30740976
mit5,all14,0.23984,0.14695947,0.009939998,0.23984,5.087463,0.30476308
mit7,all0,0.23935,0.15718181,0.06895001,0.23935,5.087463,0.28664994
mit7,all1,0.23935,0.14891857,0.012610003,0.23935,5.087463,0.3007182
mit7,all4,0.23935,0.15046954,0.026109993,0.23935,5.087463,0.29812828
mit7,all6,0.23935,0.14265457,0.012679994,0.23935,5.087463,0.3109589
mit7,all10,0.23935,0.15595324,0.018399999,0.23935,5.087463,0.28878498
mit7,all12,0.23935,0.15255418,0.022890002,0.23935,5.087463,0.2946113
mit7,all13,0.23935,0.1717473,0.014750004,0.23935,5.087463,0.2600052
mit7,all14,0.23935,0.17304167,0.016570002,0.23935,5.087463,0.25750405
mit8,call0,0.2392,0.089814305,0.07165,0.2392,5.087463,0.38650444
mit8,call1,0.2392,0.09046005,0.015520006,0.2392,5.087463,0.3856682
mit8,call2,0.2392,0.09344591,0.019710004,0.2392,5.087463,0.38177752
mit8,call3,0.2392,0.09704411,0.019430012,0.2392,5.087463,0.37703565
mit8,call6,0.2392,0.09336874,0.01337,0.2392,5.087463,0.38187858
mit8,call8,0.2392,0.09058502,0.010130003,0.2392,5.087463,0.38550612
mit8,call9,0.2392,0.09286681,0.011419997,0.2392,5.087463,0.38253522
mit8,call10,0.2392,0.092951775,0.020439997,0.2392,5.087463,0.38242415
mit8,call12,0.2392,0.094371155,0.016230002,0.2392,5.087463,0.38056386
mit8,call13,0.2392,0.11637658,0.013289988,0.2392,5.087463,0.35046172
mit8,call14,0.2392,0.12936656,0.035699993,0.2392,5.087463,0.33141127
mit8,all0,0.23857,0.12505221,0.06817001,0.23857,5.087463,0.33692402
mit8,all1,0.23857,0.11398445,0.010949999,0.23857,5.087463,0.3529668
mit8,all4,0.23857,0.115155384,0.024959996,0.23857,5.087463,0.35130417
mit8,all6,0.23857,0.10613048,0.013439998,0.23857,5.087463,0.36392242
mit8,all10,0.23857,0.12321778,0.018059999,0.23857,5.087463,0.33963543
mit8,all12,0.23857,0.11891367,0.021560013,0.23857,5.087463,0.34591377
mit8,all13,0.23857,0.14494908,0.010820001,0.23857,5.087463,0.30597538
mit8,all14,0.23857,0.146573,0.008330002,0.23857,5.087463,0.30331007
mit0,all14,0.23851,0.13803093,0.08161999,0.23851,5.087463,0.31698433
mit1,all14,0.23851,0.13438955,0.014149994,0.23851,5.087463,0.322677
mit2,all14,0.23851,0.15227549,0.01303,0.23851,5.087463,0.29365712
mit3,all14,0.23851,0.15298931,0.012419999,0.23851,5.087463,0.2924392
mit4,all14,0.23851,0.13020985,0.020920008,0.23851,5.087463,0.32908988
mit9,all14,0.23851,0.13054492,0.014720008,0.23851,5.087463,0.3285804
mit11,all14,0.23851,0.17047083,0.01595001,0.23851,5.087463,0.2608432
mit13,all14,0.23851,0.1723311,0.0120899975,0.23851,5.087463,0.2572526
mit14,all14,0.23851,0.17242417,0.014310002,0.23851,5.087463,0.25707164
mit0,call12,0.23785,0.0967098,0.06814,0.23785,5.087463,0.3756863
mit1,call12,0.23785,0.09770404,0.017119996,0.23785,5.087463,0.37436074
mit3,call12,0.23785,0.09688188,0.012950003,0.23785,5.087463,0.3754572
mit4,call12,0.23785,0.10261682,0.025359988,0.23785,5.087463,0.36774063
mit5,call12,0.23785,0.09561296,0.013729997,0.23785,5.087463,0.37714326
mit6,call12,0.23785,0.10042028,0.011069998,0.23785,5.087463,0.37071514
mit9,call12,0.23785,0.100406796,0.032910004,0.23785,5.087463,0.37073332
mit10,call12,0.23785,0.097119346,0.015069991,0.23785,5.087463,0.37514085
mit12,call12,0.23785,0.09429577,0.01643999,0.23785,5.087463,0.3788855
mit14,call12,0.23785,0.104096666,0.023069993,0.23785,5.087463,0.365723
mit0,call9,0.23751,0.09308866,0.066369995,0.23751,5.087463,0.38002807
mit1,call9,0.23751,0.0940129,0.011970006,0.23751,5.087463,0.3788101
mit3,call9,0.23751,0.09403364,0.011539996,0.23751,5.087463,0.37878272
mit4,call9,0.23751,0.09836884,0.025019988,0.23751,5.087463,0.3730163
mit5,call9,0.23751,0.092969194,0.01004,0.23751,5.087463,0.38018522
mit6,call9,0.23751,0.09666318,0.008330002,0.23751,5.087463,0.37529564
mit9,call9,0.23751,0.09682451,0.03282,0.23751,5.087463,0.37508065
mit10,call9,0.23751,0.09300709,0.011780001,0.23751,5.087463,0.3801354
mit12,call9,0.23751,0.09111713,0.01624,0.23751,5.087463,0.3826132
mit14,call9,0.23751,0.102118745,0.022729993,0.23751,5.087463,0.3679555
mit0,call13,0.23693,0.11942272,0.06722,0.23693,5.087463,0.34279335
mit1,call13,0.23693,0.12094398,0.018959992,0.23693,5.087463,0.3405672
mit3,call13,0.23693,0.11754307,0.0147899985,0.23693,5.087463,0.34552413
mit4,call13,0.23693,0.12613094,0.026910007,0.23693,5.087463,0.33286494
mit5,call13,0.23693,0.11677435,0.015239999,0.23693,5.087463,0.34663475
mit6,call13,0.23693,0.12392667,0.014620006,0.23693,5.087463,0.33615968
mit9,call13,0.23693,0.12391783,0.033099994,0.23693,5.087463,0.33617282
mit10,call13,0.23693,0.119271144,0.016660005,0.23693,5.087463,0.34301436
mit12,call13,0.23693,0.11605261,0.017680004,0.23693,5.087463,0.34767425
mit14,call13,0.23693,0.12192613,0.022149995,0.23693,5.087463,0.3391222
mit2,all0,0.2369,0.13043544,0.06650001,0.2369,5.087463,0.3262891
mit2,all1,0.2369,0.120034024,0.013380006,0.2369,5.087463,0.34185666
mit2,all4,0.2369,0.12111297,0.022479996,0.2369,5.087463,0.34027493
mit2,all6,0.2369,0.11273045,0.013870001,0.2369,5.087463,0.352377
mit2,all10,0.2369,0.12868275,0.013700008,0.2369,5.087463,0.3289639
mit2,all12,0.2369,0.12471283,0.018189996,0.2369,5.087463,0.33494353
mit2,all13,0.2369,0.14913055,0.014909998,0.2369,5.087463,0.29625908
mit0,all13,0.23667,0.13452306,0.07978,0.23667,5.087463,0.31960434
mit1,all13,0.23667,0.13084969,0.012309998,0.23667,5.087463,0.32530034
mit3,all13,0.23667,0.1496392,0.0148500055,0.23667,5.087463,0.29500982
mit4,all13,0.23667,0.12667455,0.020600006,0.23667,5.087463,0.33165562
mit9,all13,0.23667,0.1270201,0.018570006,0.23667,5.087463,0.33113426
mit11,all13,0.23667,0.16734836,0.015310004,0.23667,5.087463,0.26329005
mit13,all13,0.23667,0.16923684,0.0145799965,0.23667,5.087463,0.25967896
mit14,all13,0.23667,0.16927214,0.014390007,0.23667,5.087463,0.25961098
mit3,all0,0.2364,0.1299355,0.066,0.2364,5.087463,0.32628897
mit3,all1,0.2364,0.11895031,0.0138799995,0.2364,5.087463,0.34270933
mit3,all4,0.2364,0.11954355,0.021979988,0.2364,5.087463,0.3418427
mit3,all6,0.2364,0.111128196,0.01394999,0.2364,5.087463,0.35393757
mit3,all10,0.2364,0.12796642,0.014229998,0.2364,5.087463,0.32929254
mit3,all12,0.2364,0.12394794,0.017689988,0.2364,5.087463,0.3353387
mit0,call6,0.23565,0.09161906,0.06594001,0.23565,5.087463,0.3795141
mit1,call6,0.23565,0.09246415,0.01523,0.23565,5.087463,0.37839907
mit3,call6,0.23565,0.092788026,0.011079997,0.23565,5.087463,0.37797087
mit4,call6,0.23565,0.096706495,0.024379998,0.23565,5.087463,0.37275127
mit5,call6,0.23565,0.09161365,0.012309998,0.23565,5.087463,0.37952122
mit6,call6,0.23565,0.09504004,0.016200006,0.23565,5.087463,0.37497994
mit9,call6,0.23565,0.09514058,0.031320006,0.23565,5.087463,0.37484586
mit10,call6,0.23565,0.09175585,0.010539994,0.23565,5.087463,0.37933382
mit12,call6,0.23565,0.0898404,0.016029999,0.23565,5.087463,0.38185024
mit14,call6,0.23565,0.10109846,0.02087,0.23565,5.087463,0.36681268
mit0,all6,0.23499,0.09196475,0.078099996,0.23499,5.087463,0.3781868
mit1,all6,0.23499,0.087235615,0.013169996,0.23499,5.087463,0.38438833
mit4,all6,0.23499,0.08307214,0.015939996,0.23499,5.087463,0.38976642
mit9,all6,0.23499,0.082853705,0.013999999,0.23499,5.087463,0.39004654
mit11,all6,0.23499,0.13425456,0.012710005,0.23499,5.087463,0.31738847
mit13,all6,0.23499,0.13533977,0.01456999,0.23499,5.087463,0.31567425
mit14,all6,0.23499,0.13427961,0.0120899975,0.23499,5.087463,0.31734902
mit1,call0,0.23453,0.09009707,0.066980004,0.23453,5.087463,0.38004333
mit1,call1,0.23453,0.08963634,0.012449995,0.23453,5.087463,0.380649
mit1,call2,0.23453,0.09652965,0.01535999,0.23453,5.087463,0.37148398
mit1,call3,0.23453,0.0985259,0.012999997,0.23453,5.087463,0.36878735
mit1,call8,0.23453,0.09263824,0.012799993,0.23453,5.087463,0.37668523
mit1,call10,0.23453,0.09356023,0.014370009,0.23453,5.087463,0.3754594
mit1,call14,0.23453,0.13004032,0.03103,0.23453,5.087463,0.32324865
mit13,all0,0.23433,0.1510269,0.063930005,0.23433,5.087463,0.28862274
mit13,all1,0.23433,0.14178437,0.0145,0.23433,5.087463,0.30421314
mit13,all4,0.23433,0.14262679,0.019909993,0.23433,5.087463,0.30282536
mit13,all10,0.23433,0.14942762,0.01143001,0.23433,5.087463,0.29138014
mit13,all12,0.23433,0.14591795,0.015920013,0.23433,5.087463,0.29734161
mit0,call8,0.23307,0.08907999,0.06319,0.23307,5.087463,0.37946016
mit3,call8,0.23307,0.087069556,0.01162,0.23307,5.087463,0.38210005
mit4,call8,0.23307,0.09686342,0.021110013,0.23307,5.087463,0.36906177
mit5,call8,0.23307,0.086734384,0.015049994,0.23307,5.087463,0.38253838
mit6,call8,0.23307,0.09507124,0.01371,0.23307,5.087463,0.37148184
mit9,call8,0.23307,0.09503205,0.028109998,0.23307,5.087463,0.3715346
mit10,call8,0.23307,0.08806662,0.012529992,0.23307,5.087463,0.3807931
mit12,call8,0.23307,0.08553147,0.013140008,0.23307,5.087463,0.38410744
mit14,call8,0.23307,0.09276387,0.018289998,0.23307,5.087463,0.3745746
mit5,call0,0.23272,0.0854619,0.065170005,0.23272,5.087463,0.38374224
mit5,call1,0.23272,0.08595282,0.013209999,0.23272,5.087463,0.38310206
mit5,call2,0.23272,0.08935693,0.026680008,0.23272,5.087463,0.37863317
mit5,call3,0.23272,0.09319189,0.011189997,0.23272,5.087463,0.37353462
mit5,call10,0.23272,0.08904742,0.01256001,0.23272,5.087463,0.37904167
mit5,call14,0.23272,0.12561698,0.02922,0.23272,5.087463,0.32726598
mit0,call2,0.23256,0.092205524,0.06285,0.23256,5.087463,0.37463912
mit3,call2,0.23256,0.08945507,0.01225999,0.23256,5.087463,0.3782921
mit4,call2,0.23256,0.10053712,0.023939997,0.23256,5.087463,0.36334953
mit6,call2,0.23256,0.09863837,0.016110003,0.23256,5.087463,0.36595303
mit9,call2,0.23256,0.09868418,0.029399991,0.23256,5.087463,0.36589044
mit10,call2,0.23256,0.090999454,0.015479997,0.23256,5.087463,0.37624532
mit12,call2,0.23256,0.08819127,0.016409993,0.23256,5.087463,0.37995884
mit14,call2,0.23256,0.09439686,0.019119993,0.23256,5.087463,0.37170303
mit0,all1,0.23104,0.09566708,0.074149996,0.23104,5.087463,0.3679306
mit1,all1,0.23104,0.091054246,0.009819999,0.23104,5.087463,0.3741467
mit4,all1,0.23104,0.08643468,0.014269993,0.23104,5.087463,0.38027006
mit9,all1,0.23104,0.086542636,0.013230011,0.23104,5.087463,0.3801281
mit11,all1,0.23104,0.13718687,0.0111500025,0.23104,5.087463,0.30635458
mit14,all1,0.23104,0.13779005,0.010840006,0.23104,5.087463,0.30536854
mit6,call0,0.22966,0.08847633,0.062110007,0.22966,5.087463,0.37574416
mit6,call1,0.22966,0.087711245,0.015080005,0.22966,5.087463,0.37676087
mit6,call3,0.22966,0.09683804,0.016560003,0.22966,5.087463,0.36444747
mit6,call10,0.22966,0.0916851,0.01985,0.22966,5.087463,0.37144974
mit6,call14,0.22966,0.1272334,0.026160002,0.22966,5.087463,0.32004157
mit9,all0,0.22927,0.09697884,0.058870003,0.22927,5.087463,0.3637185
mit9,all4,0.22927,0.08474578,0.015479997,0.22927,5.087463,0.3801634
mit9,all10,0.22927,0.094672516,0.010900006,0.22927,5.087463,0.3668753
mit9,all12,0.22927,0.09039076,0.012260005,0.22927,5.087463,0.37266505
mit10,call0,0.22826,0.0819041,0.060709998,0.22826,5.087463,0.3825649
mit10,call1,0.22826,0.0819934,0.012689993,0.22826,5.087463,0.38244817
mit10,call3,0.22826,0.09052709,0.010299996,0.22826,5.087463,0.37112385
mit10,call10,0.22826,0.08601771,0.008299999,0.22826,5.087463,0.3771502
mit10,call14,0.22826,0.123376615,0.024759993,0.22826,5.087463,0.32385704
call10,all0,0.22649,0.15151012,0.10553001,0.22649,5.087463,0.27382457
call10,all1,0.22649,0.14727318,0.04719001,0.22649,5.087463,0.28145483
call10,all2,0.22649,0.15580933,0.034240007,0.22649,5.087463,0.26585838
call10,all3,0.22649,0.15588114,0.035249993,0.22649,5.087463,0.2657233
call10,all4,0.22649,0.14576316,0.062470004,0.22649,5.087463,0.2841247
call10,all5,0.22649,0.15148294,0.025359996,0.22649,5.087463,0.27387416
call10,all6,0.22649,0.14375536,0.034920007,0.22649,5.087463,0.2876363
call10,all7,0.22649,0.16119221,0.027400002,0.22649,5.087463,0.25553432
call10,all8,0.22649,0.15048963,0.031649992,0.22649,5.087463,0.27568167
call10,all9,0.22649,0.1456722,0.033259995,0.22649,5.087463,0.2842847
call10,all10,0.22649,0.15179467,0.03847,0.22649,5.087463,0.27330446
call10,all11,0.22649,0.1601274,0.029919997,0.22649,5.087463,0.2576094
call10,all12,0.22649,0.15090866,0.04581,0.22649,5.087463,0.2749206
call10,all13,0.22649,0.16028601,0.026199996,0.22649,5.087463,0.25730136
call10,all14,0.22649,0.16030167,0.03216,0.22649,5.087463,0.25727093
mit0,call1,0.22619,0.080110654,0.054629996,0.22619,5.087463,0.38220328
mit3,call1,0.22619,0.08043139,0.01008001,0.22619,5.087463,0.38178346
mit4,call1,0.22619,0.08603427,0.01992999,0.22619,5.087463,0.3743738
mit9,call1,0.22619,0.0843699,0.021460012,0.22619,5.087463,0.3765901
mit12,call1,0.22619,0.07772842,0.015219994,0.22619,5.087463,0.38530713
mit14,call1,0.22619,0.08822058,0.016840003,0.22619,5.087463,0.37144235
mit3,call0,0.22597,0.079588756,0.058420002,0.22597,5.087463,0.382598
mit3,call3,0.22597,0.08729884,0.008100003,0.22597,5.087463,0.37238577
mit3,call10,0.22597,0.08326681,0.006730005,0.22597,5.087463,0.37776077
mit3,call14,0.22597,0.119938396,0.022469997,0.22597,5.087463,0.32562494
mit11,all0,0.22475,0.13985293,0.054350004,0.22475,5.087463,0.29137102
mit11,all4,0.22475,0.13215187,0.014929995,0.22475,5.087463,0.3042994
mit11,all10,0.22475,0.13841042,0.0123,0.22475,5.087463,0.29383597
mit11,all12,0.22475,0.13486668,0.01004,0.22475,5.087463,0.29980546
mit1,all0,0.22436,0.09641503,0.05396001,0.22436,5.087463,0.35769397
mit1,all4,0.22436,0.08458975,0.020150006,0.22436,5.087463,0.3738586
mit1,all10,0.22436,0.09419818,0.016170003,0.22436,5.087463,0.36077946
mit1,all12,0.22436,0.08988753,0.01495,0.22436,5.087463,0.36670488
mit14,all0,0.22432,0.14064626,0.05392,0.22432,5.087463,0.2892641
mit14,all4,0.22432,0.1317471,0.009899989,0.22432,5.087463,0.30425796
mit14,all10,0.22432,0.13898431,0.0088,0.22432,5.087463,0.29212272
mit14,all12,0.22432,0.13534015,0.013780005,0.22432,5.087463,0.2982949
mit4,all0,0.2241,0.09156507,0.0537,0.2241,5.087463,0.36405346
mit4,all4,0.2241,0.07926445,0.011289999,0.2241,5.087463,0.38057265
mit4,all10,0.2241,0.08925471,0.0116500035,0.2241,5.087463,0.36721286
mit4,all12,0.2241,0.085129365,0.0064899996,0.2241,5.087463,0.37278765
mit0,all10,0.2232,0.097419694,0.06630999,0.2232,5.087463,0.35465518
mit0,call3,0.22153,0.08402079,0.05182001,0.22153,5.087463,0.37082234
mit4,call3,0.22153,0.09091134,0.017539993,0.22153,5.087463,0.36141205
mit9,call3,0.22153,0.08877221,0.020280004,0.22153,5.087463,0.36435944
mit12,call3,0.22153,0.08076976,0.009210005,0.22153,5.087463,0.37518027
mit14,call3,0.22153,0.0889326,0.009189993,0.22153,5.087463,0.36413926
call12,all0,0.22145,0.1452057,0.100490004,0.22145,5.087463,0.2761237
call12,all1,0.22145,0.14083478,0.042150006,0.22145,5.087463,0.2839282
call12,all2,0.22145,0.149616,0.029200003,0.22145,5.087463,0.26801866
call12,all3,0.22145,0.14969969,0.02967,0.22145,5.087463,0.26786247
call12,all4,0.22145,0.1392026,0.05743,0.22145,5.087463,0.28678808
call12,all5,0.22145,0.14510861,0.016539998,0.22145,5.087463,0.27629945
call12,all6,0.22145,0.1372714,0.029880002,0.22145,5.087463,0.29013547
call12,all7,0.22145,0.15511343,0.022119999,0.22145,5.087463,0.25755885
call12,all8,0.22145,0.14417326,0.030539997,0.22145,5.087463,0.27798694
call12,all9,0.22145,0.13912132,0.024439998,0.22145,5.087463,0.28692973
call12,all10,0.22145,0.14544232,0.033570006,0.22145,5.087463,0.2756949
call12,all11,0.22145,0.15405199,0.0211,0.22145,5.087463,0.25961128
call12,all12,0.22145,0.14457652,0.040769994,0.22145,5.087463,0.2772607
call12,all13,0.22145,0.15422636,0.020850003,0.22145,5.087463,0.2592752
call12,all14,0.22145,0.15425584,0.026079997,0.22145,5.087463,0.25921836
mit12,call0,0.22141,0.07259701,0.05386001,0.22141,5.087463,0.38576287
mit12,call10,0.22141,0.076287195,0.009020001,0.22141,5.087463,0.38094988
mit12,call14,0.22141,0.11330467,0.017910004,0.22141,5.087463,0.32879376
mit0,call10,0.22016,0.07792406,0.050449997,0.22016,5.087463,0.3771418
mit4,call10,0.22016,0.08437239,0.015349999,0.22016,5.087463,0.3684937
mit9,call10,0.22016,0.082240954,0.01591,0.22016,5.087463,0.37137452
mit14,call10,0.22016,0.084254056,0.007799998,0.22016,5.087463,0.36865422
rl0,all11,0.21991,0.17007351,0.07647,0.21991,5.087463,0.22324085
rl1,all11,0.21991,0.17193481,0.028609991,0.21991,5.087463,0.21903236
rl2,all11,0.21991,0.16942063,0.03401999,0.21991,5.087463,0.2246984
rl3,all11,0.21991,0.16809866,0.024780005,0.21991,5.087463,0.22762103
rl4,all11,0.21991,0.1746656,0.05084999,0.21991,5.087463,0.21270731
rl5,all11,0.21991,0.16983405,0.038399994,0.21991,5.087463,0.22377658
rl6,all11,0.21991,0.17450033,0.04543999,0.21991,5.087463,0.21309543
rl7,all11,0.21991,0.17123708,0.037,0.21991,5.087463,0.2206194
rl8,all11,0.21991,0.17008722,0.030980006,0.21991,5.087463,0.22321017
rl9,all11,0.21991,0.17493364,0.042850003,0.21991,5.087463,0.21207628
rl10,all11,0.21991,0.16842094,0.017580003,0.21991,5.087463,0.22691199
rl11,all11,0.21991,0.17024133,0.022039995,0.21991,5.087463,0.22286467
rl12,all11,0.21991,0.16834256,0.04807,0.21991,5.087463,0.22708464
rl13,all11,0.21991,0.16921763,0.016479999,0.21991,5.087463,0.22514965
rl14,all11,0.21991,0.16769461,0.03125,0.21991,5.087463,0.22850685
mit0,all12,0.21871,0.08873443,0.06182,0.21871,5.087463,0.36052126
mit14,call0,0.21478,0.075608954,0.047230005,0.21478,5.087463,0.37305635
mit14,call14,0.21478,0.113374725,0.017759994,0.21478,5.087463,0.31844196
mit0,all4,0.21442,0.079375684,0.05753,0.21442,5.087463,0.36748376
mit4,call0,0.21249,0.07318972,0.04494001,0.21249,5.087463,0.37322953
mit4,call14,0.21249,0.11246204,0.008990005,0.21249,5.087463,0.316272
call14,all0,0.21207,0.16428125,0.091110006,0.21207,5.087463,0.2186064
call14,all1,0.21207,0.16155082,0.032770008,0.21207,5.087463,0.22476475
call14,all2,0.21207,0.16713303,0.021969996,0.21207,5.087463,0.2119834
call14,all3,0.21207,0.16697407,0.027859993,0.21207,5.087463,0.21235806
call14,all4,0.21207,0.16075738,0.04805,0.21207,5.087463,0.22652291
call14,all5,0.21207,0.16454355,0.018010005,0.21207,5.087463,0.21800561
call14,all6,0.21207,0.15863058,0.022049993,0.21207,5.087463,0.2311697
call14,all7,0.21207,0.17099974,0.017879993,0.21207,5.087463,0.202658
call14,all8,0.21207,0.16368526,0.017280012,0.21207,5.087463,0.21996532
call14,all9,0.21207,0.1605657,0.024280004,0.21207,5.087463,0.22694558
call14,all10,0.21207,0.16458353,0.029609993,0.21207,5.087463,0.2179139
call14,all11,0.21207,0.16983266,0.021179996,0.21207,5.087463,0.20551725
call14,all12,0.21207,0.16395482,0.031389996,0.21207,5.087463,0.21935174
call14,all13,0.21207,0.16973501,0.016460009,0.21207,5.087463,0.20575467
call14,all14,0.21207,0.16948353,0.024549998,0.21207,5.087463,0.2063649
rl0,all3,0.21069,0.15282981,0.06725001,0.21069,5.087463,0.24054146
rl1,all3,0.21069,0.15489239,0.021190003,0.21069,5.087463,0.23621522
rl2,all3,0.21069,0.15207598,0.024800003,0.21069,5.087463,0.24210334
rl3,all3,0.21069,0.15071492,0.017540008,0.21069,5.087463,0.24489813
rl4,all3,0.21069,0.15811001,0.042850003,0.21069,5.087463,0.22930329
rl5,all3,0.21069,0.15244839,0.029760003,0.21069,5.087463,0.24133301
rl6,all3,0.21069,0.15780145,0.03622,0.21069,5.087463,0.22997513
rl7,all3,0.21069,0.15424547,0.027780011,0.21069,5.087463,0.23758058
rl8,all3,0.21069,0.15262169,0.024230003,0.21069,5.087463,0.24097368
rl9,all3,0.21069,0.15835008,0.033630013,0.21069,5.087463,0.22877923
rl10,all3,0.21069,0.15098932,0.008780003,0.21069,5.087463,0.24433723
rl11,all3,0.21069,0.15319566,0.014080003,0.21069,5.087463,0.23977979
rl12,all3,0.21069,0.15076278,0.039020002,0.21069,5.087463,0.24480039
rl13,all3,0.21069,0.15217638,0.010060005,0.21069,5.087463,0.24189591
rl14,all3,0.21069,0.15063766,0.023740008,0.21069,5.087463,0.24505581
call11,all0,0.20977,0.15058112,0.08881,0.20977,5.087463,0.24328762
call11,all1,0.20977,0.14614931,0.030469999,0.20977,5.087463,0.25223142
call11,all2,0.20977,0.15460642,0.019289993,0.20977,5.087463,0.23486929
call11,all3,0.20977,0.15470225,0.026619993,0.20977,5.087463,0.23466519
call11,all4,0.20977,0.14359862,0.045749992,0.20977,5.087463,0.257238
call11,all5,0.20977,0.15059629,0.01873,0.20977,5.087463,0.24325645
call11,all6,0.20977,0.14164364,0.021439992,0.20977,5.087463,0.26101026
call11,all7,0.20977,0.15938322,0.01846999,0.20977,5.087463,0.22446997
call11,all8,0.20977,0.14952004,0.01767999,0.20977,5.087463,0.24545865
call11,all9,0.20977,0.14322257,0.025049992,0.20977,5.087463,0.2579679
call11,all10,0.20977,0.15099406,0.028489992,0.20977,5.087463,0.24243748
call11,all11,0.20977,0.15846273,0.021709993,0.20977,5.087463,0.22651106
call11,all12,0.20977,0.1501849,0.029089987,0.20977,5.087463,0.2441006
call11,all13,0.20977,0.15849668,0.020410001,0.20977,5.087463,0.22643614
call11,all14,0.20977,0.15848343,0.023949996,0.20977,5.087463,0.22646537
call9,all0,0.20935,0.1210357,0.08839001,0.20935,5.087463,0.29717723
call9,all1,0.20935,0.11648554,0.035749987,0.20935,5.087463,0.3047367
call9,all2,0.20935,0.12566583,0.021869987,0.20935,5.087463,0.28928217
call9,all3,0.20935,0.12605296,0.030369997,0.20935,5.087463,0.28861228
call9,all4,0.20935,0.11479284,0.046959996,0.20935,5.087463,0.3075015
call9,all5,0.20935,0.12078236,0.018449992,0.20935,5.087463,0.29760316
call9,all6,0.20935,0.11348484,0.02218999,0.20935,5.087463,0.309621
call9,all7,0.20935,0.13119313,0.018639997,0.20935,5.087463,0.2795655
call9,all8,0.20935,0.11995387,0.020849988,0.20935,5.087463,0.29899186
call9,all9,0.20935,0.11487623,0.02369,0.20935,5.087463,0.30736586
call9,all10,0.20935,0.121423654,0.03357999,0.20935,5.087463,0.29652378
call9,all11,0.20935,0.13050184,0.020389996,0.20935,5.087463,0.28079915
call9,all12,0.20935,0.120428555,0.034439996,0.20935,5.087463,0.298197
