rl,call4,all,mit,
1529,19,70940,4869069,
1895,13,81725,6167704,
5389,16,92628,6995691,
5713,4,103718,5939433,
2832,0,112350,7626959,
1178,6,46032,7439164,
1498,18,40074,5275424,
1337,12,54169,6312086,
809,2,68037,7990637,
1028,15,38414,7113565,
1069,14,33086,7506249,
160,31,38243,9397010,
3216,13,71305,7316791,
797,19,33473,7395263,
968,26,47010,8577480,
452,6,31291,6826294,
3031,1,41215,5861206,
1076,3,54716,6631719,
1705,17,43716,6797207,
4758,16,94603,6033815,
6181,0,89636,5520080,
3240,0,61552,7516972,
5962,4,128645,4703589,
10118,0,102260,3622756,
2022,0,42130,4281622,
4562,0,70348,3282527,
6439,0,75598,4691541,
2287,0,74648,6529787,
328,3,39378,5680621,
1704,2,54011,6183025,
1652,15,30488,5553429,
4834,15,80111,5342294,
3436,15,82902,5394670,
1948,14,66749,6135424,
2408,29,50009,6873229,
1746,6,54448,4017676,
4807,20,78349,4732521,
1132,9,49747,5750824,
1381,9,45862,5720062,
1023,19,56467,7315151,
4418,13,70192,6150945,
3195,24,44701,6963555,
2262,3,45390,6198350,
542,9,47849,6678044,
1629,1,55636,6608525,
2836,2,50996,7114213,
2747,1,70510,5824830,
3939,2,61132,5604978,
5230,2,100839,3991722,
2355,1,27461,3090697,
3260,3,30766,2669854,
2290,3,43551,4252491,
7749,5,65621,4770038,
3645,3,50019,3795084,
3244,12,43696,5337839,
2995,30,37169,3507440,
2420,17,48228,5016827,
4562,0,58319,3792412,
1746,15,33574,4491761,
2632,9,49268,2171757,
2749,12,39234,3736470,
655,12,37761,4188521,
3059,22,53271,2089125,
4410,0,75179,2889110,
1373,46,37111,1526929,
6696,53,77644,1228091,
1588,1,25704,1009686,
3239,1,38506,1922237,
10784,52,164804,1040740,
3862,5,72701,479611,
12344,0,245087,836108,
19037,0,449763,64967,
