rl,call4,all,mit,
654,15,3121,240723,
851,60,1336,141483,
759,23,2978,242698,
971,35,6440,238462,
1400,432,4899,251442,
1099,0,15872,1120189,
7260,0,121466,646137,
2722,0,21098,979383,
1030,0,8249,1343927,
1074,11,10134,1026764,
244,1,10627,1385745,
331,1,5169,2016657,
282,4,3493,1506316,
243,6,9256,1223512,
601,0,5967,1213641,
1306,2,18814,1488603,
1516,0,11549,1302274,
3271,11,22544,1676169,
2128,5,14621,931499,
1650,10,16306,957764,
3646,7,28058,1193736,
9101,5,50819,698349,
2283,10,13447,1590274,
460,1,10522,936413,
805,2,12105,1611156,
473,0,12502,1208559,
366,1,7561,1442456,
432,16,5695,1454513,
529,6,9752,1306014,
121,0,7717,998472,
408,2,9578,840562,
287,4,3638,980054,
628,0,10837,776394,
2401,0,18168,968978,
3445,2,24032,1191117,
1913,0,28468,956702,
8193,5,37252,1006181,
679,0,12812,1752952,
936,2,12100,1481862,
3119,2,23930,780543,
803,10,5766,378609,
3804,0,10213,1016697,
1232,4,8190,582102,
4864,0,25455,28161,
946441,0,918718,461386,
619,0,12492,1612672,
856,0,6932,1468596,
568,0,17676,1761338,
2399,0,20975,1825741,
700,0,5678,1995352,
148,0,6080,1419588,
87,1,4655,2020575,
882,5,20528,1766421,
361,48,8380,2127324,
87,5,5901,3236429,
121,3,9817,2424027,
182,0,11175,2417467,
390,118,10941,1685693,
57,2,5899,1950990,
222,2,12071,2344203,
107,12,3835,2105485,
70,2,4538,1604490,
96,1,6609,1808837,
157,64,6035,2054800,
259,6,10734,3220425,
451,15,12580,2807271,
368,21,9270,3156602,
792,16,8935,3015154,
1156,16,9584,2555117,
363,30,5057,2771578,
77,0,5515,2366607,
650,47,6302,2783776,
37,5,3855,2733772,
377,5,9095,3020582,
251,5,5225,1707695,
211,2,2903,2008041,
464,2,7645,2352817,
411,0,6325,1300365,
1876,7,13056,3273564,
411,0,8271,1782214,
154,0,3913,1527322,
298,0,5360,2619992,
405,2,7360,2335453,
748,1,8434,2920209,
179,1,6110,3702823,
923,16,13666,2771663,
22,2,4099,2818788,
232,6,4145,2389514,
236,1,6613,2709790,
151,8,2619,2486656,
69,1,4177,1956434,
18,0,4226,2599111,
106,2,5986,1824676,
294,0,5839,1905568,
147,12,12652,2159083,
376,4,13380,2423895,
290,1,4879,2140581,
224,0,5240,1992360,
227,0,7574,2192507,
475,0,10989,2876906,
266,3,5362,2777734,
184,5,6939,2500636,
324,8,13191,2689948,
48,6,4725,3490545,
68,11,7757,3087045,
123,0,10035,3791929,
96,2,4346,1974050,
157,2,6617,2831079,
99,1,3994,2004136,
299,18,8042,3387523,
71,2,6395,2782489,
119,0,4166,3854414,
183,5,6808,3285221,
160,7,8322,2234425,
107,2,6454,2175014,
96,12,3894,2099979,
156,3,6365,3376829,
244,0,7470,3324197,
354,5,7256,3510740,
512,0,7486,2291359,
1173,4,10089,1757669,
879,2,9899,1600442,
610,0,9223,1302868,
646,0,4145,2034147,
2321,0,10351,919908,
993,17,14213,1308553,
1090,0,11032,2183972,
682,0,7982,1432771,
2455,8,10733,1668691,
1914,26,14853,2071592,
656,4,4175,2300446,
335,7,8673,1420538,
3278,8,22206,2251619,
328,12,7285,2075394,
606,7,10287,1080523,
475,0,8542,3559216,
716,3,27830,3298414,
853,7,10091,3526319,
420,0,8589,2388105,
597,0,6727,2577784,
430,0,6072,2556330,
140,0,3668,4153079,
361,1,8202,2417809,
368,3,5746,2527221,
715,10,10636,2055450,
473,22,12798,1866164,
448,18,11869,1856282,
571,7,4928,1463483,
162,6,13101,2119476,
459,4,7671,1861678,
237,0,2401,2700376,
179,13,4790,2256147,
151,0,4990,2226543,
450,3,13673,1634204,
296,2,8645,1398784,
71,0,2702,2173798,
52,0,4902,1992899,
16,0,3677,2835924,
155,0,5023,2747353,
701,28,31683,2298674,
89,4,9220,1734712,
757,8,18338,2662598,
109,32,14683,2718622,
697,15,10788,2002503,
154,4,7251,2916740,
148,6,6055,2778119,
111,3,8808,1417233,
132,6,7799,1417093,
523,1,9973,1326093,
154,5,4668,2259392,
468,2,7973,1528571,
255,1,9493,2112249,
1062,7,16326,2194329,
861,0,15677,2060835,
590,0,12556,2049718,
836,3,20826,1814130,
235,9,10120,1660118,
333,2,7478,1942539,
175,0,4524,2310997,
540,7,15052,2269995,
591,2,18353,2828762,
1296,4,16920,1760711,
488,2,8644,883639,
1488,0,19938,1642193,
729,0,12720,1027453,
688,1,21730,1215829,
667,0,8031,1227315,
1315,5,25978,1876674,
1542,7,21653,2093009,
256,1,4552,1817342,
118,2,3308,2806439,
697,1,7677,3044091,
899,2,30149,2098402,
534,11,17045,1326709,
493,5,16537,1339802,
1335,9,26185,1805143,
1655,41,27039,1657819,
349,1,21866,2080078,
497,2,10269,1796004,
500,8,6350,1342741,
332,8,9569,1713807,
206,1,15943,2095663,
408,2,5872,2017998,
368,6,6449,2213345,
129,7,7076,2626295,
1037,45,13575,2000076,
305,9,7046,2016758,
156,26,9205,2040141,
333,38,4086,1804495,
808,13,9160,1491943,
548,1,14212,1430827,
475,14,11574,1796536,
1785,21,25256,1441369,
2754,0,27968,1160641,
703,0,15445,1662539,
2068,2,44263,954496,
8117,6,44799,519166,
632,4,9091,819775,
1567,2,20419,395937,
1932,0,17460,757991,
620,1,18631,1654838,
77,0,5818,978494,
267,1,10688,1415638,
350,3,5842,1454535,
2126,7,24581,1267112,
722,0,26777,1253661,
365,0,10678,1177183,
859,8,12788,1646874,
1169,3,12700,679223,
1354,40,18069,1145596,
464,8,14036,1446165,
644,4,11039,1256045,
168,11,11776,1590369,
1785,5,18052,1275174,
1531,32,10709,1560433,
786,4,12043,1331168,
182,2,10279,1515344,
533,0,16083,1355038,
1061,8,9881,1750562,
937,0,23007,1486778,
1324,4,16527,1090431,
3646,2,40146,553654,
1670,0,7520,360129,
2388,2,9590,265292,
2121,3,19606,615560,
13260,6,32443,721486,
2840,1,22335,452909,
5818,6,22828,844472,
3670,11,15055,467284,
3661,3,20830,788468,
5445,0,29209,486098,
2397,7,17870,579613,
7539,2,24927,212122,
3867,8,18652,433712,
880,2,17732,632936,
4699,30,29744,216632,
12342,0,42707,319157,
1132,28,18938,163848,
10090,53,36097,99296,
1489,0,16326,91420,
6189,0,19901,218324,
17884,45,79508,68021,
7878,6,34514,28655,
25274,20,117289,46543,
14968,0,101901,1640,
