rl,call4,all,mit,
2860,0,24820,1119077,
2570,0,37463,1202605,
3133,0,29655,560103,
8313,23,56469,293906,
933,13,16481,553553,
6579,25,40950,576227,
17586,0,84468,1026690,
5592,185,40103,809656,
500,13,15764,699999,
59,0,11836,956389,
666,0,42996,546511,
1961,32,33975,1210420,
2165,5,18966,908455,
1809,18,26418,1232224,
1989,28,28519,1289312,
2528,1,29135,1068647,
2902,8,23834,630993,
8233,28,57280,576763,
2868,34,39812,595144,
2007,1,42931,324005,
8745,43,31467,443498,
10647,16,83813,695078,
1921,25,28691,848414,
5728,14,34252,1104371,
7205,0,48337,906968,
4323,1,30901,1237554,
2098,10,36040,1039751,
509,2,22607,1461031,
1488,2,15214,1334926,
1647,0,25348,1566783,
2065,1,30275,1164063,
6829,0,43948,1009331,
2439,0,40154,751384,
6593,4,39397,1272907,
957,3,24676,1643895,
1816,4,29286,1547964,
1288,2,18567,1495824,
361,3,37448,1505933,
1590,0,30414,1852634,
1783,2,27759,1470752,
7700,0,50676,1939271,
7996,0,82547,1377307,
2599,0,44210,1341181,
451,0,37437,1767794,
963,6,30966,1332676,
641,0,23074,1266390,
1944,0,47795,1206035,
2805,0,32470,1876581,
875,0,16071,575678,
386,0,15788,864956,
3769,12,15961,325935,
1420,7,14095,564670,
917,5,14167,304751,
2397,0,14415,354453,
2878,21,34001,293469,
1457,0,10765,455920,
914,0,13755,1257267,
1425,0,14889,598649,
1540,0,21633,969096,
1562,0,10381,1185923,
916,1,16479,1113340,
1474,2,20332,1783371,
803,1,15214,831247,
590,1,16246,1424249,
186,0,6365,1240747,
224,0,10375,1100752,
961,0,17042,1734547,
951,0,25225,944305,
438,2,11316,1387884,
371,1,6929,1345899,
112,0,24922,1580773,
111,2,10549,1145497,
351,0,11208,1344872,
998,0,33093,1492479,
660,4,9785,1335465,
167,1,23185,906011,
1284,1,26106,1008958,
96,10,8134,1005864,
4216,1,29862,2011812,
2353,15,28007,1836837,
704,12,21077,1870117,
430,10,13255,1454754,
536,0,14853,1608454,
242,21,10001,1568227,
2056,41,27479,1666450,
2998,0,22406,727787,
3554,0,39483,767040,
1184,0,23183,540828,
1160,2,12482,1114926,
2660,17,14805,1245573,
2483,4,16858,863167,
5030,41,93635,803223,
1719,2,25381,1218970,
2528,20,19625,912623,
5000,11,22429,751992,
6769,25,78528,1360663,
1606,0,27417,1630758,
1401,0,12586,1716992,
586,0,18694,2293639,
519,5,7757,1861609,
423,1,10572,1642839,
656,8,9734,1193094,
356,5,7148,2078701,
577,1,14138,1435544,
325,2,14592,1963041,
352,1,6574,1524275,
199,1,5209,1947325,
1263,2,22782,2020194,
858,1,26242,1867870,
2359,0,22887,1536689,
392,6,20785,1860332,
2160,3,31018,1728987,
616,1,25237,1834457,
533,0,6199,3050195,
487,0,7795,2211073,
396,2,10939,1401115,
498,0,14855,1539027,
391,2,28259,1528659,
800,0,21565,1541553,
348,1,8689,1696130,
1306,21,21341,1305226,
2443,6,17022,1750123,
126,1,7828,756294,
891,1,17159,434260,
273,9,8011,751770,
882,9,13125,1374441,
3778,11,32421,2072032,
1403,2,25868,1640059,
1082,3,20836,1073105,
3431,14,24910,967838,
1001,0,14572,922010,
2891,17,21191,1843951,
151,0,1841,1043205,
263,1,1866,1339359,
466,0,11707,1545791,
1683,2,15207,1899901,
2846,0,9091,1161726,
1258,1,15219,944959,
1991,1,25948,1247183,
1166,1,7350,859020,
2122,5,17749,448606,
1314,0,14429,785042,
2578,8,20090,1035391,
1539,0,12460,1167974,
1830,4,19840,1308310,
651,0,8631,1327541,
5565,31,30705,984333,
211,0,4948,953093,
934,9,12676,785424,
3465,5,26761,871440,
673,0,22307,2061441,
685,0,16206,1516569,
662,0,12821,1738854,
250,0,5513,1096261,
182,0,8406,1501699,
83,1,9135,985242,
196,0,5384,1295294,
97,1,4337,809878,
242,6,7903,2071418,
296,1,14118,1010929,
414,9,9329,1051988,
201,3,11868,947691,
330,9,8516,1079527,
250,0,8721,972036,
210,0,3735,873889,
377,2,9131,869741,
379,0,7117,940423,
221,2,6673,1066426,
1070,0,10003,874312,
378,0,17212,1419309,
986,0,14188,852976,
627,0,15420,325400,
535,2,6320,758511,
480,30,7338,442725,
1097,451,5118,209793,
1798,107,1885,322766,
2060,14,8589,544478,
1054,3,12906,898817,
30,0,516,423964,
32,0,1691,68936,
20,0,6185,0,
515,0,5431,120815,
1129301,92203,2394853,11308826,
1298,0,32965,13711,
2077,1,15674,1473845,
540,7,6150,807388,
854,0,3644,187151,
1781,0,21773,205793,
92,1,1949,434490,
395,30,5471,907319,
783,2,4587,776417,
1343,1,11188,732224,
572,1,3693,1416044,
828,0,16491,878963,
1637,60,8409,1647693,
1284,0,15392,703251,
2663,0,16689,1157671,
1349,1,18739,1546530,
607,2,10897,2055956,
928,2,13270,1292190,
61,2,9092,1681605,
338,1,2997,1483277,
496,0,16458,1024260,
535,7,10041,1357775,
2963,0,25844,1465537,
4121,0,27747,1513640,
1203,267,12928,854279,
323,32,17549,2344367,
378,0,15571,1179531,
1334,131,15425,718115,
3015,176,11672,2400041,
2682,95,8108,467197,
5542,3,42575,1250445,
708,88,3786,134092,
449,0,2253,243753,
