rl,call4,all,mit,
246,0,2809,2228868,
731,12,5756,2656859,
599,21,11403,3084971,
99,4,1512,3478573,
38,2,5182,2124144,
2195,4,22886,3250701,
142,2,6190,3249729,
245,14,9514,1674600,
278,1,7936,5459266,
220,1,22564,4884518,
619,2,9989,5554734,
97,1,7241,3183492,
321,0,6577,3658241,
150,0,5313,3639921,
37,0,3070,5693551,
134,4,7562,3614727,
59,2,5038,3550138,
393,12,11553,3172498,
112,8,10380,2967179,
160,13,12649,2643285,
287,2,4070,1976986,
42,1,14326,3223606,
268,4,8474,2806157,
115,0,1445,3904023,
45,7,5132,2978892,
111,0,6637,3333433,
412,7,15269,2282851,
301,4,10770,2221504,
25,0,1988,3152496,
63,7,5426,2808598,
10,1,3582,3907430,
75,0,3538,4228955,
675,1,43286,3267377,
99,0,10634,2269586,
800,0,27483,3952851,
56,10,20731,3785286,
258,6,12285,2826910,
117,0,7370,4723809,
107,3,5115,3724044,
8,2,9766,1824027,
117,3,5161,2071538,
628,0,11060,1671091,
110,5,5108,3017201,
331,1,6730,2169160,
82,0,8822,2624390,
696,11,13516,2859084,
656,2,15022,2991466,
501,0,9965,2886474,
627,2,30045,2569705,
94,4,11593,2436638,
171,0,6569,2810879,
89,0,5644,3014027,
317,4,17022,3198907,
368,0,23890,4219129,
759,3,19422,2425533,
582,0,8350,1154067,
1224,0,22072,2458635,
450,0,12008,1540246,
409,2,20285,1810268,
231,0,5837,1807393,
1015,0,33112,2670053,
1312,2,30128,3163547,
135,2,3741,2696942,
47,0,1757,3973654,
604,4,6337,4462494,
629,10,33337,2781090,
299,3,17543,2036475,
511,6,21425,1772346,
1458,5,25091,2397719,
1427,31,39366,2305993,
212,0,26940,2524768,
321,0,10330,2578062,
243,6,6609,2007973,
291,0,11048,2422041,
176,0,15356,2887436,
224,3,7476,3163271,
343,0,8503,2842503,
18,2,4505,3870464,
844,25,14138,2517291,
178,10,5303,2956864,
88,8,9308,2866356,
96,3,4909,2468886,
873,0,9861,1888769,
186,2,14265,1966632,
285,8,7138,2550133,
1273,0,22176,1813864,
2286,1,36944,1612250,
934,1,14887,2339786,
2315,0,47564,1461871,
4526,5,46620,751082,
303,0,7316,1115244,
1421,0,20373,600572,
2400,1,23645,1049038,
488,0,17688,1808723,
40,0,5363,1330584,
273,0,12719,2007221,
291,4,5372,2052998,
1587,5,18844,1862833,
978,3,26353,1805265,
318,3,14577,1681621,
621,15,10623,2197021,
245,3,10125,886697,
1200,37,21826,1550772,
498,0,8455,2018584,
157,6,8854,1635667,
232,0,13981,2119645,
1264,7,20087,1804376,
1059,11,7960,2180979,
636,0,11482,1913746,
65,0,8101,2113102,
227,1,10106,1874911,
673,14,10104,2487820,
811,2,23745,2152362,
1437,0,19409,1538390,
2454,0,44682,789771,
774,0,5249,575096,
1355,0,4476,433526,
843,2,9693,1022816,
3871,0,19042,1120947,
888,2,13231,700130,
1329,4,9835,1311741,
758,14,5642,696076,
88,7,9361,1070752,
3040,0,17604,734416,
168,18,4884,886694,
210,9,9029,321511,
1066,4,9085,734074,
33,4,8829,955886,
983,30,13168,326231,
4291,0,24015,485968,
478,8,7368,227585,
2702,21,19917,132751,
360,1,4924,108136,
1144,2,6379,289386,
4598,41,53264,107253,
945,1,19484,41524,
7996,4,82525,76746,
2653,0,93322,1779,
