rl,call4,all,mit,
408847,5,872187,20399400,
67680,34,619368,18061717,
208733,2,629719,12782402,
130845,172,943444,10714548,
121956,165,761975,8975945,
499486,321,774880,13630633,
99878,78,1079825,16603614,
38837,22089,506290,16147588,
116818,89,1207509,13496379,
68447,0,1023511,16776158,
223996,0,2437673,11403613,
325683,415,1217363,18493004,
226065,36,741573,15811278,
196414,238,938761,16023125,
158925,188,941969,15919571,
282470,31,999697,14169193,
294548,56,638460,13228656,
196235,79,1292250,11702930,
346225,207,969820,12004732,
313652,19,840837,13388244,
130424,22574,752772,12982823,
164577,86,1433166,16628176,
237784,348,793861,16167471,
289785,432,636257,18387396,
92267,55,907844,12208362,
318671,38,722972,14456078,
362911,474,1914691,16108178,
133985,54,1358418,21554683,
133619,49,655393,17851683,
228324,7,1000171,19098589,
281992,52,1114338,15688836,
91485,59,725241,14903724,
213547,69,1741812,14962669,
406050,172,1212768,16518945,
88004,209,1104883,16846370,
186418,210,889090,17701563,
151318,172,1113570,18123113,
141958,158,1647695,18573745,
248971,21,1205450,22558999,
221289,193,991299,16760922,
375744,209,1093037,21444764,
117238,73,1384121,17555150,
280816,163,1930100,18775458,
238428,2,1752721,18313632,
214633,22389,1738385,15867128,
226938,0,1602975,15884701,
253310,2,1467571,16681690,
258733,14,970065,22691084,
233017,12,1003059,13210739,
200427,12,893656,18650137,
128025,420,722332,12568304,
392587,157,1433671,14987092,
416237,38,1071762,12058101,
178861,0,725863,12365671,
102008,715,777287,11542841,
290310,9,832976,14190686,
244477,16,1137080,20992454,
280015,34,981091,16365828,
224546,73,933729,17734902,
418578,0,1157367,18727507,
188483,18,1096501,17057053,
229770,109,1270819,21706348,
143544,68,657510,17235299,
261929,13,1936386,16914973,
161201,89,815660,19006492,
137069,32,868154,17659751,
86896,26,1058242,17356903,
201307,66,1245718,15712252,
231462,70,1736528,16070372,
274170,10,1108755,16149161,
131958,0,2672099,19583432,
198550,7,1529462,16728196,
136749,0,943055,15281013,
305549,33,1625286,15729542,
66141,368,721133,14275995,
110589,35,2196497,13256255,
