X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
all,rl,0.70587,-0.089282036,0.056579947,0.6995,5.321928,0.89171296
call4,rl,0.58274,0.5136443,0.123239994,0.57598,5.321928,0.2628607
all,call4,0.45371,0.362172,0.07631999,0.44913,5.321928,0.30255246
mit,rl,0.34549,0.34362027,0.027429998,0.33859,5.321928,-0.043240633
mit,all,0.28376,0.26798692,0.026069999,0.27738,5.321928,-0.12559097
mit,call4,0.22491,0.16439074,0.038760006,0.21938,5.321928,-0.24600664
