X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
all,rl,0.79391,0.030591428,0.03909999,0.78974,5.321928,0.87368107
mit,rl,0.4107,0.12502202,0.037090003,0.40384,5.321928,-0.5344885
mit,all,0.40422,0.12326509,0.055320024,0.39737,5.321928,-0.5300518
all,call4,0.37552,0.31742135,0.067609996,0.36938,5.321928,0.2410366
call4,rl,0.34204,0.2253311,0.05498001,0.33677,5.321928,0.34162685
mit,call4,0.29515,0.22422904,0.03487,0.28916,5.321928,-0.26630992
