X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
all,rl,0.81857,0.08145422,0.06803,0.81193,5.321928,0.8585545
call4,rl,0.53618,0.16871086,0.119210005,0.5286,5.321928,0.60619235
all,call4,0.41018,0.17305037,0.043129995,0.40332,5.321928,0.48695958
mit,call4,0.19228,0.18264724,0.028080001,0.186,5.321928,-0.09814659
mit,rl,0.17399,0.17222233,0.027139999,0.16746,5.321928,0.04204363
mit,all,0.17196,0.1718713,0.019419998,0.16469,5.321928,-0.009417752
