rl,call4,all,mit,
2156,0,10871,1299200,
1033,0,11160,1093931,
1816,0,9556,766592,
998,1,11327,714930,
845,0,11175,590471,
1800,0,9766,824794,
692,0,13846,967105,
658,0,10388,988139,
1030,0,24732,784352,
576,0,21779,980097,
2865,0,37817,665089,
2948,0,18319,1107189,
2144,0,8655,975209,
1585,1,9750,898499,
1141,0,16654,875214,
1745,0,16764,777247,
1490,0,11397,797113,
932,0,13980,658073,
2347,1,13809,674584,
2503,0,15995,847506,
1004,0,11126,820161,
1511,0,17189,974503,
1875,0,12276,937201,
1780,0,9620,1124828,
924,1,11787,687173,
1652,1,9986,805760,
3548,0,37602,947809,
1337,0,25583,1337439,
961,1,12545,1014494,
1873,1,12741,1079288,
1753,0,15925,933398,
902,1,12433,862974,
1490,0,28777,880080,
1895,1,12594,936116,
966,0,18336,903142,
1646,0,11477,952017,
946,0,16363,1052497,
1388,0,25603,1094986,
2575,0,23595,1369123,
1900,0,20295,911455,
2585,0,18574,1247539,
1453,0,19962,1000768,
3106,0,29828,1109182,
3257,0,28784,931156,
2519,6,30010,914647,
2539,0,31415,927592,
1655,0,18920,964919,
2324,0,14413,1358799,
1374,0,14142,772659,
1581,0,11340,1144787,
846,0,12028,785814,
1240,0,23114,942722,
2248,0,10567,728597,
913,0,11226,769231,
740,3,13497,672226,
659,1,10620,863603,
1571,1,17109,1258898,
2144,2,14437,946715,
1801,4,16365,1059958,
3147,1,14208,1083477,
674,3,12867,998481,
567,3,14423,1331014,
735,1,13126,1076840,
975,0,31842,990359,
481,2,11447,1106760,
708,3,11771,1072356,
862,1,15011,986104,
707,0,18490,962905,
2965,0,29756,894190,
2743,0,18019,941536,
2334,0,46249,1168768,
2417,1,24645,961473,
732,0,16131,845887,
1802,0,20917,878101,
464,1,12810,746656,
1075,0,42517,754775,
1101,0,16849,996539,
402,0,18466,1103488,
2023,0,20380,1193595,
869,0,16732,927682,
1819,0,21951,1293892,
381,0,20194,1038110,
913,0,19494,1033837,
615,0,13643,890795,
1058,0,17422,1128878,
3592,0,17587,872985,
703,0,15963,1072381,
2618,0,30486,828446,
763,0,10199,1144811,
1210,0,16376,1061965,
659,0,16143,1276983,
911,0,20964,970893,
1126,0,18904,1023978,
1692,0,15082,1102377,
1552,0,15943,1134816,
1976,0,23029,842123,
1588,0,23680,1297309,
619,0,15897,1095147,
2189,0,27662,1323234,
667,0,12423,1088114,
391,0,17319,991499,
111,0,8259,930072,
66,0,9765,1173568,
1995,0,29323,952877,
1758,0,22468,1319088,
1924,0,13766,1037264,
217,0,6307,1087251,
561,0,15273,1212829,
557,0,16605,990372,
1753,0,15792,792030,
296,0,15973,948339,
1267,0,13197,1161145,
509,0,12476,1104232,
436,0,12344,1521057,
1983,0,17648,1222092,
89,0,16159,1005656,
481,0,11939,1203418,
374,0,21980,1193748,
1831,0,24604,1175153,
999,0,8076,904004,
430,3,13671,1098870,
611,0,12925,1343972,
197,2,9530,907544,
1303,0,22260,881524,
825,1,8478,1052919,
715,2,16236,1382839,
331,1,10103,1576770,
1060,2,14782,1294516,
231,0,8238,889575,
618,1,9020,850889,
1122,8,10949,1172900,
360,1,11097,1254759,
96,0,3398,1204258,
377,2,4667,890007,
2341,0,26063,1241088,
1950,1,15425,1284732,
749,0,11460,1067669,
431,2,6592,919757,
2857,1,18783,1282838,
1157,0,7219,1202401,
1406,0,9661,1035187,
435,0,13758,1223672,
925,0,14329,1368905,
790,0,9903,1126514,
702,0,12260,1212622,
1605,0,11790,1309498,
518,0,10674,1355034,
722,0,8291,1163052,
380,0,9825,1186000,
651,0,15293,1249714,
708,0,19280,1085917,
748,0,14374,1107955,
2685,0,17575,1186667,
633,2,7664,1054108,
574,0,30872,1093912,
356,1,15794,1114025,
27,1,15826,1161529,
332,0,5853,980539,
165,0,8341,1390928,
2258,0,18596,814426,
416,1,6670,1184644,
395,4,16979,853092,
357,0,5401,984935,
266,0,16313,1028799,
82,0,8880,1129654,
1803,2,25825,1062965,
2076,0,23703,1031647,
82,1,17976,897066,
1975,2,15798,796528,
597,0,23207,908816,
752,0,10270,987816,
550,0,11010,958692,
324,0,7100,1287890,
260,5,5576,570053,
575,0,8923,459199,
227,0,791,747464,
1365,1,10239,795152,
734,0,13700,1019262,
24,0,2839,859749,
33,0,14917,356254,
2177,6,46526,4235,
147,3,5047,573629,
1073,3,17884,1706140,
2872,0,25202,226765,
549,0,8063,1299435,
539,0,12876,1142234,
275,0,3028,754439,
678,0,10815,774731,
77,0,9529,849419,
274,0,3948,1296635,
739,0,5092,1359036,
583,0,5845,1115060,
701,0,9443,1629672,
371,0,10764,1321061,
523,0,5338,1436242,
583,0,10555,1202043,
1053,0,7625,1364363,
719,0,13912,1316840,
402,0,9081,1488229,
1965,0,9331,1081311,
184,1,14618,1321467,
354,0,7929,1247815,
1292,0,17045,1031861,
442,0,9946,1207601,
854,0,13417,1347579,
1031,0,14477,1266452,
129,0,4879,1115132,
247,3,11743,1415833,
2466,0,13848,1061202,
499,0,8326,928804,
385,1,6284,1259121,
554,0,4834,795352,
562,0,7490,1258815,
200,0,8626,471691,
116,0,5661,817626,
380,0,10548,632757,
203,4,3556,439787,
117,0,1691,635156,
206,0,7107,504123,
273,2,2693,529250,
845,0,10405,1189171,
1873,0,34749,1041639,
3333,0,21125,1301568,
215,0,9335,1125142,
330,3,10246,965981,
1748,2,19153,1137767,
543,0,16460,1412548,
1209,0,10016,1220022,
2022,1,19488,1260657,
2247,4,11940,1198869,
721,1,13050,1088225,
609,2,8828,1090455,
382,3,9718,1298502,
468,0,9314,1300987,
1070,0,7849,1073346,
876,0,8256,1381314,
888,0,9534,1023899,
708,0,9723,1431316,
495,0,11281,1196299,
2519,0,13673,1377272,
296,0,7945,1066875,
