X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
all,rl,0.45641,-0.3373025,0.053380013,0.44953,5.321928,0.89090544
mit,rl,0.24818,0.2470678,0.013949998,0.24189,5.321928,-0.03334973
mit,all,0.2165,0.21169652,0.03103,0.20905,5.321928,0.06930713
call4,rl,0.21335,0.16933501,0.11366,0.20439,5.321928,0.20979752
mit,call4,0.19509,0.12736678,0.10643999,0.18731,5.321928,0.26023686
all,call4,0.16071,0.03336878,0.08392001,0.15422,5.321928,0.356849
