rl,call4,all,mit,
13611,5,58351,897042,
8237,15,48197,828731,
8890,4,46394,538842,
13558,121,69460,432968,
3747,120,43916,407708,
17290,222,54861,574820,
16743,28,88811,737348,
7624,797,45919,683348,
3532,55,47222,591279,
1124,0,42440,737684,
4702,0,110411,495471,
9267,194,57727,810633,
7580,42,37836,700861,
5945,162,48772,731450,
6627,180,49538,741111,
9364,33,55387,675413,
9958,78,44025,580592,
19286,123,87506,506345,
11326,172,68977,535203,
10315,23,63733,530005,
17014,317,59699,553823,
23812,99,104563,729229,
7886,226,54336,725134,
13648,219,47647,815876,
14519,43,68989,573240,
12184,45,53698,685487,
10617,201,80448,722473,
4973,42,60390,964646,
6182,37,41673,808468,
7137,28,54602,887647,
8076,54,62360,707653,
12994,75,60464,675501,
8632,54,75995,633950,
14819,179,69353,755347,
4451,192,63030,786588,
7803,153,62709,840043,
5121,117,49936,850563,
3008,136,89155,843319,
11428,15,62018,1040859,
8830,96,61043,783846,
17187,155,75457,1026309,
19052,55,110583,816470,
10357,65,91484,849825,
5901,4,82610,859413,
7351,317,82382,743974,
6583,2,71678,749036,
9736,4,83579,759890,
13089,32,70690,1077825,
6130,15,54043,579429,
4653,15,58029,844864,
15310,177,50514,514910,
12139,82,62909,632761,
10823,57,62327,514495,
15947,0,52255,515290,
10750,270,67144,485164,
8240,7,56456,589828,
7940,17,63310,958939,
9494,45,53431,709889,
10392,57,63496,802938,
13343,3,67062,852817,
5849,27,61701,769363,
8539,82,76247,1039674,
6512,54,53299,745663,
8665,23,85721,811441,
3571,76,38733,843833,
4072,42,49121,798985,
9591,39,74614,851652,
10460,43,76626,697886,
6765,55,74184,758472,
9499,15,54752,745813,
3606,0,124914,895795,
4335,22,81575,754577,
4653,0,55942,726152,
11878,31,104559,756582,
6919,254,51940,695590,
3977,48,102300,610409,
9833,37,70037,737043,
4191,142,45150,799639,
16513,22,77358,1010488,
15651,90,90773,856766,
7715,49,110213,982247,
6820,21,62947,822822,
4824,0,76395,835636,
2908,116,55727,764359,
10396,341,76282,952443,
15702,118,73297,641052,
12402,177,92729,761184,
6919,60,81959,589371,
5701,32,51899,872830,
12650,73,62702,845412,
12737,21,83992,863530,
19314,262,128462,719553,
8108,33,86530,814607,
11078,143,78411,765015,
20563,69,78237,754115,
22566,377,129277,735749,
10637,8,73422,996004,
12336,65,71397,875375,
7711,6,87292,1112685,
4578,22,52665,906632,
4699,8,51261,821401,
5838,61,45316,736281,
2793,27,37699,1014679,
7137,15,79026,777413,
