X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
all,rl,0.7111,-0.05212742,0.026540041,0.70552,5.321928,0.87362885
mit,rl,0.51305,0.3146409,0.04865998,0.51305,5.169925,-0.44543138
call4,rl,0.49869,0.12485984,0.07708001,0.49869,4.70044,0.6114165
all,call4,0.44986,0.15381488,0.06282002,0.44163,5.321928,0.5441003
mit,all,0.41604,0.27363056,0.07317001,0.40756,5.321928,-0.37737176
mit,call4,0.27809,0.17774609,0.06204,0.26985,5.321928,-0.31677106
