rl,call4,all,mit,
16035,106,137386,7097257,
10600,101,112776,6600387,
13167,109,117030,6539891,
10550,103,127537,6637518,
13835,104,136806,5669135,
14833,104,123133,6839571,
8438,101,123976,6608599,
8750,132,104770,6940359,
15608,105,161772,6480410,
14045,103,161026,6859170,
15041,103,190901,6269077,
15306,118,139998,6838865,
13519,105,132975,6616171,
13269,109,141161,6390997,
13804,104,135622,6317058,
14962,103,140032,6137946,
14847,100,118632,6488582,
11405,101,144062,6287674,
14500,108,129229,6330190,
14648,108,119232,7048177,
10640,104,118313,6715839,
11080,109,135112,6973118,
13828,117,127368,6775649,
12902,108,113299,6734694,
10339,114,126756,5987612,
13643,110,125352,6085266,
14305,111,172112,6532160,
15464,102,159661,7035523,
14186,101,132258,6614247,
13979,99,148735,6558892,
14408,100,145283,6425334,
10277,102,115057,6351900,
14167,110,159277,6676207,
13635,106,147069,6436969,
14384,110,144227,6189717,
14256,106,139848,6407151,
14215,108,161446,6415414,
14382,98,159418,6461400,
15702,100,137118,6655926,
14730,113,131833,6238551,
13006,104,121549,6558111,
10756,98,126955,6448683,
14287,104,165560,6639777,
15830,96,158135,6353214,
15490,104,163480,6200305,
15856,95,163026,6246228,
14888,95,145543,6482000,
13691,96,131221,6626891,
15323,99,147818,6628961,
15624,99,136523,6981657,
12189,123,126025,6776752,
17769,123,164451,6848092,
17458,108,147599,6764706,
13343,108,126561,6776739,
11201,110,115487,6566112,
15247,108,139975,6892423,
15152,108,156246,6833611,
15178,106,146808,7019676,
15155,102,135335,6727317,
16388,106,157677,6628267,
15257,103,152824,6514392,
16538,101,157952,6545110,
15271,103,123103,6891343,
16997,108,186830,6288091,
14942,121,148389,6691007,
15707,108,148796,6609940,
12551,105,149661,6148453,
16376,110,147989,6480115,
15779,104,186260,6225859,
16736,101,171933,6214542,
14568,101,197896,6564022,
14805,99,175558,6534221,
14736,101,148750,6135363,
16224,103,156871,6104725,
10290,112,135870,5956092,
15240,107,179477,6117756,
14967,104,143296,6673494,
15513,108,146801,6838283,
15277,101,141610,6384582,
15765,105,151089,6002397,
15945,102,177025,6423400,
16354,102,152345,6277552,
16167,102,156226,6226075,
15297,104,153776,5929252,
15000,107,133672,6447622,
16023,113,150856,6622292,
11556,117,130612,6883026,
15465,106,158834,6757754,
15189,102,135773,6861340,
16971,106,158318,6650296,
15902,102,153946,7065446,
13329,109,116345,6646150,
16029,100,146428,6466371,
15286,110,146686,6699362,
16327,104,145315,6938142,
14529,111,119850,6014983,
16343,107,137771,6591262,
17085,108,154226,6243284,
15941,99,175335,6320247,
15440,99,155358,6101505,
15118,99,152888,6113741,
15735,103,147561,6345974,
14411,102,137508,6319773,
15966,99,184632,6243787,
14587,101,167119,6388857,
15249,99,159853,6229802,
14994,99,146055,6187564,
16397,105,142503,6117061,
17161,101,168510,6004193,
16126,98,134692,5783166,
15642,107,134321,6028302,
16089,101,142326,6324442,
14992,103,144937,6195183,
14558,100,148263,6128322,
14366,99,162838,6182722,
13746,99,176964,6391115,
14887,100,135786,6453987,
14853,106,188934,6456917,
15181,106,166684,6410428,
14327,106,145171,5878785,
15116,112,138988,6558701,
14872,111,134644,6433629,
13899,104,145299,6551566,
15571,106,141205,6960543,
14630,106,130459,6849002,
15173,104,163582,6881094,
13869,102,120721,6570388,
14427,108,156760,6541212,
7098,104,133194,6205626,
14687,109,127916,6193846,
14169,108,126481,6952760,
13242,109,128858,6326618,
13799,103,94068,6776713,
13010,101,110570,6167878,
14245,103,186829,6496202,
14804,101,165801,6417300,
15430,108,144419,6578958,
14433,106,125644,6441048,
15061,102,163820,6852377,
14353,110,121924,6988395,
14411,118,129324,7217936,
13564,101,148908,7112130,
16760,105,157405,6976661,
13975,102,117592,6579751,
13674,103,153059,6648301,
15303,102,139307,6759408,
8195,108,128140,7047341,
13857,102,111015,6856302,
8914,102,129613,7039314,
11400,115,130608,7015429,
15143,103,175452,6029799,
14047,106,150222,6214282,
15276,104,164361,6280838,
12985,104,137431,6533046,
14690,110,184309,6419848,
13273,98,169795,6795485,
13124,101,152485,6635114,
13338,105,141027,6579802,
13776,107,158842,6416800,
13929,106,176202,6106921,
12631,112,138288,6820272,
13200,102,157837,6108612,
13166,103,144917,6750148,
13176,105,161119,6691058,
13237,102,154790,6980216,
14718,96,179555,6755980,
15111,100,175090,6565072,
13506,108,164513,6162325,
14088,101,152579,6047985,
14545,105,172972,6149034,
13225,100,129339,6716772,
9223,97,133146,7084898,
8374,101,118382,7167805,
8483,78,114101,5898113,
13171,74,104349,5878846,
6302,68,39494,6554243,
14604,78,134618,6450407,
15511,105,155024,6573562,
13681,99,94357,6739054,
13446,91,138210,5508331,
15769,112,208725,804627,
14382,88,135472,6419552,
6476,129,89299,3680821,
18888,0,197423,4947179,
14635,96,118107,6660819,
14936,94,121438,7015371,
7746,2,100157,6972281,
14761,3,144620,7023392,
14579,5,120526,7046963,
12083,94,96287,7085053,
14580,2,118510,7169758,
14758,0,117600,7035050,
14218,0,134349,6885885,
15169,1,142054,7117980,
14149,27,102605,6562755,
14396,1,133000,7192967,
13996,4,123415,6987237,
14425,30,144430,6604458,
13823,103,129841,6302434,
14145,14,125934,6487169,
13883,106,156011,6472135,
14685,85,132683,6559900,
14325,4,137943,6562097,
14169,8,125059,6626156,
15438,21,138682,6650342,
14794,18,143119,6619244,
4323,14,75421,6900436,
14094,81,154278,6280279,
14419,34,166778,6608234,
13603,66,137436,6719986,
13868,65,121286,6105470,
12774,23,94467,6784884,
11989,22,111533,6778236,
11613,15,106154,6026233,
11023,20,83522,6991013,
13418,17,114580,6459231,
11921,69,76682,5984373,
3201,13,48429,6573437,
5410,20,92394,6259766,
4550,69,72420,6279324,
13512,12,137530,6840987,
16526,9,160299,7042442,
15665,8,165900,6971073,
13168,29,136523,6537182,
13354,95,135641,6576751,
14627,4,181321,6546140,
12607,18,159121,6356094,
14521,18,141179,6447430,
14181,7,174231,6729159,
14526,31,138727,6643926,
14622,7,131381,6352898,
13499,7,124368,6463084,
12110,93,115917,6560076,
12205,12,116781,7035821,
14574,98,121247,6892527,
12690,11,100222,6864050,
13107,9,124819,6930256,
13357,104,113451,6655939,
12564,4,138442,6830381,
14191,6,137142,6424364,
12475,2,120474,6478377,
13482,4,164603,6596235,
11739,4,102588,6607782,
13554,96,150991,6761287,
14370,7,150918,6698036,
12898,3,138581,6538013,
11936,8,108841,6647415,
13197,97,134513,6449490,
14052,4,117744,6835724,
4866,10,100368,6931617,
5861,5,149243,7112627,
12024,1,107714,6862013,
13675,1,159569,6648918,
12512,3,139624,6715611,
13807,2,150026,6868041,
12580,103,120917,6663365,
13274,2,121865,6785791,
11698,6,130252,6776789,
15066,2,169480,5729464,
4549,107,114666,7045770,
15115,11,154676,6226278,
12042,10,131950,6456633,
12471,4,148641,6126608,
13531,6,157604,6235685,
12441,5,123047,6252386,
7114,4,187629,6642671,
4157,6,112199,6250947,
5999,17,117187,6353633,
5162,42,136807,5944452,
8185,23,144247,5516537,
11835,19,151634,5882092,
8128,27,154955,5896434,
8043,20,107810,6193428,
2618,21,136071,6080556,
3939,21,98112,6078840,
1748,107,124952,5992796,
5537,21,149877,6241920,
5826,19,122377,6436339,
7753,108,143703,6170444,
2983,22,97865,5705368,
3126,25,108802,5591364,
2955,107,110162,5640363,
5994,16,125273,5605163,
4613,14,87577,5842464,
2342,12,91286,5475476,
4591,14,112526,5855011,
2645,25,95044,5860811,
1261,24,88583,5640983,
14134,24,170420,5760326,
2101,21,106949,6063321,
2964,46,96860,5846066,
2821,24,96228,6322831,
2592,12,106020,6573667,
4386,123,115350,5466580,
3286,27,115532,6116251,
7542,7,127533,6412861,
11411,10,100454,5670366,
13598,18,167525,5793531,
5814,25,125223,5453232,
6555,99,156874,5287506,
11917,21,164706,5531244,
1089,95,106366,5420261,
2399,34,109567,6071378,
8007,109,145318,5476980,
2464,20,102213,5613122,
10115,6,145089,5937673,
5905,1,145114,5537537,
2213,8,118344,6119009,
3358,4,98153,6067869,
7780,23,171603,5489039,
14362,10,169596,5496634,
3020,2,143302,5763678,
7900,1,134468,6318471,
4552,1,117302,6217930,
5426,6,136742,5861327,
3280,14,104925,5830016,
3122,106,107644,5956648,
13859,9,156757,5629506,
10594,8,157177,5402172,
2443,120,121691,5466736,
2574,17,156931,5208732,
7924,11,146101,5737144,
6186,8,124356,5588070,
2319,101,132816,5738483,
4910,12,132486,5204361,
5386,14,172990,5875696,
11638,8,137491,5208627,
2353,8,109009,5580126,
5407,22,138892,5836010,
2228,16,134346,5984119,
14536,108,155999,5950378,
2656,26,129344,5392040,
3198,15,145659,5275352,
2391,7,110914,5255407,
4166,10,132525,6120820,
3725,12,131137,6093078,
6848,5,121201,6370313,
3883,3,133055,6707827,
14846,5,112647,5991124,
5041,8,113848,7106823,
3368,100,118645,6456432,
4570,12,116952,5729550,
14213,15,190808,6396457,
5686,9,118362,6365717,
5625,14,129431,6242924,
3314,14,93664,5994735,
3894,10,135497,6525145,
7892,105,137516,6138431,
3543,10,121086,6155826,
3984,13,106024,6496156,
2007,8,94571,5392334,
8572,11,138665,5590602,
5990,22,106192,5073034,
5641,19,151608,6230153,
