rl,call4,all,mit,
13033,1,172580,5849356,
2069,7,100175,5910954,
7916,12,137251,5411029,
4272,16,126250,5584954,
3713,34,113231,5685740,
3912,119,114993,5832542,
3249,11,124407,5520679,
6081,19,122352,6033774,
6353,12,119901,6339819,
2027,13,143343,5691047,
3175,14,114412,5842236,
1424,10,79701,5694842,
3110,106,133700,6120636,
2372,12,91546,5825254,
7213,20,138557,5919859,
6937,21,132593,5947972,
6368,14,128748,5696680,
5824,29,125735,5928100,
1154,19,117651,5863524,
4889,17,106703,5356444,
5489,22,127536,5682817,
3628,18,150083,6296733,
5552,30,115432,5738267,
12128,111,106641,5625923,
3088,20,100647,5850449,
1730,21,110476,5227708,
6339,15,132575,5746417,
14347,28,182050,6313567,
2327,29,120734,5739633,
6847,24,136145,6715762,
1559,15,117739,6127934,
4699,21,138604,5906038,
5393,17,133558,5943521,
4084,14,142897,5976432,
7319,108,130885,6090538,
5525,27,131189,6056497,
4928,14,116238,6173604,
3504,34,124397,5674015,
3630,37,132368,6052895,
2566,9,124903,6120841,
4368,14,107218,6278152,
4176,10,119035,5784234,
4610,23,110597,6356062,
3745,6,98038,6624671,
4779,1,116261,6254545,
5882,3,104947,6453417,
4547,5,137186,6556202,
4119,3,107846,6723253,
4388,21,107818,6014104,
4883,2,94402,5638061,
8755,4,129953,6094436,
2807,16,105110,5818629,
4391,2,96546,5750975,
13099,3,107435,5994499,
4623,104,107405,5726830,
4897,4,112367,6598737,
9089,104,120933,6240061,
5555,6,103560,5952305,
15480,19,165325,6239565,
3890,9,103278,6233260,
6938,18,114637,5943630,
4596,13,102960,5965212,
3016,9,101480,6155591,
3935,100,85678,5750368,
3402,20,81551,6001429,
1703,35,127790,5889333,
8023,12,132486,6223112,
7071,3,122363,6010103,
6861,6,128505,6371879,
3274,15,97809,6165807,
12834,2,121985,6272853,
4869,2,94201,6546264,
3976,8,127249,6079280,
7840,9,141120,6490172,
4370,9,83260,6489068,
3532,2,110328,6539232,
8068,14,131282,6358402,
5629,9,104427,6952744,
6895,10,137188,6589906,
4671,3,110009,6998863,
7357,17,88544,6877263,
7887,10,130755,6612160,
6617,7,134727,6907733,
7619,17,119518,6400894,
3745,15,92673,6027068,
4782,13,131917,6129879,
7076,103,129554,6281339,
7595,6,123564,6700558,
7447,24,122902,6364098,
4125,11,103169,6853967,
7237,101,110922,6182125,
6112,20,141281,6175072,
3054,7,94837,6504353,
7020,102,120052,6626245,
4156,9,99153,6537616,
7276,7,133153,6440830,
3428,13,96400,6469110,
4037,7,111420,6521295,
7300,6,140723,6663509,
12452,5,129997,6267043,
4241,10,120479,6126806,
7283,2,109866,6699432,
5231,14,101148,7099201,
4216,5,96455,6918817,
4677,3,111889,6977761,
7843,14,105798,6805578,
4712,28,108905,6895837,
7264,11,93232,7139771,
7342,11,104945,6897092,
6817,4,124739,6961699,
3510,5,109576,7102770,
3674,11,101839,7039500,
12210,4,130829,7141309,
7541,4,111561,6830854,
3749,8,101730,7041696,
2638,6,90475,6885518,
4781,2,113374,6676798,
5396,4,126012,7075218,
6782,2,120076,6323794,
4239,4,126789,6358783,
7266,9,116482,6031968,
7633,3,119486,6514865,
8289,6,165033,6083019,
8498,12,143462,5090971,
9544,26,199866,6061373,
15363,3,220134,3151466,
