rl,call4,all,mit,
578895,62620,2065214,38354696,
331933,62430,1714334,34564691,
532265,62241,1803101,35205185,
334798,61160,1851705,36550488,
533594,61544,2166789,31268317,
555092,60980,1848520,36276477,
290566,62093,1753404,34736647,
297343,59558,1651932,37403983,
596656,61818,2826507,34613955,
547443,62378,2808494,36066957,
670464,62378,3351174,33641398,
652893,61388,2492337,36451381,
539237,61726,2080788,35470351,
532167,61613,2177819,33240549,
540483,60698,2220372,32375031,
567857,62428,2320183,31720495,
559996,61347,1839439,34372516,
349869,60636,2168195,33197868,
568738,60718,2039725,33223707,
568886,61934,1902941,38243468,
331260,61274,1684498,36020372,
353945,61346,2117960,36362027,
562381,61224,1947264,35227741,
532742,61066,1731536,35968491,
330596,62461,1933446,31233665,
546035,62065,1902358,31131515,
658634,61218,3214771,34744543,
572671,62054,2888260,37646883,
538839,62029,2185579,34213883,
548329,61958,2422124,34063396,
558839,62073,2275534,34099659,
324999,61730,1847358,33164960,
553765,62680,2915139,36002842,
529772,61257,2327889,33762130,
557767,61565,2399423,31718361,
556823,61586,2055405,32797329,
545242,62211,2796738,33487753,
561733,61021,2778228,34520942,
685527,62698,2567192,35428763,
569388,62304,2306050,32185187,
524868,62232,2162644,33873852,
343476,62176,2077494,33480211,
643684,62371,2987305,35201483,
691258,62597,2893436,32575074,
665927,61234,2937409,32460938,
683701,62577,3040901,32946928,
568120,62583,2411955,33982802,
553689,62009,2059552,34362232,
577627,62575,2388911,34854226,
579524,62575,2037262,36930998,
354777,61768,1904665,36363774,
640584,61868,2712689,37134118,
611077,62040,2249215,35922228,
383879,62646,1960313,36341931,
344223,61046,1734854,34896088,
560779,62936,2092655,37338023,
575558,62643,2468278,36508481,
586541,62259,2414727,36956382,
560695,62364,2306718,35519122,
685353,62788,2406121,34897192,
581261,61948,2413055,34807004,
600449,61880,2435760,34740029,
559460,62032,1891116,37333251,
602966,62228,3274496,32860271,
579581,61998,2419402,35219538,
572857,62251,2395374,35075070,
359038,62216,2297271,31090079,
587715,62658,2513718,34845640,
685523,62024,3286271,32170045,
684370,62493,2905864,33171446,
679334,62757,3629585,35211374,
670932,61892,2999661,34712338,
567331,63040,2492164,31627210,
571980,62312,2531513,31615323,
334996,61371,2110358,30001672,
577986,62345,3260911,32579818,
566946,62345,2443343,35621044,
588527,61462,2440427,36523212,
561792,62300,2406633,32991882,
568440,61287,2474371,30995541,
602143,61456,2864593,34311528,
598323,61763,2614490,33707621,
586009,62054,2553374,32815645,
585178,60929,2441039,31249232,
563017,61266,2197724,33551356,
683739,61985,2486944,35504314,
344192,61779,2175756,36952507,
689972,62564,2878520,36227601,
574905,62080,2022455,35967297,
612583,61533,2609321,34697027,
574673,62052,2350189,38240292,
386076,61181,1915950,35664702,
598874,61791,2300641,34172519,
583449,61627,2272786,36565426,
574008,61848,2181316,38046270,
530758,60849,1992613,31306825,
583889,63014,2377098,35383020,
584569,62272,2451081,33097373,
689938,62757,3102797,33492028,
585433,61898,2450652,32261443,
576531,62167,2531367,32719737,
583246,61999,2275576,34155439,
566348,61897,2233914,32728035,
685298,62186,3323821,33389613,
683394,61957,2903695,34524841,
683409,62219,2709402,33252896,
571963,62235,2234460,32179575,
580890,62083,2177468,33084881,
614404,62030,2487780,31083110,
581504,62322,2139152,30149067,
584777,61899,2073521,31206182,
576644,61722,2130770,33342384,
567622,62499,2277041,33097239,
558068,62738,2427471,32412838,
