rl,call4,all,mit,
57185,8,225170,14644841,
19220,18,202501,12583841,
42715,2,188327,8869917,
24007,25,235988,8009743,
24141,31,218827,6711594,
52934,41,195653,9570205,
20335,14,294573,11361529,
14400,221,195351,11354700,
24812,0,352389,9329169,
14787,0,303884,11438677,
50509,0,646648,7894930,
55559,3,317856,12752270,
51160,8,187056,11234320,
41598,39,221915,10760974,
30646,5,288651,10559994,
45546,11,301679,9582025,
43939,48,211165,9379891,
26886,19,304266,7824207,
61245,24,268275,8258036,
63708,29,286394,9559837,
25072,0,236955,9382306,
37752,22,368901,11514613,
48425,25,228496,11062901,
54667,29,206221,12929264,
22314,1,249039,8390952,
45679,21,207863,9684956,
67964,6,580386,11129520,
30404,10,406875,15235998,
27115,23,224685,12061904,
42911,15,260972,12928208,
42724,18,295968,10948698,
20382,22,247419,10150239,
37949,0,482477,10238849,
53871,10,294984,11114724,
21823,8,322133,10966854,
39475,5,237406,11682354,
26694,14,305134,12432649,
33102,16,481011,12816754,
50941,11,386961,15609540,
42267,14,345033,11103682,
70848,12,352254,14663374,
32010,5,398885,11980110,
59808,9,518834,12943420,
53267,0,496843,11655687,
46631,876,501739,10844396,
45176,0,502835,11032500,
44175,0,373917,11418797,
60206,0,294614,15640936,
37284,0,278422,9199053,
40685,0,225881,13281026,
23456,0,217694,8973291,
42265,0,379525,10751805,
61688,0,237235,8606763,
23521,0,216916,8812047,
18751,23,277802,7963014,
26493,13,226699,9942876,
40637,11,315884,14711303,
55549,34,281237,11204957,
48536,69,321106,12408430,
65420,5,298478,12796612,
20423,19,275221,11715360,
23704,33,318402,15299057,
21460,34,246734,12331064,
32265,11,525900,11799636,
13743,19,218613,12917680,
17758,22,232509,12395530,
19358,3,303828,11813721,
24628,25,362669,11126948,
49879,18,475545,10852564,
51899,0,324333,11152546,
34265,0,764898,13634526,
42397,3,416743,11497373,
20843,0,298173,10354256,
49107,7,428883,10685656,
11534,26,248988,9365093,
24453,10,672993,9042017,
32841,3,333553,11698284,
13968,38,300079,12764501,
56748,14,387281,14184516,
30626,8,366215,11460123,
44922,3,462102,14748282,
14351,16,355981,12234043,
22126,0,359733,12212357,
17151,4,266479,10811156,
29493,8,348593,13581188,
73224,29,347898,10332407,
19001,18,361149,12355743,
43977,50,503257,9758893,
23144,16,201195,13329440,
39230,15,315756,12594894,
24164,15,326284,14264209,
28693,45,459686,11346939,
26864,12,368796,12149308,
44240,6,306934,12493204,
44559,9,304362,12711296,
54976,48,484509,10369115,
39733,0,408172,15046162,
19514,0,317510,12781842,
36965,0,502462,15724083,
15136,0,240559,12878351,
12048,0,300320,11848159,
6275,3,194073,11132829,
3245,4,187016,14053713,
31238,2,506530,11415642,
24348,2,383828,15306469,
30353,7,222790,12334562,
7550,10,142980,13040279,
14773,2,305625,14328165,
22783,6,390576,11966037,
44892,3,308819,9962378,
12466,219,297507,11642896,
29502,3,311481,13842026,
12301,0,291004,13027629,
9742,0,207661,17637047,
24836,0,301935,14546694,
4494,0,305099,12022033,
10652,4,222871,13950686,
8583,0,455255,13737549,
28081,0,450191,13588743,
21771,4,185764,10989358,
13522,31,284032,12884883,
19214,4,247243,15346872,
5820,16,195727,10632915,
39355,6,350569,10124389,
18441,78,163045,12081278,
24561,9,332798,15822100,
14407,4,241523,17853087,
31437,27,329548,15052428,
9421,5,222433,10667892,
22700,83,224858,10227789,
26346,39,219247,13659942,
14028,35,242088,14595819,
3508,0,63369,13766387,
9985,5,86114,10847350,
37120,0,436580,14174606,
38166,3,327692,15184918,
26553,29,203191,12681229,
13163,21,178452,10885806,
55504,5,388354,14778419,
30488,7,154717,13641206,
42386,11,228975,11626086,
16403,2,271648,13750135,
28157,10,329594,15357017,
23773,0,208480,13064916,
24204,6,286712,14064291,
38468,0,235436,15105659,
22409,49,273709,15332764,
16427,0,148480,13520667,
11461,16,230877,13443118,
24643,35,345409,14242748,
22668,8,440481,13134916,
20422,13,297312,12917244,
46237,0,332505,13913187,
13545,6,160769,12456314,
17268,26,493741,12968897,
7274,29,285954,12740800,
1327,5,259115,13446942,
11456,13,150887,11189446,
7577,43,228902,16051458,
32888,11,355994,9712292,
10259,452,181815,13663768,
8278,45,295617,9844356,
8184,20,145465,11950433,
6504,2,270547,11904190,
4541,16,177608,12914303,
24207,11,394027,12057021,
30769,6,362372,11735833,
3240,481,303783,10423838,
32519,12,272273,9194321,
18424,0,456968,11049860,
30982,0,215926,11603642,
23301,0,274347,10506530,
13577,220,163774,14474197,
13177,2363,140859,6556626,
26418,1286,150313,5266519,
16601,659,20336,8316562,
50429,459,221220,9061784,
30527,664,295550,11692860,
917,0,52666,9680750,
2978,0,184043,3880880,
33328,894,691918,57585,
11875,1077,156227,6181297,
46288,571,591074,19474445,
75429,0,637441,2466124,
26603,435,211959,14917290,
26627,213,231450,12793457,
14396,0,99000,8513230,
33794,0,303616,8725036,
5191,2,123737,10049198,
8660,0,103286,14601670,
28030,3,141151,14855997,
28218,6,162330,12616291,
22381,4,185593,17971483,
21112,9,210365,14693783,
27144,1,135471,16004636,
25499,0,235371,13323040,
27664,5,210820,15464404,
39699,0,319423,15064859,
19598,883,192800,16860447,
38027,3,228378,12491428,
7344,912,307296,15062767,
14415,240,156511,14095449,
21674,0,311071,11511858,
16470,8,212425,13758868,
42621,18,306317,15065931,
48101,33,310507,14428676,
4239,58,112929,12271271,
15469,2831,289472,16261934,
52499,0,339772,12173360,
29739,441,216928,10287170,
19306,2381,171734,14708710,
22195,65,119352,8863335,
20562,39,187823,13957446,
10475,10,119050,5176948,
7485,30,75824,8798151,
27476,8,149506,6713941,
9823,2589,47622,4864868,
3318,28,40664,7050322,
8222,30,120267,5910623,
8108,1718,62446,6052372,
31956,0,242416,13599404,
73567,21,787962,11762754,
93164,0,439168,14411625,
8954,11,198932,12751348,
11291,1321,224370,10942116,
30881,2,439241,13010460,
12081,20,277721,15902850,
19609,23,190707,13738235,
34527,51,389750,14022646,
50236,35,243405,13493594,
38899,58,318346,12573612,
18889,16,228183,12273719,
16288,1326,213647,14907922,
14015,5,190455,14377761,
55163,2,221741,12525806,
35644,29,226126,15284900,
56124,9,316500,11493150,
25670,888,190993,16147697,
18292,1,237979,13126385,
55829,3,294851,15266226,
10238,0,212134,11989213,
26101,2,312893,15683418,
15205,5,148421,14239095,
23902,222,249363,14488980,
45869,3,298568,12796125,
16008,31,254691,10103903,
