X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
all,rl,0.37945,-0.5040349,0.03355001,0.37181,5.321928,0.9399388
mit,rl,0.20407,-0.01335381,0.016169995,0.19702,5.321928,0.46628726
call4,rl,0.1751,-0.3343148,0.09465,0.16806,5.321928,0.713733
all,call4,0.1737,-0.6428766,0.106960006,0.16817,5.321928,0.9036463
mit,call4,0.17109,-0.3164202,0.09937001,0.16479,5.321928,0.6982193
mit,all,0.15356,-0.21236874,0.0132100005,0.14726,5.321928,0.60492045
