X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
call4,rl,0.64917,0.1721785,0.12886,0.64395,5.321928,0.6906457
all,rl,0.64148,0.010289729,0.029490054,0.63477,5.321928,0.79447484
all,call4,0.45157,0.19953844,0.07158998,0.44528,5.321928,0.50202745
mit,rl,0.4021,0.24045317,0.03375998,0.39652,5.321928,-0.40205327
mit,all,0.31373,0.2375804,0.047100008,0.30737,5.321928,-0.27595216
mit,call4,0.27402,0.17921731,0.018639997,0.26794,5.321928,-0.30790043
