rl,call4,all,mit,
1550,0,7868,198680,
1623,1,10737,200743,
1759,2,8200,97779,
3985,43,14462,62689,
504,23,6095,87446,
2730,63,10718,100418,
7456,3,22698,167001,
2903,225,11421,136354,
288,14,4954,120898,
53,0,4028,158798,
293,0,14941,93076,
956,39,9892,186016,
1254,9,5506,151795,
1109,38,7443,180864,
1083,49,8608,187834,
1363,3,9063,166901,
1361,20,7887,114901,
4220,48,15942,94776,
1607,47,12186,103938,
1254,3,13813,77418,
4297,36,10591,96552,
6299,21,24984,140922,
1155,38,8845,154080,
3160,48,10480,187159,
3492,4,13685,137393,
2007,10,9533,180123,
1231,40,10564,166278,
403,8,7988,232526,
914,9,6308,198854,
897,6,7840,232402,
1032,9,9939,168862,
3246,17,13960,158780,
1360,2,11892,124763,
3019,38,11727,186472,
670,23,9233,216268,
1039,24,8994,223528,
696,9,6315,223679,
261,13,14052,217090,
1381,1,11849,282840,
1213,11,10782,209420,
4022,4,17565,293067,
5086,5,27495,208277,
1649,5,14895,209049,
382,0,13433,236425,
764,24,11841,194569,
491,0,10225,191839,
1239,0,15570,185062,
2336,7,12686,298732,
650,1,7549,110399,
313,1,7292,181288,
2684,27,7049,77647,
1033,18,6807,115946,
838,10,6925,80734,
1912,0,6953,82745,
1949,52,13574,72409,
921,0,6080,99200,
634,2,7282,231171,
1008,3,6850,130448,
1340,3,11301,182435,
1212,0,6258,208981,
595,11,7716,184809,
1045,9,10390,292501,
721,9,8500,151700,
632,6,9273,218727,
206,8,3592,202301,
283,4,5683,191573,
1247,5,9064,247093,
1042,2,12174,157327,
462,11,7308,199556,
615,3,5122,193998,
150,0,14547,230543,
170,11,8325,174414,
394,0,6839,191639,
1078,6,16207,207728,
886,29,6341,190901,
272,5,13208,141347,
1471,5,11849,165397,
162,35,5147,175592,
2682,4,13243,293227,
2030,23,14082,254477,
606,15,13364,273892,
503,10,7894,219117,
452,0,9323,229155,
207,35,6474,215258,
1605,49,13196,261768,
1804,8,10307,129488,
2562,13,19497,156182,
636,5,11972,107128,
721,8,5868,200615,
1335,30,7423,206737,
1590,7,9485,182449,
3413,53,36253,155186,
965,8,12713,199179,
1514,26,10572,169752,
3006,17,10964,152585,
4747,61,33102,201177,
1400,0,13313,262432,
1092,6,8667,243906,
471,0,10911,334318,
345,12,4622,266026,
446,3,5846,229689,
589,12,5277,179303,
286,12,4130,295495,
568,3,8005,203722,
316,11,8234,292787,
266,5,3551,227964,
244,5,2849,275852,
1089,11,12878,300861,
708,6,15651,260523,
2158,1,11585,220247,
467,14,10406,255528,
1406,9,14914,267658,
502,3,11477,261515,
386,0,3517,422408,
243,1,4516,313313,
229,13,6049,205405,
352,2,6843,247713,
205,8,12329,233618,
653,0,11882,232520,
298,3,4329,235813,
789,48,9735,209761,
1824,19,7443,276834,
101,15,3442,139682,
564,4,8204,94056,
265,28,3377,144230,
657,15,6560,249401,
2760,23,15081,335560,
931,5,11757,265427,
771,10,8814,174936,
2312,37,10627,162570,
705,9,6602,186609,
1852,48,9518,281279,
95,0,880,189899,
235,3,958,198856,
444,0,6743,238641,
1034,8,8641,305682,
1490,5,4014,197820,
671,7,6539,166974,
1031,9,11407,226124,
662,3,3595,174307,
1628,29,9241,108595,
990,0,7199,162666,
1683,16,10669,207716,
1190,0,7162,199004,
1556,6,10266,221437,
576,0,5568,240229,
3488,57,15178,203751,
195,0,2894,184359,
825,25,7187,166344,
3546,26,15057,189259,
556,2,14233,311184,
646,8,9106,243221,
723,0,7602,277540,
242,4,3283,195022,
230,16,7608,238952,
98,5,5466,179544,
247,1,3524,228838,
102,4,2774,149613,
258,26,5355,317917,
380,23,8718,167539,
377,15,5566,200108,
232,23,7002,163219,
290,43,3754,191382,
200,0,4591,172852,
152,5,2339,165949,
251,9,5553,166675,
287,3,4247,169636,
170,8,4647,176166,
887,12,5681,151343,
518,0,11516,232166,
1095,2,8837,161604,
796,10,10031,85021,
547,8,4483,177680,
457,44,4389,84502,
693,303,2554,49740,
977,105,932,79105,
1756,20,5435,111363,
867,10,8424,170541,
30,0,381,98997,
31,1,1056,20770,
40,2,4162,16,
524,1,3784,33955,
466549,121590,638480,1318841,
2306,0,25494,6735,
1920,5,9079,269844,
590,20,3594,172122,
672,0,2234,60653,
1380,1,12830,67095,
99,8,1087,113197,
324,64,2904,195552,
499,10,2852,174819,
890,3,5485,161638,
424,3,2363,291426,
660,2,6892,189232,
1206,52,3635,296637,
1048,0,7503,155243,
2125,8,8585,231004,
1114,9,9774,272380,
511,13,5220,343254,
779,9,7298,211537,
80,17,5173,268581,
274,6,1818,238961,
387,0,8501,173715,
450,30,5065,224382,
2012,1,11231,252520,
2622,2,12154,256063,
664,178,5882,159972,
338,98,8915,356228,
451,0,9073,204395,
755,91,6382,134395,
1781,158,6060,354617,
1434,83,3674,93397,
3471,13,16148,218654,
395,68,1849,33843,
290,6,1292,64458,
440,26,1626,53556,
561,64,774,33311,
440,30,1451,57507,
803,41,3099,53484,
790,290,2169,57318,
1319,0,10027,209405,
6709,4,64659,140184,
2571,0,12674,196239,
739,2,5416,216949,
815,27,6835,167528,
222,5,7362,217857,
265,3,3660,298610,
200,21,2116,237538,
206,17,6197,215046,
489,6,3794,204324,
996,16,10275,224577,
1091,2,6691,206535,
2235,41,10167,263848,
1780,9,7037,184836,
1581,27,9237,184443,
2845,16,13627,225052,
6191,9,22031,133590,
1623,38,6569,283637,
410,3,6241,174878,
607,5,5665,254783,
444,0,6741,189904,
307,3,4840,243025,
457,40,3643,229348,
586,28,5552,222637,
163,2,4348,166713,
494,11,6717,144481,
220,18,2066,163740,
644,15,6519,123744,
1699,6,8681,165043,
2586,13,11452,227648,
1301,1,16461,198377,
4935,18,17438,176683,
502,2,6875,294456,
633,5,6538,242001,
2013,8,12229,133960,
589,26,3424,75169,
2016,2,4997,183519,
872,10,4928,110818,
3642,0,15357,11142,
469913,0,371241,92842,
550,8,8059,234771,
432,5,4826,224610,
457,17,9517,248334,
1465,1,12691,274639,
510,5,3478,309383,
224,2,6407,239053,
241,14,4510,312505,
1018,12,11697,264830,
591,103,7159,287994,
231,10,5367,410294,
259,11,8055,333490,
287,1,9083,338887,
736,200,6846,234093,
160,10,5253,271139,
338,7,7315,322518,
116,22,2551,288821,
97,7,3075,223932,
149,5,4276,265959,
254,93,4268,292944,
347,17,6979,417651,
777,65,8712,360561,
369,23,5621,422602,
785,14,6386,401998,
1187,14,6080,336100,
279,30,3753,331561,
98,0,4376,302623,
550,57,4231,356622,
40,10,3047,339867,
332,40,7752,374234,
327,24,4773,230027,
221,14,3168,264541,
524,9,5982,341111,
390,1,5596,202419,
1634,34,9821,396639,
458,28,6462,231112,
158,2,3354,214465,
339,7,5547,341538,
477,11,6569,311705,
830,5,7196,362447,
256,3,6097,439289,
1461,95,11920,341500,
37,10,3686,332107,
386,15,4487,302008,
366,9,6645,324985,
246,44,2371,311642,
100,6,4097,253651,
30,0,4076,305981,
134,8,4485,248094,
401,4,4713,252216,
266,55,10523,254474,
520,21,10159,283589,
301,6,4500,266084,
376,3,4497,265523,
304,0,6569,309175,
620,2,9358,391618,
363,13,4911,369131,
296,21,5432,306026,
741,25,11738,332441,
94,29,5995,423305,
178,50,6640,359188,
247,3,10258,439744,
229,11,4763,244110,
291,6,6256,338587,
171,3,4213,255417,
931,61,6876,397548,
231,11,6931,354248,
220,0,4930,464360,
364,20,5725,388521,
369,28,7433,269189,
225,5,6036,275869,
230,35,4349,278010,
211,19,6400,383513,
347,6,7152,383593,
350,49,6471,424444,
471,4,6368,319226,
719,32,7731,225393,
755,10,6651,239105,
330,11,6553,219831,
444,2,2489,303803,
1447,8,5304,177447,
564,54,7649,201468,
726,1,7279,275256,
594,0,5303,218263,
1730,34,6569,261207,
1221,80,8593,296845,
406,9,2105,318827,
271,16,6174,223159,
2451,22,13053,307029,
328,25,5862,305336,
486,23,6129,173815,
407,2,5223,437235,
748,9,16568,411706,
802,47,6594,385796,
427,5,6440,316799,
584,0,6092,321242,
395,8,4683,322874,
194,2,3402,479234,
378,14,6788,284129,
352,10,4513,298291,
726,47,8346,258701,
458,43,9047,223257,
508,40,8498,234882,
680,14,3460,197760,
181,14,9286,251160,
628,9,6733,236814,
252,1,1861,317002,
247,45,4425,283097,
205,0,3980,275266,
688,35,10749,197224,
551,21,6883,186639,
115,4,2896,258324,
97,16,4523,245690,
50,5,3325,343900,
355,6,3286,308418,
1593,65,22037,268238,
192,6,8103,224848,
1617,12,13040,330543,
290,77,10707,311742,
763,32,7650,237665,
194,8,4673,331359,
160,15,3879,317380,
128,10,7842,181533,
156,24,5074,172978,
595,5,6799,191181,
163,26,4164,280361,
541,13,5247,188902,
259,5,6702,240123,
1234,42,10538,266179,
1134,12,9250,272108,
841,6,8556,263630,
926,21,13001,238204,
234,33,7694,198703,
373,9,5448,251131,
184,0,3876,286333,
662,26,8165,320922,
710,9,12155,361126,
1264,25,10869,251174,
584,10,5765,134385,
1662,4,12077,236301,
749,4,7265,162578,
743,10,12152,194018,
550,0,4817,200777,
1315,21,14014,244986,
1612,28,11336,248595,
351,4,3330,237858,
135,9,2603,340287,
729,7,4370,378192,
966,11,15529,256082,
535,33,9501,166429,
656,15,10440,198847,
1723,25,13525,239987,
2130,82,14378,205345,
563,3,12855,258434,
483,13,5940,237651,
501,27,4501,175922,
421,16,6573,212892,
239,3,9020,274771,
461,15,4127,249622,
379,22,3886,259597,
122,36,5464,331620,
1219,76,8905,248834,
344,16,4357,261876,
168,30,5411,286902,
277,39,3499,235836,
988,14,4868,195958,
493,4,7899,208452,
441,19,6610,229655,
1847,39,13858,204678,
2279,2,13278,177773,
780,2,8633,255305,
1915,5,19958,149803,
4775,17,18665,106029,
621,10,5985,140363,
1271,6,9912,91134,
2133,5,9474,136828,
709,5,9987,220603,
100,2,4197,170656,
440,5,6382,207518,
438,12,3682,186696,
1894,32,12120,177981,
823,17,11971,180552,
541,12,7270,192740,
788,49,6848,224100,
792,14,7102,116824,
1317,96,9508,159220,
373,16,6347,199492,
423,13,6160,183693,
197,23,6169,235224,
1646,13,9255,192769,
1058,67,5415,220632,
601,8,6333,202733,
147,5,5910,228588,
459,2,7147,207679,
917,26,6210,241973,
818,6,10460,203332,
1128,10,7550,180970,
2064,6,15580,115441,
957,2,3770,89686,
1497,9,4653,73120,
888,10,6661,126279,
3927,15,10156,148950,
990,4,6897,111688,
1590,21,6556,167807,
1059,44,4594,101811,
817,14,6814,157966,
1915,0,8878,110104,
673,22,5331,132500,
1772,10,7776,57738,
1139,16,5853,107681,
227,6,5649,132315,
1273,58,8823,58257,
3640,0,13715,82220,
391,41,5634,44024,
2949,79,12075,32759,
495,2,4461,27430,
1748,6,6018,59826,
5812,81,31724,29105,
2265,16,13328,13083,
9755,36,54761,22297,
21070,0,93501,1680,
