rl,call4,all,mit,
1523,26,4623,113543,
1482,38,5405,105140,
1800,25,4841,82243,
1415,32,4937,68458,
1117,43,4905,83951,
1554,65,5063,79716,
1506,33,5223,99618,
1453,52,5134,95572,
1139,25,4569,88674,
908,25,4044,99345,
994,25,6029,76898,
1186,40,5508,108417,
1605,28,4674,95864,
1483,73,4789,103472,
1633,47,5421,99665,
1504,47,5501,92546,
1560,51,5137,80693,
1778,34,5941,73693,
1806,42,5476,75586,
1732,45,6425,68027,
1703,31,4963,76628,
2074,46,6938,85562,
1700,64,5503,92977,
1949,61,5477,106541,
1598,33,5381,90403,
1725,31,5340,96655,
1597,37,6138,99616,
1174,28,5849,119740,
1304,28,5239,104689,
1557,26,5524,113848,
1483,32,5809,100971,
1448,34,6096,94429,
1535,24,6208,90576,
1772,39,5833,102525,
1413,43,5885,109111,
1484,31,5097,109382,
1238,37,5204,112330,
1212,28,7136,112367,
1462,21,6955,130057,
1583,34,6661,106764,
2019,34,7310,125454,
1885,20,7385,104215,
1567,22,6872,116211,
1020,9,6759,115376,
1252,7,6250,102665,
1088,7,6353,104580,
1496,9,6927,99273,
1876,15,6149,127404,
1261,15,5369,82036,
882,15,4287,96448,
1276,32,4489,66704,
1193,22,4275,83198,
1155,23,3881,62754,
1060,18,4322,70540,
1083,40,5316,59966,
911,13,3459,75726,
962,17,4574,116423,
1164,18,4525,81511,
1254,23,5809,102560,
1078,12,3535,108590,
954,15,4476,103113,
911,25,4571,129165,
902,21,4789,96916,
936,17,5151,111937,
693,24,3308,108497,
715,18,4425,102637,
1002,16,4698,110283,
1084,20,5836,99719,
783,18,4777,107252,
915,10,4095,109861,
562,8,6729,118533,
545,9,4726,104731,
749,8,4829,103122,
1145,19,6177,108228,
681,40,4070,98331,
838,24,6190,92264,
1399,24,5622,101311,
694,45,4617,104879,
1544,33,5707,129556,
1430,22,6044,115121,
1026,22,5575,127734,
1019,23,5450,118280,
1069,20,5428,117246,
858,22,4554,107951,
1413,27,5713,121894,
1310,39,5227,88700,
1231,40,5993,96280,
1084,31,6031,81101,
1194,31,3703,106777,
1314,31,4558,107420,
1405,29,4712,106589,
1355,40,7068,95731,
1235,22,5638,105107,
1433,38,4945,104567,
1611,35,5038,97312,
2001,58,7009,104857,
1442,19,6138,125908,
1154,21,4895,121221,
794,12,5340,144191,
755,9,3449,124257,
854,9,4261,117422,
899,19,3746,108431,
717,14,3294,129698,
902,12,4384,114676,
714,21,4704,134941,
587,17,2964,118528,
753,18,2835,122663,
1038,21,5009,132578,
931,13,4782,117857,
1518,11,4982,109577,
937,16,4653,114577,
1144,20,4642,122697,
916,10,4659,126958,
736,6,3371,155810,
661,6,3775,134357,
637,12,3749,113364,
889,19,4080,119874,
628,14,4820,123435,
880,15,4718,124202,
770,17,3205,117405,
934,50,4570,114245,
1175,22,4140,130148,
704,39,3025,93923,
915,30,4178,77111,
878,38,3353,96233,
949,29,3883,121800,
1358,25,4547,144270,
1033,30,4385,127412,
681,26,3295,100291,
1415,54,3186,96068,
1134,42,3836,105972,
1117,33,3744,129172,
679,10,1771,109572,
850,11,2395,107916,
864,10,4128,127374,
975,11,4140,131748,
1098,26,2965,110577,
959,27,2872,98119,
1034,22,3966,120170,
1092,19,2857,105159,
1354,27,3880,80950,
1036,14,3660,105551,
1425,15,4348,114785,
1181,9,3552,115116,
1214,13,4130,116405,
1087,9,3796,121789,
934,34,4111,110649,
871,17,2735,107198,
751,21,2577,97146,
1220,37,3738,106174,
935,22,4783,125818,
882,27,4247,124683,
903,10,3458,129813,
593,23,2580,109783,
696,27,4157,124038,
511,26,2960,108101,
582,19,2809,121427,
455,23,2295,101920,
645,35,3195,146098,
735,34,3995,104324,
510,27,2872,110293,
635,45,3406,101281,
566,25,2229,106312,
519,19,2875,106807,
531,22,2073,107154,
571,17,3172,104965,
635,17,2898,108396,
553,20,3097,109595,
701,27,2893,97307,
913,10,4812,108375,
909,13,3359,95756,
566,14,3605,73431,
448,15,2323,101213,
429,68,2254,75852,
637,78,1936,56583,
428,58,899,69292,
983,63,2679,81800,
798,17,3344,103222,
438,2,1123,78886,
