X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
all,rl,0.37442,-0.33223057,0.057069987,0.36824,5.321928,0.8406251
mit,rl,0.22282,0.18963054,0.032750003,0.21572,5.321928,-0.18217975
mit,all,0.18323,0.17597714,0.010820001,0.17653,5.321928,-0.08516374
mit,call4,0.17273,0.12579623,0.11627,0.16667,5.321928,0.21664205
all,call4,0.16973,0.14032623,0.105859995,0.16369,5.321928,0.17147526
call4,rl,0.14518,0.1314594,0.08234,0.14008,5.321928,0.11713494
