X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
all,rl,0.69017,-0.08794838,0.069189966,0.68282,5.321928,0.8821102
mit,rl,0.42127,0.37706706,0.024560004,0.41455,5.321928,-0.21024498
mit,all,0.34761,0.2968147,0.08396,0.34159,5.321928,-0.22537813
all,call4,0.29334,0.19059944,0.036610007,0.28623,5.321928,0.32053167
call4,rl,0.28397,0.16958037,0.027740002,0.28111,5.321928,0.33821535
mit,call4,0.25407,0.18240845,0.025429994,0.24544,5.321928,-0.26769677
