X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
all,rl,0.6343,-0.11196554,0.06966999,0.62835,5.321928,0.8638666
mit,rl,0.54721,0.2490736,0.024749994,0.54683,5.321928,-0.54601866
mit,all,0.40909,0.24126874,0.06400001,0.40125,5.321928,-0.40965995
call4,rl,0.35458,0.14198688,0.05511999,0.34821,5.321928,0.4610782
mit,call4,0.3261,0.19418833,0.048830003,0.31907,5.321928,-0.36319646
all,call4,0.31714,0.1972548,0.033370018,0.31058,5.321928,0.34624442
