rl,call4,all,mit,
2900,1,32091,1115544,
191028,27429,1147810,22062627,
22248,0,241680,261733,
9578,7,68465,6785552,
3344,7,31943,4498214,
3012,0,16853,1803702,
6718,1,97732,1898544,
421,3,10800,3037302,
1114,8,21600,5395305,
2685,12,24298,5032079,
3833,2,41796,4263607,
2279,2,21852,7865271,
3361,0,51773,5160789,
6311,211,23699,7274941,
5473,0,58404,4357919,
8396,12,55010,6087081,
6480,2,82417,6598486,
2731,28,42983,8276647,
3442,9,58041,4966884,
347,23,54141,6851017,
1445,5,22295,5931993,
1934,0,61828,4124260,
1629,7,43546,5629010,
9510,1,80140,6206634,
11429,1,88991,6362573,
2144,136,30307,4240840,
2145,287,78300,8370198,
3329,0,85026,4914421,
3380,119,47012,3263866,
8116,359,43297,7524834,
5542,118,23657,2356901,
10666,70,73013,5399266,
1432,68,11987,916489,
1061,12,9387,1971661,
2423,34,12337,1396928,
2047,60,5048,833859,
1548,61,7566,1408976,
3160,117,18976,1258268,
2209,162,13724,1332095,
8130,0,74179,5347651,
39920,9,461358,3826048,
17755,0,115827,5140182,
2450,4,42221,5001173,
3014,12,56528,3974975,
1555,5,83651,5238328,
1220,2,33988,7265167,
1309,8,20748,5930668,
937,14,64337,5477317,
1824,16,33188,5169986,
6131,33,79054,5295722,
4953,3,48435,4649913,
6609,44,56457,6308859,
6876,8,47142,5080092,
9034,15,71351,4448227,
15384,13,80692,5999894,
22295,8,124633,3565161,
7400,57,48090,6954251,
2147,3,54994,4503451,
3600,0,43039,6314052,
2506,0,53354,4406143,
1522,3,52907,6185263,
2454,20,27226,5698178,
2626,14,46266,5880375,
1090,0,39055,4325738,
2954,10,52561,3295682,
1146,11,16619,4121253,
3816,13,54679,2982083,
7133,5,57815,4399031,
8582,17,62731,6061289,
4861,2,121892,5603400,
15498,10,99250,4462474,
2422,2,56932,7692847,
2941,5,53564,6480788,
7244,8,78272,3624480,
2319,14,25257,1958349,
7200,2,35175,4884075,
2597,8,38087,2961567,
17864,0,135065,404945,
613008,0,1733319,2879265,
3893,11,70844,5371360,
1983,8,38228,5360766,
2339,21,74477,5444097,
5665,1,86655,6589055,
2424,2,28077,7750446,
1253,3,68624,6065555,
928,11,36858,7397499,
5149,12,76594,6238419,
2444,58,51730,6395797,
1241,10,48290,8808932,
1356,4,55420,7718237,
976,3,66820,7889225,
2076,106,42280,5613477,
734,33,38743,6455328,
1024,8,38592,8038869,
178,20,22778,6552059,
232,8,24554,5316725,
280,2,31241,7089686,
681,43,35875,7225323,
716,11,39219,9918086,
2106,154,44948,7663317,
978,1,34652,9659398,
1636,0,42893,8827172,
3200,4,32040,7388473,
583,33,26288,6914746,
183,0,27437,6876379,
832,16,23877,8571591,
75,9,19857,7504135,
3029,82,69868,9000892,
1060,20,31157,5290747,
703,6,22868,5874485,
1664,12,38050,9236799,
814,2,35518,5366399,
3273,17,55853,8846139,
1153,32,39498,5511748,
496,1,26653,5492440,
1468,5,35051,7409126,
1751,5,54382,7137703,
2570,2,51756,7774498,
1490,2,50321,9406519,
6284,71,91618,7339580,
82,4,23510,6866869,
949,11,31766,7782544,
909,7,45640,6809683,
428,25,15503,6719610,
292,9,29271,5752775,
184,0,41667,6433672,
202,3,26851,6058024,
1020,4,26381,5962301,
512,19,68164,5251524,
4079,20,74629,5921691,
902,6,36939,5901365,
1434,2,33864,6728698,
802,0,39392,7905974,
2208,0,68692,9629743,
680,18,34078,8837713,
709,27,32477,7326870,
2256,11,77869,7379671,
277,11,47074,9343797,
401,49,44096,7365445,
471,3,74093,8670570,
628,6,38975,5311749,
565,1,43495,7356022,
388,1,32343,5717985,
2824,27,45744,7927475,
1063,14,53779,8282482,
918,0,37069,9613994,
813,11,33698,8786793,
711,30,53109,6169821,
606,2,36618,6718433,
3567,19,42375,6594649,
467,25,46418,7751369,
1201,6,52416,7582852,
1313,79,43922,8291715,
1537,2,46388,8096378,
1777,37,52906,5199946,
2042,9,43009,5956048,
790,7,46461,6054048,
4896,1,17360,7120397,
2421,18,31374,5410603,
1185,30,51947,5191771,
2149,0,45698,5892538,
3218,0,55157,5563570,
6359,37,47530,6545869,
2271,111,54121,7612428,
1198,16,13204,7454532,
1262,16,46450,5897476,
6564,10,74639,7799633,
1013,24,42887,7401284,
1579,5,40301,4426610,
1216,2,31296,9317311,
3115,11,95666,8847871,
1844,51,41752,6674653,
1217,8,52252,8125291,
1355,0,53121,7385431,
716,13,29472,7548348,
758,0,29181,10833116,
891,13,50803,5608822,
861,9,34130,6144282,
1820,42,55812,5799014,
1170,41,57253,4431179,
1132,28,53180,5340707,
1313,7,23512,4902090,
378,12,60466,5268119,
1969,5,48442,5130161,
512,2,12710,6713887,
605,56,34731,6630347,
491,0,25498,6183750,
1907,32,76948,4251807,
1357,10,52028,4038511,
318,4,25953,5273008,
219,9,32163,5428477,
150,3,24856,7788374,
921,6,20387,5650380,
5272,55,130285,5395661,
681,2,73568,5351175,
6141,4,91201,6630203,
1066,41,73603,6283495,
1426,18,50492,4953420,
559,4,30268,5969502,
500,8,31234,6588271,
2655,11,75500,4487462,
365,26,33955,3524339,
1111,8,46661,5233521,
351,20,28278,6566985,
1119,4,36880,3962729,
619,8,48906,4990519,
3261,21,70114,5744765,
3788,17,66380,6349441,
3863,6,75017,5550651,
2527,25,86008,5296385,
707,15,58509,3742841,
1167,9,43784,5695247,
594,0,37069,6468025,
2329,17,51434,8031953,
2507,8,86554,7631180,
3746,18,76328,5998397,
1868,9,48305,3546080,
5475,6,84635,5537403,
2612,4,55498,3877322,
3130,6,89810,4852445,
1596,0,36599,5287082,
5035,10,94353,5213555,
4526,33,68162,4796484,
2133,2,37341,5345204,
518,10,24510,7187030,
2342,6,35490,8257951,
2890,9,104300,5276517,
1786,45,65133,3154212,
2412,14,82298,5286866,
6950,28,105209,5468223,
7913,37,85637,4087502,
4709,9,110389,5948425,
1098,9,40310,5547772,
1221,24,34095,3486812,
1870,16,53493,4393575,
741,3,69055,6274105,
1303,25,29158,4955106,
846,45,25824,5561467,
453,46,44515,7341264,
3924,64,69580,5464344,
898,3,36198,5558105,
535,12,49367,7108123,
738,25,28309,5296019,
2804,12,33572,4433196,
1799,1,57988,5126173,
1486,6,59060,4935732,
9745,71,117181,4735525,
10777,1,81835,4221031,
4512,1,71634,6093030,
9525,4,137434,3491386,
21933,0,112200,3050814,
4763,8,55116,3506879,
6645,8,74755,2687446,
7633,14,67346,3727093,
2341,7,79384,5415745,
422,1,39642,4503074,
1866,6,47632,4735670,
1928,5,28867,3863542,
5483,8,80222,3763491,
3289,38,80203,3922176,
2825,20,58509,4882071,
3417,52,53319,5213641,
2944,18,53560,3190073,
5658,28,71485,3472526,
784,23,47000,4197880,
1326,13,41896,4216109,
854,30,45338,5884042,
5273,2,56885,4742835,
3267,82,44986,5418874,
1687,5,46106,4871672,
569,6,46287,5511655,
2648,2,64322,5411768,
4473,9,48827,5464969,
3361,3,65176,4485163,
5334,10,51517,4859698,
10140,10,93543,3506345,
5403,4,32142,2655457,
7632,7,37240,2226415,
4095,2,42351,3378997,
6135,6,48355,3844684,
3332,3,39142,3191581,
2451,23,35226,4378518,
1880,56,29916,2944350,
1902,13,45916,4487513,
4652,0,43812,3135125,
2292,19,35370,3796520,
5614,9,49250,1782119,
2751,20,31681,3119971,
588,7,32953,3562511,
2386,75,45879,1733205,
5487,0,62831,2507283,
841,47,36130,1292838,
5387,58,67829,1030171,
1380,2,28563,856402,
4619,9,34312,1699432,
12913,42,192223,891401,
6231,31,77114,392159,
28521,43,355764,765733,
109550,0,696687,59574,
