rl,call4,all,mit,
13043,85,69775,4616673,
15576,97,67035,3828340,
13138,85,68166,3219891,
16831,110,66542,2881677,
10759,102,70515,2874118,
13379,122,67361,3304699,
16095,90,59994,3732473,
15501,141,68259,3907847,
11077,128,64996,3437182,
8835,94,63892,4077903,
9869,94,81664,2985206,
11439,148,72220,4250387,
12513,109,65802,3690553,
12362,141,67125,3828479,
12981,135,73427,3568624,
13321,109,77894,3254778,
13118,119,71498,3150974,
18086,106,75833,2762072,
14196,122,74474,2898307,
15023,115,78507,3055335,
18092,107,62487,3151178,
20330,125,82558,3532601,
14211,164,73566,3656769,
14477,142,69574,4027827,
17345,111,73241,3131371,
13678,94,74615,3311619,
12670,107,76641,3685027,
11815,85,78173,4762086,
12901,77,74271,3916108,
12519,79,73859,4284261,
12724,92,74881,3683679,
17646,83,78040,3429427,
13896,83,78204,3589019,
13031,128,76810,3733226,
13036,124,79011,3778064,
13469,117,72679,3923398,
12191,108,76924,3985346,
11461,103,91706,4065022,
14846,84,82357,4908061,
13928,107,86916,3765666,
15109,105,89011,4648924,
19625,63,86456,3769485,
14526,81,87530,4323693,
10748,24,84129,4244993,
12704,28,83748,3613873,
11435,14,84641,3654696,
13518,14,82713,3583459,
16009,36,82141,4693146,
12638,50,79490,3260813,
9572,50,70210,3942175,
16948,113,72279,2886679,
12569,95,68759,3413519,
11588,72,67201,2805722,
15504,67,71864,3009549,
15421,93,66405,2596355,
10090,50,63681,3218548,
9840,55,74324,4586043,
11420,54,73993,3504952,
12794,47,85636,3886019,
11654,39,62625,4152931,
9738,48,72454,3801105,
10037,55,76648,4801986,
9956,48,76337,3772723,
9762,50,77817,3776492,
7272,61,58877,4048834,
7607,55,73396,3875976,
14541,52,75755,3612779,
11903,57,84357,3636264,
8040,47,76176,3619892,
10131,39,71989,3752553,
6032,23,93762,4366198,
5664,32,80952,3848428,
8271,21,78504,3395132,
11805,52,88394,3597660,
11522,124,70297,3261416,
9019,87,88974,3168276,
13085,81,82840,3730499,
7599,98,72972,3995267,
14393,68,83708,4575339,
14688,75,89716,3815505,
10597,65,86068,4465435,
11457,58,84632,4081666,
11377,59,85266,3919633,
9319,82,76643,3477574,
14007,89,85834,4414046,
12358,105,79103,3372591,
17346,132,88074,3905048,
11357,110,86485,3318521,
11969,99,63216,4158960,
13227,114,73775,3995397,
14039,88,77949,4276124,
17796,127,80679,3612276,
12090,86,87103,3668556,
14049,117,79178,3891588,
15614,101,79438,3874415,
17558,144,83998,3455414,
13976,71,89314,4644086,
12695,73,78715,4119607,
8373,24,84670,5123149,
8350,36,61443,4139236,
9778,28,72320,3895808,
9787,50,66252,3807879,
7887,32,59120,4529976,
9703,30,68656,3892303,
8086,59,76910,4809888,
6015,43,55926,4082319,
7991,44,52020,4120499,
11971,63,81885,4477809,
10234,42,77951,3804258,
13486,40,77555,3514716,
9514,59,73312,3786701,
10717,43,73156,4203546,
9244,26,74834,4265880,
7738,15,58134,5466880,
7097,21,62304,4582513,
6178,27,65453,3968227,
8670,25,62114,4287348,
6206,54,76704,4421947,
8527,61,71483,4377545,
7324,53,53667,3729231,
9381,144,69394,4219946,
11317,79,64660,4627207,
6477,85,48886,3589067,
8364,78,62298,3292365,
7634,97,50787,3845587,
8677,101,60538,4746242,
11997,94,67172,5449117,
8934,77,62475,4701911,
9737,77,52558,3534303,
11919,119,46652,3446354,
9741,89,58348,4362539,
10000,67,59276,4595422,
6732,31,32335,4193302,
7225,32,39221,3712900,
8109,31,63555,4684755,
9584,34,65347,4875113,
10202,61,47251,4102623,
9484,78,48895,3700933,
8726,52,61796,4719831,
9099,71,44943,4394175,
12158,94,57646,3580201,
10480,36,59464,4437818,
12846,56,67759,4708446,
10953,42,55724,4374564,
10937,55,62937,4466079,
10278,42,60871,4731220,
12986,114,60279,4559196,
8214,60,43521,4218239,
10339,71,36593,4113231,
16377,113,49212,4320678,
9003,70,71734,4337991,
8168,82,62446,4414779,
8621,37,55445,4771657,
4775,67,44259,4104591,
7064,74,66319,4541280,
5028,97,48791,4303084,
5414,66,49571,4626610,
3747,64,41234,3918809,
5781,89,55184,5365468,
6137,73,62523,3738404,
4802,64,48390,4468050,
5319,81,54767,3641694,
5448,52,41231,4192496,
4997,37,48753,4217697,
4628,51,38195,4372385,
5630,40,50933,4161789,
6125,37,46540,4124644,
4967,49,54105,3834250,
6997,41,49837,3487360,
8258,31,71672,3817801,
7931,46,57051,3812381,
8656,74,56010,3241933,
6075,69,38447,4262922,
5959,187,37939,3012212,
5342,119,30120,2510634,
5604,57,11342,2984427,
8972,195,43356,3327021,
8175,35,53363,3954112,
4032,8,21229,3336722,
3648,55,28939,1735515,
3547,9,36887,9743,
6802,63,43944,2336145,
5699,184,34217,6273351,
13990,0,93767,1085354,
10520,8,49011,5117750,
8457,9,40170,4385627,
6526,8,23574,2667234,
9711,9,60232,2842068,
6230,2,32068,3524685,
6453,5,20978,4887829,
6808,10,32098,4714459,
7699,6,38107,4307368,
6633,6,29772,5466530,
8452,0,42593,4610446,
7561,144,31582,5436076,
8260,0,45338,4395204,
11492,1,28866,4931475,
7541,2,53840,5189244,
6947,26,47000,5668491,
7347,1,38081,4831138,
5429,28,47289,5604060,
7624,17,34310,5232968,
6366,4,41023,4589408,
6855,2,41512,5147474,
8551,3,50846,5199157,
8468,23,51046,5144561,
2557,45,24437,4524180,
6489,138,49960,5574450,
6526,62,57455,4829512,
5675,80,42298,4087048,
7535,149,34493,5336541,
7282,98,22777,3582199,
9577,58,37174,4877568,
5314,88,23010,2188632,
5038,142,24587,3042086,
5055,88,28748,2953584,
6001,80,20740,2216612,
1975,132,13224,2598031,
2839,170,23954,2589848,
2985,43,18435,2738207,
8678,35,38781,4894029,
16312,12,107272,4104391,
9780,4,58494,4614923,
6909,0,36787,4906035,
7413,6,37747,4518460,
5167,6,46572,4975749,
4731,9,29080,5557686,
3732,8,31409,5391834,
4467,8,43866,5010159,
5204,7,35394,5089311,
6796,12,44861,5175448,
7068,14,34130,4809790,
7499,8,35585,5192405,
8169,9,36570,4762616,
7366,9,31653,4258427,
8615,10,31831,5148874,
8435,9,47312,4166100,
7931,15,36698,5267686,
5573,0,34307,4727293,
5014,0,35769,5501166,
5536,0,32875,4811358,
4190,0,31576,5357677,
4647,9,26693,5222587,
5355,10,41087,5221790,
3809,8,36786,4976050,
4854,9,32472,4198375,
4266,3,22403,4855074,
5699,4,32587,4383958,
6332,7,37778,4875435,
3968,8,29261,5056834,
3778,3,40789,5006559,
7749,2,34151,4656778,
5387,5,31895,5602433,
5423,5,31898,5470542,
6616,2,35688,4582331,
6219,3,29076,3779621,
6812,5,28625,5075606,
5621,5,29683,4430135,
9727,5,66166,1621236,
9159,0,110697,4101687,
5226,10,38041,5252308,
3648,3,24708,5170684,
4819,7,32893,5223121,
4752,6,33210,5578995,
4813,3,24190,5884538,
1087,6,29061,5327542,
1106,5,20504,5573469,
2803,10,29356,5367698,
1171,15,22206,5524527,
1064,9,24078,5773748,
1188,14,26704,5871965,
838,14,31695,5786974,
1252,14,20572,5487073,
519,18,19310,5633954,
561,15,17645,6049631,
205,26,15379,5551180,
205,15,15227,5358653,
283,12,18344,5884472,
368,17,20021,5788142,
535,13,17960,6233228,
543,26,18660,5646265,
395,3,18275,6062038,
770,2,22357,5788617,
874,2,16065,5648512,
431,11,15927,5430466,
565,2,13420,5639405,
366,10,13803,6081144,
334,3,12281,5755756,
2337,23,31076,6133782,
371,15,14326,5415027,
367,4,12984,5467304,
616,6,16563,6309689,
339,3,16070,5514125,
871,3,20801,5918230,
408,8,16699,5549385,
482,4,15489,5476488,
1802,8,16448,5635967,
1266,5,26347,5798534,
1113,5,22148,5603594,
2007,4,26949,5890225,
3284,13,35002,5635767,
155,6,12828,5508036,
353,5,15174,6151315,
428,7,19958,5495363,
256,5,10369,5473074,
797,8,19201,5499796,
294,2,17186,5389940,
123,2,16013,5593606,
372,4,14395,5514929,
380,5,23716,5214700,
2105,3,32371,5321539,
380,5,17375,5487359,
749,0,17702,5681029,
335,2,18792,5906826,
533,2,22879,6231103,
268,10,17261,6052607,
225,10,16705,5778474,
1361,4,30591,5676030,
353,5,23658,5962529,
168,9,17925,5441997,
170,5,24816,5391062,
740,5,19422,5139239,
203,2,19605,5585006,
170,2,15244,5424339,
461,7,18722,5359060,
700,8,24435,5766892,
982,3,16991,5667857,
223,5,16044,5893233,
433,8,23757,5580537,
253,3,17119,5704995,
1973,3,22849,5542593,
252,15,19249,5424364,
516,9,21202,5362218,
595,19,18786,5290233,
724,10,19746,6030747,
605,10,22335,5109124,
1149,21,20441,5384657,
527,14,18753,5429942,
3279,16,10455,5671260,
707,17,15617,5265548,
465,5,21663,5232186,
762,21,21206,5086479,
2489,20,26540,5403467,
1548,14,18895,5486515,
515,14,23354,5831399,
626,17,10390,5636043,
673,5,20248,5433604,
1719,4,26058,5946044,
627,5,20192,5647113,
696,4,21898,5039046,
630,6,17233,5792921,
1051,6,27168,5614013,
759,17,21202,4792616,
517,6,28510,5903551,
679,2,23345,5587803,
334,5,15649,5673803,
510,7,18455,6082521,
534,8,23195,4936953,
495,6,20487,5058645,
603,8,22829,5434603,
357,11,22159,4798937,
662,6,23335,5167992,
429,8,15888,5251461,
279,10,25631,5186558,
685,8,21744,5059612,
