rl,call4,all,mit,
1001,1,8178,1040570,
1023,1,7293,848776,
820,1,6349,595562,
1248,3,7963,571273,
603,1,7784,428978,
1014,3,5877,673651,
943,0,12253,752763,
992,0,6826,784311,
488,0,9923,604732,
306,0,9122,812248,
539,0,13707,520698,
872,0,8031,860669,
997,0,5423,764280,
983,0,6280,695317,
617,1,8683,656542,
1092,0,9299,616702,
844,3,7861,635624,
955,1,8777,505411,
1125,0,9210,526840,
1046,2,9173,671880,
973,0,11323,653898,
1604,0,9340,803995,
868,0,7750,746200,
837,7,6979,885502,
1046,2,8000,513268,
755,3,6605,596735,
1059,0,11647,722547,
719,1,9619,1055182,
763,1,9110,783981,
964,0,6652,847258,
807,2,8728,697386,
949,4,8775,649361,
974,0,10287,690287,
869,2,7400,713071,
721,0,10591,667229,
1015,0,7919,720571,
620,0,7617,776650,
723,0,11653,827235,
1122,0,10718,1067619,
935,0,10755,673283,
1026,0,9888,998863,
1545,0,12257,789196,
1010,0,11250,854917,
849,0,11377,712249,
839,0,12093,703795,
684,0,12566,704282,
1012,0,9228,728062,
1350,0,10222,1101250,
613,0,9868,605521,
604,0,7632,927141,
954,0,7602,649516,
532,0,9062,739416,
846,0,6411,578444,
841,0,7874,613903,
954,1,14489,552270,
329,0,7854,670575,
667,0,9295,1000986,
831,1,8168,763973,
981,2,10590,824470,
764,0,9732,846129,
277,0,8076,735650,
183,1,10043,1041694,
505,1,10117,824156,
492,0,11150,711309,
269,0,6152,844307,
255,2,7101,811441,
741,0,10776,735379,
525,1,10630,724567,
601,0,12292,659701,
604,0,9056,662725,
316,0,17534,887401,
415,0,10966,730263,
364,0,9650,610313,
1088,0,14120,640405,
492,1,9035,566287,
418,0,15753,537809,
511,6,8688,735832,
245,0,9133,846453,
835,0,10049,915683,
626,0,10993,686023,
790,0,13044,957743,
298,2,10273,741184,
481,0,11335,736529,
277,0,8930,619039,
518,0,11638,872395,
1012,1,9580,674974,
781,0,10813,870420,
430,4,13078,643987,
340,0,6188,902489,
607,0,8000,835157,
322,1,10243,1006993,
1013,0,21997,725501,
472,0,12202,761000,
722,0,9671,818087,
838,1,9214,857628,
1170,2,23248,635519,
793,0,11860,1005768,
490,0,9984,800335,
285,0,11117,1028477,
259,0,6687,788108,
199,0,8533,684174,
126,1,5290,663162,
72,0,5047,920475,
273,0,9982,672386,
152,0,8824,997723,
204,1,5317,743386,
133,1,3555,809757,
318,0,10217,867918,
384,0,9820,711115,
866,0,8873,557637,
174,0,9320,674741,
511,1,9335,882088,
288,0,7665,789877,
169,0,5304,1198649,
147,0,6238,902343,
82,0,6210,748652,
179,0,4782,911536,
152,0,8740,865654,
227,0,10039,842532,
431,0,4489,635410,
224,8,7059,851667,
288,0,5852,1051601,
116,4,3563,710002,
543,0,8388,683711,
331,0,3091,829827,
285,1,6525,1102406,
287,0,5865,1226794,
351,1,6144,990965,
276,1,4504,675149,
282,1,8512,665466,
432,8,5166,944027,
167,0,6236,943293,
82,0,1883,930624,
136,1,2130,650469,
416,0,7939,938363,
348,0,6685,1033821,
295,0,4223,811556,
166,2,3925,710429,
344,0,6998,1014603,
383,0,3622,962652,
505,0,5298,808932,
251,0,6125,955271,
294,0,7390,1087345,
289,0,5789,882258,
361,0,5695,928527,
616,0,5912,1043415,
694,1,6826,1100408,
234,0,3893,915663,
512,0,9088,949647,
805,0,14282,988271,
233,0,8491,856300,
324,0,5893,822392,
394,0,5974,935742,
213,1,3448,807783,
317,1,10720,831557,
133,2,3971,875871,
28,0,5670,904460,
193,1,2720,766917,
93,0,4434,1067073,
270,0,5927,617048,
181,1,3220,956422,
139,3,5974,667821,
121,0,2154,785134,
87,0,4809,805030,
26,1,2694,892616,
142,0,7284,834718,
249,0,6088,806833,
36,5,6571,672606,
215,1,5154,602865,
274,0,8971,705974,
403,0,5726,767415,
485,0,6887,733720,
307,0,3800,1051791,
233,11,3379,440405,
221,2,3364,378346,
223,0,930,584586,
590,1,5190,636411,
330,1,6021,784106,
24,0,1321,679304,
37,0,3662,275511,
143,0,13915,3267,
136,7,3005,447748,
1043,34,9837,1507005,
694,0,13556,190168,
349,0,5118,1039326,
340,0,4850,937700,
258,0,2039,610434,
367,0,7367,615509,
47,0,3258,693643,
209,0,3243,1035423,
397,0,3490,1067246,
345,0,3652,911123,
225,0,3802,1341768,
237,0,4087,1081716,
307,0,2610,1210744,
288,0,4195,981205,
784,0,6603,1097250,
409,0,6301,1047011,
298,1,3766,1205844,
649,0,5749,838854,
89,0,5280,1024426,
140,0,2700,992787,
215,0,6258,829595,
257,0,3767,984393,
420,0,4992,1087140,
522,4,6797,1020782,
217,1,4566,890548,
214,14,4592,1113443,
492,0,5910,850256,
250,0,3688,724715,
244,7,3893,1039399,
394,0,3375,638977,
337,2,3600,1062659,
149,0,3038,398431,
147,7,2509,677629,
226,0,3042,512630,
172,3,1664,361346,
173,3,1678,496179,
297,0,3320,409366,
331,1,2128,435334,
681,0,5762,997104,
1187,0,20343,891078,
876,0,7523,1095648,
188,0,5179,893716,
192,1,4982,764491,
180,1,5964,914974,
297,0,5764,1090274,
155,0,3340,967669,
205,0,7290,1018850,
392,2,4319,952692,
325,1,5927,885640,
422,4,5425,869311,
337,1,4654,1074534,
371,0,3938,1076974,
687,0,5139,915080,
636,0,5024,1133483,
399,0,5401,852103,
352,0,4171,1192559,
275,0,4948,982230,
329,0,4146,1131979,
237,0,4166,836895,
287,0,5278,1160445,
292,1,3326,1035808,
246,0,4128,1073898,
371,1,4981,953488,
250,0,4717,726178,
206,0,2469,814252,
325,1,4445,650489,
177,3,3321,937520,
880,0,4366,1144055,
397,0,8701,1148443,
301,0,4999,948229,
266,0,4953,1241390,
376,0,4434,1115079,
435,0,5663,839356,
220,0,3294,646284,
466,0,4295,1065965,
240,1,3629,815132,
700,0,7179,319240,
2835,1,31240,788080,
413,0,5052,929848,
161,0,4035,962664,
175,0,5111,877150,
