rl,call4,all,mit,
3856,72,71508,7695775,
28,4,15344,7191391,
612,6,20837,6258510,
569,6,35216,7140644,
401,32,8429,6785750,
118,0,19948,5168454,
11,0,16451,6525911,
221,6,22341,5051833,
663,0,24449,5154939,
513,43,65305,4988456,
902,9,62903,5903597,
265,0,22068,5547222,
551,1,21512,5442306,
417,0,36847,6646807,
941,1,51921,9148251,
591,0,24185,8444307,
380,8,28800,6577935,
1416,17,77742,7383969,
95,18,31608,10218864,
251,43,36554,8198837,
419,0,62341,10775736,
338,3,23302,4914486,
528,0,34255,7513450,
208,0,18142,5157414,
2031,27,37108,9460037,
366,3,35398,8134637,
379,0,22899,11721007,
724,8,31171,9023940,
770,12,39770,5522729,
407,2,33712,5712732,
285,18,17942,5775638,
356,8,32362,8984812,
535,2,38248,8956717,
527,50,34570,10370199,
869,4,34055,6955572,
1462,41,42341,4471522,
1764,3,36560,4836560,
543,6,32326,4301465,
632,0,8725,6676633,
4230,8,26418,3152529,
1162,51,37397,3841055,
1619,0,41585,5818722,
1194,0,19540,4288777,
4538,33,31402,5444534,
3602,76,49821,6341302,
749,0,7525,7135215,
384,10,28472,4361986,
8743,22,93496,6601211,
614,17,28610,6682863,
938,12,33945,3193870,
845,0,26278,10790157,
1553,5,113603,9888178,
1816,17,36151,9057639,
744,2,32866,6766052,
1105,0,30725,7126163,
717,0,23153,7160281,
180,1,13998,11761467,
743,12,36605,6037650,
495,4,21530,6545894,
1717,51,50088,5260079,
772,16,53354,4310632,
847,33,52517,4643257,
1459,10,16278,3687537,
236,11,60202,5010438,
1218,0,37899,4704368,
404,0,6472,6872648,
348,26,21561,5946727,
325,0,19227,5727651,
1727,28,69156,3663991,
1276,25,39867,3433877,
168,4,10622,5280733,
125,11,23171,4851827,
45,2,14704,7671113,
573,3,14239,6642752,
4542,14,181854,5572351,
321,0,47716,4382131,
4839,0,95914,7436626,
485,46,71983,6825985,
1810,8,44595,4710397,
315,6,24850,7374270,
214,11,17461,6882429,
144,4,43875,3250303,
208,15,24803,3008707,
1454,2,40834,3482792,
197,19,20335,5754904,
1208,14,27504,3487922,
330,2,37148,4750646,
3476,30,68135,5540718,
3069,9,59345,5662728,
2109,0,49003,5472931,
2509,6,94846,4761597,
373,18,45504,3666212,
657,4,27991,5123531,
180,0,18251,5921447,
1351,13,51495,7027024,
1661,4,88145,8358042,
3543,12,74220,5097726,
1447,4,30863,2197387,
5077,0,85124,4778539,
1752,0,41609,2888953,
1671,4,82420,3655751,
1086,0,24439,3792893,
4001,10,106891,5015752,
5201,12,79811,5029232,
563,0,14689,4703492,
145,4,9381,7625947,
1993,0,22556,8747868,
2623,0,116764,5223703,
1138,30,62200,2900133,
1589,7,69190,3624754,
5954,20,101543,4838111,
7050,67,113178,3907658,
1031,0,91167,5185586,
1088,4,32907,4629388,
1069,20,22140,3205853,
874,0,37871,4019535,
430,0,55794,5683808,
909,8,21207,4994222,
649,12,19740,5282879,
132,18,24472,7294823,
3368,68,54101,5005208,
643,5,21036,5434828,
212,5,29415,6006509,
500,22,16274,4640233,
2574,6,26074,3666555,
986,0,49227,3926267,
785,8,36707,4530049,
6082,0,96298,3818534,
8405,0,97374,3203693,
2044,0,52973,5156514,
6932,2,160156,2583858,
20585,8,154033,1613491,
1361,4,33613,2368946,
4057,0,68664,1313061,
7921,2,63709,2246644,
1924,2,64409,4114620,
106,1,21040,3000317,
860,2,37534,3903972,
865,3,17788,3368586,
6200,29,84016,3217566,
2179,10,85822,3280521,
1255,6,44318,3588209,
1984,47,40833,4327309,
1762,13,38697,1797055,
3785,124,62340,2759231,
730,12,35426,3801642,
774,8,33573,3379210,
255,18,35299,4579157,
5241,5,61216,3613216,
2757,39,28350,4237084,
1327,6,36177,3846584,
200,2,32588,4463009,
743,0,38311,3881931,
2207,15,35379,4853479,
1965,2,71166,3882701,
3456,4,44819,3272110,
6631,0,117802,1755296,
2700,0,17630,1276309,
5033,4,23278,971544,
2197,4,32305,2066417,
14713,6,65695,2539426,
2201,0,36062,1697968,
4259,4,36032,2955239,
2478,33,18711,1505718,
890,5,33604,2672408,
4994,0,51429,1640358,
966,9,22234,2157887,
2139,3,37574,717523,
2138,8,30598,1653298,
235,0,26831,2153969,
2773,37,49141,713080,
13367,0,100785,1132411,
448,22,26250,488689,
8791,75,80842,329138,
817,0,19142,258789,
4145,2,30068,732540,
22332,80,292554,279506,
6245,10,88671,96037,
49714,27,572447,200756,
73835,0,942347,5580,
