rl,call4,all,mit,
5493,0,45224,3502027,
5479,0,73141,3802642,
6420,0,52141,1435207,
18652,36,111747,780249,
1199,21,34406,1214534,
11612,53,72093,1396901,
43085,0,204120,2950212,
10919,238,80163,2088940,
419,6,25890,1896348,
29,0,17759,2631567,
496,0,105117,1346804,
2864,24,69653,3245600,
4135,4,30338,2591189,
3034,12,43968,3241390,
3313,45,52285,3461727,
4500,0,55474,2984349,
4627,9,49130,1801683,
20987,41,123800,1363362,
5664,49,91187,1548558,
3928,0,97379,989523,
19013,35,67004,1413315,
33134,15,222867,2269567,
3522,29,57424,2580066,
14536,33,72500,3395532,
15888,2,104010,2273767,
8313,4,61008,3300290,
4133,37,73167,2942539,
745,2,50177,4257992,
2625,3,38804,3643944,
2753,5,49233,4457312,
3317,3,69431,2958749,
14265,12,106406,2741916,
4553,0,87192,1979529,
14053,30,86103,3379560,
1543,15,64114,4136348,
3194,24,59784,4299895,
1809,4,34882,4312983,
352,6,103814,4165259,
4401,0,88640,5776544,
4099,3,76277,3994694,
18620,0,141511,6086073,
25010,2,262663,3970656,
5126,2,116931,3904361,
756,0,103975,4583681,
2018,21,86224,3645580,
1195,0,72762,3572637,
4094,0,123550,3416719,
9129,2,91928,6282390,
1428,0,47891,1662692,
527,0,46513,3274952,
11087,12,43099,1036301,
3150,6,36551,1807737,
2307,3,38649,1098096,
6591,0,41154,1135492,
6969,16,103161,958249,
2625,0,35466,1452750,
1536,0,42639,4494785,
2940,0,43390,2062926,
4141,0,81790,3330669,
4085,0,35734,3976488,
1455,5,48475,3378343,
2817,4,71940,6192971,
2031,6,55410,2567294,
1795,0,57331,4226232,
431,4,18932,3797288,
608,2,32378,3609326,
3261,2,58789,5038830,
3527,0,95208,2765439,
923,3,46342,3758539,
1466,0,29238,3612677,
234,0,101164,4448797,
298,3,55872,3109881,
917,0,43830,3605230,
3721,2,135816,3949742,
2381,20,38022,3578078,
536,2,91756,2434247,
4882,2,89484,2889887,
279,18,27982,3118877,
11028,0,101203,6200325,
8195,14,116440,5269639,
1428,6,94915,5714790,
1218,0,50489,4278057,
832,0,58999,4588908,
353,29,37401,4245341,
5434,35,100531,5360388,
7572,5,74244,2103188,
9982,13,170137,2716847,
1517,2,87790,1611008,
1556,0,34554,3747504,
4638,14,46500,3943121,
5574,0,59625,3281324,
15361,42,390291,2680218,
2755,0,90944,3791208,
5109,16,74129,3043707,
13004,6,74588,2621563,
21699,20,337172,3854605,
4141,0,94050,5361154,
3216,0,55039,4911917,
1101,0,76634,7265424,
707,0,22828,5595093,
913,0,32389,4553294,
1541,0,28396,3247343,
418,0,21282,6307771,
1361,0,48532,3835063,
624,3,53885,6204877,
486,2,16947,4510728,
416,2,12242,5796258,
3210,3,89206,6513061,
2233,0,108741,5421056,
8072,0,79312,4350407,
1085,7,69415,5247017,
4357,0,113391,5610416,
902,0,75018,5336994,
642,0,17357,9894204,
455,0,22942,6831204,
397,4,31538,3919760,
599,0,43057,5041113,
323,0,82910,4595669,
1563,0,86723,4573417,
478,0,21657,4735441,
2086,21,62650,4023067,
6057,8,45228,5804357,
133,13,15333,2322668,
1512,0,49349,1348950,
486,19,15478,2434468,
1821,8,40490,4978703,
9620,17,113907,7253279,
3087,2,84962,5489783,
2165,2,59766,3200228,
8948,22,72741,2914141,
1769,9,38250,3388690,
6661,18,61308,5916466,
121,0,2415,3530196,
299,0,2694,3780819,
1006,0,38965,4718898,
3167,0,55955,6633569,
5337,2,18533,3711281,
1864,5,38213,2988276,
3140,2,81431,4307320,
1786,0,16673,3095559,
5517,8,60746,1629011,
2749,0,40792,2800763,
5390,0,68959,3914502,
3428,0,43907,3719781,
5832,0,68885,4279661,
1215,0,30045,4749346,
15070,0,116188,3787235,
324,0,13252,3349793,
2006,17,41205,2900180,
14350,12,113600,3485954,
1336,0,103307,6842060,
1499,0,61079,4877269,
2087,0,46437,5775946,
415,1,14568,3696605,
419,10,46620,4736043,
118,2,29283,3202518,
429,0,17155,4444970,
144,0,11375,2556072,
543,14,28637,6751012,
919,25,55088,2961468,
748,8,31923,3753656,
343,19,42947,2842992,
570,39,19101,3485887,
348,0,24433,3082272,
191,2,9192,2841763,
342,3,29652,2931334,
434,0,20896,2979679,
226,6,24766,3155646,
2790,4,33168,2559069,
1174,0,77536,4623690,
3224,1,51078,2832823,
2098,5,61449,1176348,
1312,6,22023,3163922,
993,16,20632,1153643,
1048,356,8772,574579,
1714,52,1761,1071979,
6157,7,28793,1704799,
2227,4,51583,3035904,
0,0,689,1461831,
11,0,3070,181924,
12,0,9132,6,
1111,0,15835,337720,
7018181,379091,14595007,45780417,
10974,0,213800,38994,
7301,2,55643,5583606,
1523,12,17102,3079117,
1571,0,7472,758803,
4304,0,80366,897096,
97,4,2962,1769492,
603,50,11549,3598919,
1200,4,10781,3107124,
2474,0,28168,2823054,
941,0,9622,6124952,
1849,1,39767,3456865,
3124,0,15066,6356486,
2888,0,44812,2635237,
7692,0,46279,4485914,
3350,6,62006,5695571,
1141,4,28682,7728409,
2169,4,42995,4074652,
61,10,28172,5475517,
420,0,6493,4733497,
807,0,54312,3089353,
1003,14,26823,4382387,
7363,0,79659,5086082,
11076,1,87950,5119807,
1421,188,28745,2736129,
752,89,55260,8019804,
1044,0,56056,3876054,
1334,38,33134,2200388,
5901,198,32814,8146163,
3976,79,14919,1343625,
14178,0,124406,4185372,
731,47,6237,338992,
400,3,3446,807937,
796,10,5087,641819,
881,43,1224,335637,
680,10,3704,713795,
1938,39,12214,650839,
1711,431,7360,703408,
4138,0,63874,3977095,
37655,0,685082,2309457,
10624,0,88785,3671928,
2145,1,30233,4195125,
1980,15,39622,2959549,
329,2,39543,4178647,
483,0,15380,6347612,
264,12,8231,4678831,
279,3,34077,4171521,
1088,6,17992,3893155,
3058,7,69085,4363497,
3623,0,38926,3922954,
8618,35,73182,5454998,
6497,4,43590,3353769,
5820,10,59193,3423459,
12149,10,99488,4367415,
33849,4,190764,2175269,
5850,24,37088,6002932,
1071,0,34593,3210504,
1703,2,31351,5172435,
1073,0,37668,3561470,
514,0,20746,4930854,
990,16,16929,4490837,
1452,17,31226,4291060,
312,0,21764,2927141,
1282,3,38425,2476003,
381,8,7560,2881429,
1801,11,36604,1951577,
6155,6,54148,2869527,
10540,4,80799,4454908,
4310,0,112350,3664354,
25495,8,138605,3197372,
1184,0,37526,6250585,
1393,2,35372,4781138,
7568,0,87290,2192890,
1437,16,16582,1020313,
7254,0,25721,3394850,
2633,4,25866,1710645,
16071,0,115820,78619,
6263638,0,6292366,1312796,
1164,0,45629,4720989,
709,2,23108,4401720,
1040,9,55918,5052044,
4231,0,83014,5827057,
1025,1,14815,6732696,
337,0,28424,4803969,
419,12,21836,6893254,
2798,0,75713,5545833,
1096,92,40686,6110096,
328,3,27192,9823622,
380,8,45573,7455065,
513,0,55687,7658667,
2011,205,39366,4618835,
222,4,25021,5651487,
650,3,43035,6935827,
164,13,8604,6173903,
115,3,12502,4408279,
261,0,19356,5391518,
431,99,19537,6261502,
759,6,40590,9930574,
1976,40,53365,8256210,
501,11,28628,10213388,
1867,4,35052,9503962,
2665,4,33039,7553685,
452,0,16938,7411640,
129,0,20954,6550883,
1296,33,21831,7979357,
18,3,12867,7580448,
524,12,41915,8526799,
566,20,23148,4542091,
358,12,13435,5523919,
1062,4,31004,7425164,
820,0,28954,3826291,
4429,25,60513,9236715,
889,16,33786,4518349,
166,1,14253,4081603,
561,2,29461,7701895,
869,3,34697,6757184,
1873,2,39957,8350633,
297,0,31280,10622225,
