X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
all,rl,0.77104,0.013332903,0.030829966,0.76424,5.321928,0.8704637
mit,rl,0.64034,0.3606556,0.033060014,0.63466,5.321928,-0.5288519
mit,all,0.48771,0.26968563,0.03795001,0.48056,5.321928,-0.4669308
call4,rl,0.39912,0.27517995,0.053090006,0.39184,5.321928,0.3520512
all,call4,0.3945,0.31025085,0.06443,0.38645,5.321928,0.290257
mit,call4,0.31527,0.17153755,0.09257001,0.30823,5.321928,-0.37912065
