rl,call4,all,mit,
1024,235,2049,13302,
756,244,1858,12285,
933,231,1858,10682,
785,241,2052,10084,
785,247,1934,9587,
1027,255,1942,11001,
787,240,2140,11868,
692,258,1810,11930,
826,238,2112,11026,
704,236,2033,12086,
856,236,2819,10170,
956,249,2146,12589,
910,238,1837,11781,
857,259,1963,11778,
902,245,2046,11571,
950,246,2136,11080,
963,245,1876,10802,
950,239,2339,10057,
1026,244,2148,10320,
1010,243,2115,10793,
889,240,1946,10823,
1009,245,2471,11831,
953,256,2008,11766,
1019,256,1893,12503,
858,242,2109,10535,
993,239,1974,11099,
1023,247,2596,11784,
856,237,2324,13560,
864,237,1945,12210,
913,234,2125,12698,
925,240,2182,11705,
804,240,2050,11291,
932,241,2460,11421,
1004,245,2251,11852,
855,250,2234,11899,
930,244,2095,12190,
833,249,2170,12419,
813,244,2632,12545,
1054,236,2309,13767,
958,245,2258,11885,
1068,250,2329,13363,
920,237,2521,12132,
1012,239,2669,12737,
919,228,2560,12421,
952,235,2545,11674,
933,226,2497,11754,
978,228,2439,11837,
1044,230,2219,13698,
902,231,2153,10876,
823,231,2058,12594,
871,245,1963,10519,
1028,236,2252,11431,
996,237,2111,10348,
894,234,1970,10539,
778,249,2036,10002,
866,232,2010,11073,
890,233,2236,13368,
951,235,2108,11701,
951,240,2229,12295,
1031,230,2207,12569,
828,230,2174,12023,
882,241,2313,13617,
835,236,1998,12172,
909,232,2611,12124,
743,238,1878,12518,
755,235,2064,12214,
763,233,2262,12039,
936,238,2416,11738,
898,233,2545,11749,
962,228,2239,11873,
781,227,3130,12978,
793,225,2525,12066,
776,228,2201,11479,
965,233,2632,11705,
667,252,2028,11054,
799,239,2839,10791,
941,238,2321,12007,
769,248,2081,12470,
1060,238,2395,13286,
1023,236,2514,12139,
911,233,2744,13319,
881,234,2341,12436,
846,232,2417,12342,
767,235,2152,11685,
963,238,2332,13025,
1082,250,2357,11331,
819,252,2433,12291,
935,243,2566,11105,
870,236,1969,12756,
1020,236,2269,12473,
990,235,2396,13039,
948,250,2575,11797,
939,235,2464,12166,
1006,246,2341,12332,
1128,241,2326,12338,
1146,258,2621,11497,
987,236,2385,13516,
961,238,2304,12627,
893,229,2624,14024,
784,225,2056,12683,
795,225,2138,12244,
826,234,1952,11947,
715,228,1817,13274,
900,228,2541,12112,
804,234,2358,13721,
797,233,1938,12456,
746,234,1739,12696,
891,235,2276,13290,
920,230,2627,12241,
1037,230,2200,11484,
808,240,2168,12131,
922,237,2311,13034,
787,228,2220,12781,
713,225,1881,14646,
766,224,2124,13395,
672,225,2291,12393,
773,232,1981,13033,
688,229,2678,12988,
864,231,2501,12933,
750,232,1868,11880,
829,257,2096,12699,
879,232,1995,13557,
686,244,1821,11566,
871,238,2151,11178,
751,240,1701,12162,
842,238,2221,13773,
892,234,2024,14632,
868,239,2309,13547,
597,237,1980,11586,
920,254,1909,11388,
849,252,1844,12983,
836,236,1971,13383,
680,227,1162,12860,
712,227,1287,11761,
859,227,2423,13229,
954,226,2278,13730,
928,237,1844,12568,
825,242,1854,11752,
977,235,2319,13488,
865,236,1723,12903,
949,240,2028,11846,
831,234,2100,12940,
1021,231,2381,13557,
869,228,1871,12743,
907,231,2257,13130,
901,228,1975,13575,
792,253,2161,13483,
765,237,1610,12838,
674,240,1929,12690,
891,252,2183,13060,
879,239,2700,12902,
819,241,2280,12745,
932,229,2293,13229,
674,236,1748,12461,
759,236,2580,12812,
646,246,2130,12546,
633,232,1924,12988,
629,236,1742,11883,
701,243,2117,14102,
805,240,2390,11352,
639,247,1884,12914,
671,251,2168,11219,
661,233,1773,12400,
646,231,2049,12274,
651,234,1757,12673,
756,230,2311,12281,
794,231,2167,12168,
649,248,2109,11595,
821,237,2037,10902,
824,229,2631,11908,
833,231,1947,12001,
725,235,2107,11164,
635,241,1699,13082,
600,265,1606,9561,
700,260,1320,8633,
534,253,669,10151,
932,269,1861,10716,
869,249,2188,12021,
633,224,1018,10975,
620,235,1465,7238,
786,251,2687,843,
761,243,1772,8874,
1143,290,3103,15381,
1333,0,3365,5819,
981,234,1917,13649,
891,229,1716,12576,
629,13,1396,10164,
923,15,2291,10332,
701,13,1381,11318,
535,227,1392,13381,
797,18,1598,13345,
847,19,1737,12486,
785,14,1649,14598,
882,14,1965,13318,
847,47,1435,14020,
887,12,1975,12729,
835,21,1869,13686,
889,29,2196,13698,
776,242,1863,14451,
737,27,1934,12798,
694,252,2132,13914,
793,239,1616,13405,
650,11,2046,12240,
798,18,1836,13308,
953,19,2154,13632,
962,28,2218,13429,
342,44,1303,12420,
802,271,2249,14236,
907,30,2384,12604,
770,261,1822,11531,
755,272,1713,13681,
684,51,1351,10761,
728,44,1822,13154,
517,40,1220,8225,
474,48,1053,10366,
731,40,1327,9479,
554,254,909,8160,
280,47,797,9418,
418,51,1219,9011,
366,247,1063,9144,
792,24,2036,13093,
1369,26,3444,12102,
1205,8,2561,13178,
635,22,1857,12798,
678,235,1968,12003,
789,15,2450,12978,
568,22,1915,14105,
585,24,1689,13369,
768,22,2308,13254,
843,44,1809,13199,
916,28,2147,12963,
735,22,1867,12603,
692,241,1879,13697,
721,17,1791,13212,
968,238,1975,12490,
874,25,1873,13684,
1053,21,2261,12036,
797,247,1769,14034,
610,13,1972,12813,
882,12,1935,13865,
600,7,1822,12533,
597,13,2031,13826,
556,15,1469,13521,
775,240,1993,13522,
790,19,1945,12804,
611,22,1943,11619,
512,26,1365,12478,
654,242,1952,11255,
884,26,1877,12757,
561,17,1836,13665,
516,17,2445,13612,
850,11,2027,12802,
689,13,2114,14355,
635,17,1962,13948,
815,12,2254,12175,
637,235,1632,10501,
791,11,1738,13119,
605,18,1800,11696,
1087,10,2649,6909,
1473,238,4358,11543,
831,26,2217,13155,
577,23,1825,13104,
612,21,2197,12993,
724,21,2345,13862,
589,18,1630,14555,
412,16,2415,13823,
319,24,1714,14116,
517,29,2008,13665,
442,51,2015,13641,
413,31,1960,14324,
526,27,2069,14330,
564,30,2259,14229,
461,40,1740,13318,
254,39,1865,13778,
313,24,1664,14464,
164,250,1500,13696,
242,24,1736,13196,
272,26,1610,14271,
526,274,1894,14141,
254,38,1654,14980,
346,54,1795,14001,
269,239,1657,14830,
567,19,1914,14233,
463,14,1523,14012,
238,28,1435,13593,
412,13,1661,13832,
272,35,1482,14613,
139,24,1374,13985,
766,60,2290,14725,
244,45,1656,13145,
264,38,1473,13403,
316,26,1633,15124,
273,17,1697,13593,
431,250,1954,14558,
317,39,1802,13437,
339,21,1640,13420,
530,26,1668,13924,
648,29,2170,14058,
464,29,1976,14191,
489,238,2177,14471,
684,56,2414,13995,
127,247,1553,13483,
267,35,1647,14346,
397,245,2020,13517,
252,35,1439,13604,
374,20,1794,13397,
216,12,1871,13275,
198,19,1652,13753,
310,16,1514,13512,
355,32,2298,12870,
753,33,2391,13160,
293,17,1881,13402,
438,12,1809,14031,
372,13,1813,14468,
455,14,2122,15026,
318,25,1650,14767,
304,252,1635,14156,
699,35,2257,14080,
422,28,2055,14764,
241,272,1860,13728,
260,26,2302,13919,
574,26,1999,12798,
337,25,1866,13842,
239,235,1773,13312,
419,30,1910,13691,
380,33,2213,14425,
504,18,1928,14528,
262,25,1701,14429,
487,34,2106,13557,
249,21,1866,13770,
737,259,2025,13798,
255,34,1955,13771,
313,23,2083,13745,
280,47,1772,13867,
361,23,1941,14558,
367,37,2028,12891,
595,22,1843,13585,
333,30,1954,13854,
782,25,1498,13981,
430,30,1699,13596,
319,248,1883,13105,
391,23,1802,12861,
704,19,2204,13511,
532,31,1815,13909,
460,37,1999,14341,
325,27,1313,14122,
331,28,1927,13581,
729,241,2216,14531,
321,28,1859,14237,
347,23,1716,12757,
275,21,1542,14583,
506,25,2341,14364,
555,37,1734,12920,
541,25,2122,14531,
629,14,2140,14135,
259,32,1570,14185,
365,21,1706,14981,
351,35,1965,12885,
318,34,1698,13134,
391,257,1915,13421,
328,34,2016,12200,
537,29,1944,13000,
385,23,1577,13055,
231,29,2087,12879,
358,22,1842,12754,
215,21,1178,13598,
287,250,1758,13638,
245,17,1460,13380,
422,43,2196,12320,
391,34,1913,12286,
291,24,1590,12689,
261,34,1758,12887,
153,27,1532,14013,
356,30,1471,12619,
550,49,2348,12697,
304,27,2215,13173,
557,33,2087,13207,
567,255,1960,13143,
333,29,1743,12724,
214,27,1621,12775,
291,28,1674,13414,
750,32,2483,12642,
194,38,1722,11491,
379,27,1932,13263,
166,32,1603,13606,
358,31,1837,12095,
456,28,1964,12512,
432,34,2152,13103,
688,252,2110,13551,
481,33,2107,12940,
434,30,2091,12958,
264,43,1877,11649,
321,34,1854,13132,
247,16,1711,13400,
412,37,1817,14410,
397,32,2126,13919,
495,32,2010,13110,
392,23,1746,12079,
520,14,2088,13026,
451,12,1838,12068,
462,16,2257,12795,
373,11,1689,13338,
494,41,2117,12743,
493,34,1867,12302,
486,19,1730,13095,
228,32,1481,13556,
431,20,1589,14165,
645,21,2147,12732,
383,258,1930,11302,
422,25,2020,12921,
662,253,2238,12866,
595,26,1994,11945,
902,24,2500,13181,
317,20,1656,13260,
380,30,1647,11683,
367,30,1776,12283,
273,20,1860,13294,
306,256,1469,12497,
268,46,1383,12957,
187,67,1792,13758,
497,42,2000,12918,
357,20,1682,12800,
337,27,1839,13921,
275,29,1510,12715,
640,24,1672,12319,
383,18,1761,13008,
343,21,1906,12655,
665,32,2309,12379,
555,12,1781,12192,
448,9,1909,13185,
637,18,2328,11716,
714,15,2046,11514,
531,22,1962,11481,
541,20,1953,11258,
606,27,1800,12143,
463,18,2062,12844,
299,15,1820,12733,
435,21,1802,12387,
329,19,1469,11823,
461,34,2138,11772,
