rl,call4,all,mit,
67921,2102,121035,4428602,
44093,2600,137983,4248252,
82852,2643,137205,3416446,
56359,4607,147041,2758268,
65652,4060,150481,3296947,
79989,4929,143241,3213280,
66331,3135,65550,4177925,
55434,6714,148129,3867472,
52102,3622,138513,3939897,
46689,2630,133794,4276917,
49005,2630,178876,3321720,
67676,4485,184977,4449511,
73689,3615,151589,4221432,
73813,3940,157421,4545118,
75090,4975,166737,4372324,
72386,2554,173187,3970576,
71062,4033,135084,3570879,
54436,5025,144792,2998231,
68341,4959,145879,3247605,
63106,3068,143578,2937692,
56779,4082,54407,3297186,
58497,4025,160869,3626263,
69093,4395,127125,3833522,
92133,4448,147538,4313228,
56538,2573,149996,3836496,
79925,3126,134765,4272859,
68470,4560,170126,4260934,
51189,3141,169780,4617450,
71633,3146,163056,4345689,
64247,3163,156472,4825127,
65768,3125,164766,4334299,
55193,3644,147952,4032749,
73922,2074,178609,3966265,
85920,4561,175065,4378350,
67946,4028,163286,4800661,
70505,4066,127178,4509559,
65477,3050,159118,4650052,
49156,3632,183411,4699364,
78172,2097,199463,5179094,
70736,3073,174169,4674244,
92264,3034,196561,4954386,
59215,2655,164790,4405250,
78908,2622,200938,4644578,
45257,1652,191038,5123052,
64212,3285,181138,4457261,
53663,1668,177856,4293781,
71234,1662,183542,4273618,
84775,2719,138761,4943607,
57329,2150,163354,3431175,
41541,2150,124647,4133811,
50273,4046,126879,2906412,
58388,3638,131392,3643920,
49838,3143,118080,3057201,
45632,2119,120330,3039134,
46572,5040,63274,2738229,
61452,1609,119101,3351446,
54786,2139,144970,4748433,
62274,2673,156191,3587057,
72586,2651,182178,4205502,
67035,1626,115233,4680832,
56159,3222,154804,4346704,
70246,3165,144412,5125954,
65977,3191,131535,3955209,
56014,2682,152940,4340359,
38716,3174,124490,4417750,
47447,2669,152236,4445417,
40425,2678,124812,4417190,
73205,2116,186797,4183752,
51501,3208,154796,4255005,
58147,2178,150202,4566025,
40128,1650,177835,4846516,
35209,3274,173485,4258400,
54130,1099,158464,4195275,
66019,2678,184588,4340990,
39677,4520,124435,4163708,
48480,2608,170890,3785506,
78511,2619,185891,4045916,
39066,4062,138001,4076492,
84723,2628,188086,5117429,
87426,4138,188902,4819174,
51176,3677,173666,5047023,
57508,3173,160018,4895732,
57206,2658,163765,4811029,
45588,4642,150311,4582107,
83871,4140,151085,4946513,
76268,3050,172175,3562123,
51432,3517,169489,4081648,
60574,2563,180961,3522575,
64414,3123,117767,4399358,
66205,4104,151934,4408773,
82193,3133,124492,4293627,
53027,4938,93893,3897446,
67433,3627,143500,4120615,
74886,4025,141076,4245397,
87993,3600,136779,4085399,
102954,5387,84542,4223664,
73435,1574,183024,4910540,
72468,2644,161703,4876184,
52662,1641,182525,5453682,
50626,3254,129040,5096788,
59887,2729,149124,4781389,
66073,3190,151491,4436841,
58447,3239,140868,5153125,
66133,2712,156739,4581027,
55989,3187,179413,5333343,
42222,2682,148084,4836320,
52826,2679,123925,4826402,
77443,3178,147455,5279721,
59517,2702,149951,4811480,
84173,2168,140383,4620358,
56740,2671,134946,4845350,
80609,3189,147901,4792290,
64534,2189,179538,4848695,
61623,1664,138140,5651306,
53570,2209,145823,5346557,
48917,3270,152335,4688506,
59112,2171,166989,4878959,
49491,3214,182447,4871644,
70792,2139,187219,4849653,
50451,2673,133460,4715540,
71516,4895,173531,4565477,
89741,3687,167578,4994668,
41051,3611,110683,3882394,
53675,2622,157067,3285623,
50881,4103,130624,3967219,
60667,3602,142551,4801733,
103907,4140,156853,5431302,
66972,3122,165263,5150782,
38044,3644,125296,4102050,
89443,4477,54019,4125941,
65754,3572,156994,4508027,
90622,4688,129763,5239216,
41135,2185,67498,4388034,
57241,2719,98490,4447406,
59786,2185,154249,5063136,
67793,3251,163548,5246577,
75477,2647,117959,4540485,
67139,3124,118864,4316283,
63473,3187,173499,4762678,
55690,2110,90257,4430104,
78080,4158,127856,3531183,
77888,1623,149232,4372848,
78514,3208,139914,4746212,
77628,2170,122559,4568684,
85077,2681,175325,4834430,
54656,2170,143887,4810695,
55484,5086,149936,4482382,
46607,1593,95916,4384824,
38908,3172,45251,4331353,
56957,4557,56222,4417443,
