X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
all,rl,0.52138,-0.04938197,0.07403001,0.51662,5.321928,0.7554879
mit,rl,0.47175,0.23260641,0.059190005,0.46343,5.321928,-0.4890231
mit,all,0.31516,0.21999015,0.035140008,0.3078,5.321928,-0.30849612
mit,call4,0.22539,0.22508056,0.13164,0.21843,5.321928,0.017590865
call4,rl,0.20427,0.17803341,0.11727001,0.19711,5.321928,-0.16197714
all,call4,0.18687,0.122095495,0.10778999,0.17959,5.321928,-0.25450835
