X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
all,rl,0.52736,0.065065235,0.08189002,0.52039,5.321928,0.67992264
mit,rl,0.47674,0.28435206,0.05524999,0.4696,5.321928,-0.4386205
mit,all,0.42085,0.26806724,0.053870022,0.41337,5.321928,-0.3908744
mit,call4,0.20886,0.17879166,0.06492999,0.20298,5.321928,-0.17340223
all,call4,0.20191,0.19669321,0.08419,0.19558,5.321928,-0.072227314
call4,rl,0.18702,0.17582068,0.059210002,0.18,5.321928,0.105826855
