rl,call4,all,mit,
12609,7,51400,3569102,
11753,16,69404,3541174,
17441,7,60132,2200779,
15880,120,71280,1526091,
6632,141,56820,2383081,
15227,255,63542,1955352,
22717,34,71320,3266343,
14619,444,82057,2646451,
5688,58,38248,2709952,
2178,0,36374,3072132,
3777,0,80073,2091371,
8375,209,75410,3495772,
13680,64,49727,3102654,
11434,186,53770,3629470,
13427,205,72076,3498042,
12566,44,78983,3153122,
12242,104,66377,2373900,
21217,132,87616,1881421,
14863,188,79776,2098666,
14913,25,97312,1556325,
20553,61,50089,2063295,
30856,109,121511,2441040,
13985,247,69357,2813601,
25896,220,80529,3482590,
19750,55,82732,2937089,
17003,53,71294,3434116,
11566,202,75281,3301184,
7391,52,74515,3895466,
9925,43,62954,3538366,
11191,41,66702,4125805,
9730,67,74018,3362243,
16640,91,99464,3072673,
12692,54,84370,2702287,
19591,194,83795,3506163,
9416,203,77464,4112931,
11782,159,59238,3930490,
7508,119,56134,4056348,
5325,114,110497,4091817,
14863,17,114253,4920259,
13648,102,100056,3975680,
28149,155,133078,4753497,
26729,56,146202,3692229,
14455,66,109307,4022387,
5157,6,101848,4454194,
8965,20,89232,3755184,
6007,4,92066,3674015,
12462,6,108940,3430594,
22560,32,89783,4751651,
8841,15,72370,2275823,
5210,15,55129,3125278,
16008,177,58536,1597581,
9489,82,47715,2376002,
8639,60,44752,1631288,
12680,0,57231,1765264,
11529,262,67413,1426132,
6918,8,47751,2026697,
8255,20,61436,4124918,
10502,45,65856,2285248,
14582,57,103041,3420146,
10781,5,45523,3909243,
5465,30,62070,3565582,
7787,78,70926,5031092,
7502,57,72833,2925041,
6862,25,65932,4029958,
2745,79,36168,3724095,
4153,43,57898,3647408,
9714,40,63444,4211010,
12902,43,104445,3324514,
4817,59,62847,3814569,
7478,15,54141,3999468,
2749,0,95461,4321183,
2485,25,76223,3472001,
5199,0,69475,3729911,
12314,37,107359,3968195,
6185,256,59527,3583201,
5730,51,92342,2989476,
16228,42,98688,3228140,
4038,145,57738,3321571,
21253,32,101539,5122356,
21041,91,115502,4672749,
7315,52,90497,4949455,
8359,20,82512,4478021,
7997,0,84176,4531086,
4399,121,61414,4155633,
17053,88,97845,4667289,
14046,122,85233,2591919,
15808,180,126043,3075852,
7027,63,101312,2271235,
9416,44,48403,3603680,
12538,84,63218,3733422,
18727,29,67205,3406668,
19158,266,119986,3020989,
10417,37,92980,3591723,
16410,151,81288,3467078,
23497,77,77945,3085263,
37242,380,112914,3876167,
16042,11,105684,4707143,
13734,61,81277,4677103,
5334,9,87604,5848248,
4665,22,41424,5113932,
6836,11,57819,4581512,
7950,61,54801,3753751,
5059,29,44853,5188033,
8362,18,62336,4198388,
4394,62,77442,5397585,
2107,35,37023,4568460,
5057,38,31128,4874971,
12652,69,89614,5568247,
8186,23,82890,4742472,
21213,13,81693,4416921,
6696,48,74853,4685308,
13698,79,85942,4786841,
7383,19,87026,4989165,
4448,0,42612,6646414,
2739,7,51678,5630338,
2309,28,48779,4109362,
5919,23,64999,4546782,
1951,29,75233,4625788,
7782,0,82854,4660802,
4142,21,39364,4744626,
8236,349,77044,4060170,
15796,62,65668,4986926,
2091,111,28297,2934789,
5652,37,58900,1990444,
4518,99,36885,2950205,
6535,76,55336,4326809,
20409,86,89851,5638749,
8619,45,73089,4962880,
4253,59,50854,3524748,
17727,240,36653,3356101,
9188,163,59820,3557827,
12602,130,62183,5174343,
1786,0,10782,3725758,
3726,10,18828,3944060,
6170,0,58141,4820643,
8013,19,68447,5335185,
10749,47,29639,3911692,
7555,93,41691,3375209,
7096,54,69965,4210422,
6706,27,28846,3484918,
16385,135,59897,2201350,
10150,7,52856,3363260,
17038,38,68383,3994557,
12419,0,53550,4074216,
15519,26,68138,4323777,
8945,0,55287,4388126,
11340,258,76723,3687960,
4316,0,28378,3604726,
7056,51,23370,3162668,
18513,253,42276,3603058,
6947,32,83134,5473241,
7295,99,71061,4945129,
9142,0,51573,5300689,
2335,42,29905,4004193,
5244,78,60531,4775325,
2210,56,37737,3650660,
3163,22,36995,4482348,
1075,33,25802,3346210,
3805,137,50751,5886948,
5026,137,66806,3741247,
2807,34,44664,3926814,
3108,180,57395,3445790,
3490,99,26050,3663242,
2542,7,35706,3722293,
1570,40,18711,3370756,
2933,18,39835,3512050,
3798,16,30037,3693741,
2499,24,42345,3952764,
6726,59,44263,3235021,
7949,7,81795,4214971,
10020,26,54777,3203729,
4384,59,51141,1849444,
3525,32,27982,3236576,
3082,94,26762,2234735,
4215,292,19335,1447804,
2240,179,4350,1836823,
11225,113,37328,2465733,
7502,17,51791,3531896,
1009,0,6226,2234829,
868,8,13529,653586,
162,0,8844,130,
5518,12,36153,938759,
76988,288,314574,13937811,
22475,0,147174,216477,
15946,13,45228,5081914,
7412,8,33620,3477272,
2288,5,9570,1297505,
10333,11,56093,1529105,
2545,19,14555,2315861,
1921,4,11291,3959514,
4143,12,18693,3644824,
7389,0,27316,3310516,
4334,0,15833,5086267,
6984,0,40419,3675867,
7989,0,23637,5524148,
8869,0,45538,3183008,
10356,0,18035,4314776,
7627,1,56390,5287680,
4735,1,43893,6389612,
3839,5,32082,4806363,
2079,9,39694,5836540,
5138,4,16467,5121878,
2426,0,43208,4090381,
5764,2,34050,4859491,
11081,0,67532,5047374,
13102,3,62043,4945030,
1486,140,18310,3579896,
4930,74,49876,6373800,
5015,0,60613,4550684,
5717,184,37481,3247783,
6465,177,31218,6402237,
5959,132,14440,2370513,
11790,0,61943,4277697,
2543,93,13609,913093,
1979,71,14930,1502987,
4704,93,17839,1608695,
3645,156,9669,1003964,
950,122,6695,1419126,
1531,146,14125,1453670,
1638,148,11048,1623560,
6782,6,39617,4225327,
42400,0,192347,2845210,
14896,0,66703,3773346,
4378,4,29924,4724400,
5369,3,35218,3972040,
2882,7,34882,4758085,
1883,5,15656,5943804,
670,11,17126,5395879,
2780,8,31403,4601447,
5439,8,25230,4746357,
8301,15,50727,5167393,
5496,13,29879,4616711,
7588,21,48073,5107535,
9114,5,44181,3702639,
9764,12,32014,3461457,
9684,10,47319,4487384,
20701,6,67067,3005870,
8144,14,39329,5199753,
2793,0,26434,3967071,
4935,0,33889,5566794,
2699,0,27425,4496762,
1094,0,17988,5131060,
2192,2,20919,4910167,
6128,17,35618,4673795,
2928,5,26993,4170587,
2596,5,26747,3481566,
1200,14,10714,4240206,
3531,16,26530,3456991,
9360,4,44261,3934148,
3899,3,36713,4364609,
2907,0,38214,3963590,
12681,5,52813,3793122,
3411,7,24772,5461400,
3036,4,26755,5073790,
7408,8,43241,3347152,
