rl,call4,all,mit,
8401,151,78039,5794639,
8030,142,57021,5416707,
5639,143,62189,5101709,
8928,150,71106,5273589,
6622,164,67647,4186810,
7400,151,62331,5563657,
7463,142,93091,5291253,
6445,183,57438,5535887,
7208,151,70725,5165555,
6334,139,72837,5660350,
7999,139,86150,5019801,
8640,170,59551,5522122,
6186,152,62396,5394298,
5846,161,67831,5221240,
5864,157,59473,5155396,
7510,151,67974,5070366,
7247,147,60923,5357828,
9508,147,72235,4925468,
6437,152,66570,5166848,
6794,132,58097,5684058,
9205,137,89382,5465518,
9948,139,70008,5835223,
6300,155,65344,5584896,
6162,162,60136,5447556,
8755,163,70109,4799218,
6220,149,69108,4873313,
7218,162,71618,5274053,
7685,135,69902,5817014,
7558,133,65375,5465858,
5980,133,67892,5432679,
6510,132,67472,5217903,
8977,136,59670,5066805,
7420,147,67311,5351160,
6585,139,69709,5263309,
6693,145,63453,5086954,
7238,135,76945,5373146,
6737,145,74213,5253145,
6501,140,69410,5380360,
9994,133,55832,5486181,
7345,135,58963,5096887,
6344,138,54840,5572894,
9211,133,66466,5411641,
7970,139,71827,5378480,
9007,127,68306,5275850,
9328,137,73565,5094413,
8739,128,71323,5120350,
7174,130,62395,5397286,
6450,133,69816,5560767,
8730,131,73939,5379442,
7631,131,80772,5977777,
12113,158,75159,5529797,
10185,144,84413,5551095,
9391,137,86484,5713615,
12529,132,76966,5538586,
10705,142,91538,5403350,
8774,131,86659,5579408,
7762,133,83275,5721167,
7782,134,75879,5926342,
8545,132,69308,5419093,
10276,128,93546,5488212,
6397,128,82253,5259342,
8071,131,91773,5614911,
8637,130,73813,5529134,
8789,127,89901,5173327,
6400,137,77207,5376364,
7115,128,77811,5505319,
10955,131,87999,5110263,
9095,129,75612,5174159,
7799,129,88020,5066053,
9890,130,85332,4911661,
6855,128,92709,5384005,
7251,130,91718,5314525,
6603,129,77142,4970465,
8459,129,81238,4980146,
8729,161,80945,4929882,
6932,151,83106,4764434,
7611,142,80229,5393017,
6653,140,74533,5528597,
8393,130,75117,5318983,
8708,133,81246,5105594,
7347,134,90266,5254902,
