rl,call4,all,mit,
392,7,1616,24440,
429,13,3135,31931,
721,10,2629,21669,
899,27,3501,12711,
485,22,1471,33358,
652,25,3108,18609,
1499,18,4134,31135,
929,47,3946,22754,
299,26,1466,26562,
315,20,1100,26607,
341,20,1829,23556,
448,29,2952,31978,
636,27,2170,29420,
679,18,2271,40668,
627,37,2551,40718,
579,11,2363,36487,
568,28,2373,23713,
797,45,2932,22487,
529,42,2528,22744,
414,23,2734,9838,
745,42,1823,15326,
811,31,3676,17650,
595,22,2199,23246,
990,16,3312,29471,
826,6,3085,38085,
723,9,2407,43203,
465,16,2381,32732,
173,10,1800,29968,
404,11,1607,36956,
455,10,2018,39718,
567,8,2163,38746,
764,7,3332,33095,
509,1,2793,25934,
893,10,2653,38540,
418,7,1745,53002,
425,11,1898,42338,
424,5,1655,41035,
318,5,2092,43409,
331,5,2712,40072,
435,6,2118,45798,
938,1,3095,41673,
716,3,3621,39176,
549,3,2645,36007,
153,2,2399,50372,
284,6,1856,43764,
208,2,1751,40103,
425,2,2770,37152,
472,3,1934,38153,
328,5,1377,19429,
135,5,1098,20167,
402,14,1227,11081,
235,14,845,17571,
168,11,839,9842,
238,10,1051,12159,
377,13,1911,10121,
296,2,728,14322,
195,3,861,27611,
292,1,1248,15030,
282,1,1591,25701,
248,2,612,30941,
237,7,1104,31956,
281,5,1175,38511,
215,6,1179,23134,
127,6,831,40632,
70,3,645,33261,
91,2,899,31832,
137,3,912,49249,
196,1,1676,32097,
112,6,726,44428,
80,4,570,45226,
55,4,961,41565,
43,6,634,35399,
134,1,933,46678,
164,4,1506,48454,
128,7,827,47052,
96,5,1024,34407,
281,5,1843,30319,
36,13,754,26946,
532,8,1843,47293,
320,28,1616,54249,
152,23,874,46710,
127,20,976,44533,
177,20,839,50534,
143,29,731,53581,
401,25,1685,40498,
466,4,1506,23760,
471,5,2155,21262,
331,3,1429,18466,
341,13,960,27369,
397,24,1057,33103,
376,17,833,19876,
496,28,3205,23092,
389,28,1340,33625,
484,22,1146,26280,
508,17,1200,20699,
667,13,2566,45577,
311,2,1565,37611,
196,2,795,49288,
122,2,1047,48296,
161,12,527,53288,
153,11,836,51375,
212,10,893,39739,
155,12,748,50367,
188,11,807,46067,
156,6,1015,46355,
103,5,678,45628,
104,5,581,50998,
257,6,1255,49831,
137,6,969,53722,
340,5,1353,53253,
123,4,1239,54898,
346,4,1582,43662,
186,4,1473,49267,
214,4,705,55346,
253,5,716,53822,
151,7,626,42618,
276,3,1393,38259,
228,13,1259,41372,
189,10,1148,42850,
134,11,717,56207,
296,13,1540,34907,
468,13,1419,41254,
107,9,686,24976,
218,8,1106,14303,
167,18,1103,22108,
228,19,906,28601,
522,23,2028,38120,
301,17,1329,38775,
257,20,1279,35714,
558,13,1265,34106,
319,3,1338,21991,
496,14,1290,45299,
137,10,416,27785,
314,11,649,42736,
143,10,761,41504,
235,13,896,41330,
398,3,726,32162,
295,6,1037,29134,
379,8,1432,27941,
295,4,602,21454,
357,7,1062,12333,
316,2,883,19812,
385,11,981,23420,
340,10,914,32392,
384,10,1117,33454,
162,10,693,29563,
416,14,1477,21319,
149,4,614,24151,
156,7,660,19538,
320,6,1031,20032,
148,3,890,50231,
173,2,1005,41097,
134,1,691,42102,
135,4,509,31322,
66,6,469,39922,
64,5,606,26510,
153,9,529,31778,
56,8,398,26309,
92,10,548,43601,
134,11,890,35491,
243,8,756,26616,
132,8,850,30983,
194,17,766,28106,
169,7,709,29254,
125,11,323,22348,
116,11,606,24601,
133,7,537,28606,
130,2,528,36760,
219,4,755,29917,
114,2,812,38254,
186,2,807,24562,
90,4,687,10068,
85,2,431,16370,
95,17,551,22534,
241,109,744,13382,
277,125,473,12200,
208,12,529,19395,
146,2,606,25867,
38,0,158,14171,
47,1,302,5192,
6,0,198,0,
108,1,429,6181,
7183,436,18254,123227,
96,0,984,1209,
278,5,855,31464,
154,10,674,20556,
105,7,292,6281,
227,5,828,7209,
109,9,341,12333,
122,12,436,20768,
159,2,314,18142,
210,1,737,18964,
156,1,337,25424,
224,0,1052,20177,
232,20,909,34611,
218,0,948,17593,
261,0,677,24630,
202,1,916,34966,
177,1,886,41768,
143,1,730,38815,
132,1,623,41527,
138,1,300,39374,
133,1,965,34540,
250,2,783,36758,
378,0,1553,34886,
380,0,1426,34858,
232,129,868,24930,
149,6,862,47667,
93,1,722,34845,
294,105,1050,25901,
311,54,796,54255,
352,99,650,19265,
580,1,2332,30572,
283,121,657,8151,
220,50,775,8806,
325,120,881,13950,
357,117,770,10281,
162,82,489,11603,
134,31,685,13657,
261,143,599,14674,
117,0,687,27651,
381,0,2241,17738,
205,0,872,23485,
217,0,550,39061,
227,5,567,35408,
78,5,472,39895,
96,4,322,47248,
91,5,420,42523,
122,4,499,32480,
153,0,509,35496,
204,1,995,45119,
207,1,667,41151,
427,5,1525,40406,
362,5,1227,22558,
176,7,751,24623,
264,5,1370,27131,
589,5,1903,22348,
317,3,1063,33641,
124,1,585,27918,
193,2,1039,42159,
112,2,744,40434,
80,1,384,36099,
79,4,503,38668,
184,4,672,33122,
50,3,585,33254,
54,1,497,31407,
84,2,358,34887,
102,0,543,35000,
351,0,1231,30371,
263,1,1276,26474,
215,0,889,21457,
593,4,1578,28641,
217,3,667,36170,
199,2,690,35985,
357,4,1089,27440,
233,4,572,19521,
320,3,740,29411,
286,2,532,23932,
309,1,932,2368,
5649,0,7831,16780,
101,0,563,49185,
169,0,383,42753,
131,0,688,54755,
219,1,731,48317,
138,1,404,46193,
18,0,205,35228,
15,1,247,46162,
78,4,843,45991,
25,7,353,61146,
11,4,286,74787,
13,6,391,60838,
30,1,474,59053,
42,18,578,54147,
10,2,273,56988,
28,14,628,56576,
43,10,277,58103,
21,14,304,51422,
29,15,456,45051,
32,15,355,52742,
51,5,577,68310,
41,3,578,72647,
47,17,495,67134,
77,16,452,67049,
77,16,593,65872,
66,10,325,80911,
62,16,284,66144,
98,17,425,65424,
42,11,258,73956,
78,1,353,71138,
37,2,265,58405,
37,2,174,64416,
68,1,374,48009,
71,0,306,40303,
130,2,503,79688,
52,0,374,60578,
30,0,246,47136,
41,0,275,68699,
47,1,325,64825,
64,1,344,77693,
24,1,271,86512,
51,2,384,77744,
13,2,216,85857,
26,2,204,62222,
26,1,274,82607,
26,2,166,73012,
26,1,258,64510,
10,2,198,82211,
26,2,359,56148,
29,2,369,58446,
25,3,448,81973,
40,1,523,83819,
35,1,261,71080,
24,0,267,53267,
26,0,392,51677,
32,0,380,60833,
30,1,289,63595,
20,2,406,67083,
23,3,486,73915,
10,3,193,81676,
10,2,340,85022,
16,1,329,91318,
12,1,214,69182,
19,1,296,77723,
14,1,184,70623,
17,3,334,90995,
8,1,243,66954,
18,2,174,87189,
22,3,347,79739,
20,2,318,71725,
19,2,316,63439,
10,3,172,60570,
25,1,252,91948,
29,0,306,91554,
48,1,342,85898,
67,0,324,54918,
130,2,418,57466,
110,2,497,44701,
108,1,369,33736,
86,2,253,52033,
208,0,565,23227,
161,6,572,39594,
135,5,558,66636,
94,4,325,43117,
165,4,481,42941,
181,6,677,50485,
105,5,349,56995,
51,5,358,38247,
233,8,883,55271,
54,5,332,50088,
90,9,601,36179,
110,3,542,81012,
62,3,828,74273,
104,1,539,106296,
49,0,398,54699,
73,0,296,69086,
59,0,358,67064,
20,2,202,84512,
57,1,361,81245,
50,2,323,77109,
82,3,468,67773,
46,6,488,78887,
50,8,548,62291,
54,7,332,48808,
28,6,582,77894,
44,5,349,64620,
48,2,216,78756,
19,3,267,62015,
36,1,380,70531,
47,1,503,67225,
36,1,433,58461,
17,0,152,75028,
23,0,279,64173,
4,0,227,71233,
13,0,332,93863,
38,4,941,78245,
17,4,377,54110,
43,4,751,73237,
14,6,635,81788,
65,6,546,72351,
44,4,521,97742,
52,4,432,78818,
27,2,357,51238,
50,2,418,65478,
89,1,553,38949,
55,2,280,62513,
64,2,475,63628,
45,1,474,72297,
80,2,636,65991,
68,0,752,58088,
53,0,506,61018,
84,1,955,56869,
46,2,478,71159,
53,1,394,60681,
40,2,307,61306,
58,2,889,50830,
62,1,793,68968,
104,1,749,46466,
83,2,503,33157,
108,2,847,48025,
80,2,727,35695,
73,2,894,36342,
83,1,501,33905,
115,1,1188,58411,
120,2,1233,77791,
33,2,308,58441,
28,1,205,73157,
93,3,591,72306,
97,6,1247,65139,
69,4,872,65322,
66,6,794,37933,
98,5,1078,52511,
94,11,1310,62953,
33,1,931,57204,
87,6,654,54493,
77,5,421,58630,
53,4,537,62386,
63,4,770,57066,
51,1,483,71377,
75,2,650,69399,
29,1,302,67799,
84,12,605,59394,
52,20,446,61802,
44,16,585,49432,
63,17,285,55352,
77,13,770,50420,
61,19,773,41618,
76,19,547,60099,
125,5,964,41272,
210,3,1466,36025,
125,3,810,39893,
189,2,1657,36209,
408,4,1825,17495,
71,2,477,26631,
183,1,1064,13220,
155,0,1038,23524,
83,1,877,43088,
24,2,381,26286,
35,1,718,42415,
56,2,443,56122,
162,2,978,46877,
100,0,1319,43670,
43,0,634,32906,
118,3,738,49170,
118,3,654,23884,
124,10,1018,44127,
160,4,799,48669,
110,7,640,39681,
69,5,921,40090,
138,7,1007,38995,
200,7,693,45784,
168,4,781,39037,
59,2,588,40119,
86,3,877,37157,
123,6,594,50060,
130,4,1286,51464,
184,2,1250,30780,
384,1,1958,16285,
262,0,614,11382,
260,1,599,8720,
470,2,1309,20094,
1123,2,1998,19672,
676,2,1736,12077,
1040,2,1812,21849,
886,4,1239,15031,
769,4,1281,18933,
935,2,1946,13894,
670,8,1231,15054,
800,7,1373,8183,
855,6,1571,12771,
701,6,1365,18105,
919,12,1776,8232,
1162,7,2138,10096,
870,13,1478,7246,
1010,18,1787,4285,
754,10,1472,4534,
812,13,1398,7510,
940,18,2111,2697,
753,4,1456,1747,
881,7,2160,2075,
181,0,1129,152,
