rl,call4,all,mit,
152,9,387,3220,
167,13,610,3582,
228,12,513,2488,
282,25,651,1801,
149,21,378,3028,
207,26,584,2297,
411,17,810,3364,
280,40,697,2761,
105,20,346,2923,
98,15,285,3091,
108,15,492,2554,
151,24,590,3441,
200,21,440,3201,
206,20,464,3828,
193,30,529,3848,
190,12,509,3614,
181,24,508,2748,
269,33,612,2463,
187,31,557,2595,
159,18,621,1736,
258,29,470,2246,
306,24,800,2576,
193,22,488,2942,
298,21,638,3410,
260,10,620,3520,
222,13,514,3943,
169,21,513,3424,
85,14,449,3586,
148,14,417,3730,
156,14,452,4032,
177,13,501,3648,
243,14,681,3399,
177,5,585,2853,
268,18,560,3738,
147,14,456,4452,
154,17,434,4088,
144,10,398,4059,
111,11,550,4105,
152,8,639,4316,
165,11,538,4186,
301,7,716,4434,
277,8,832,3905,
196,8,620,3804,
79,5,588,4447,
124,12,499,4037,
95,5,497,3887,
160,5,635,3704,
206,8,528,4319,
134,8,418,2520,
72,8,358,3001,
183,17,375,1836,
115,16,306,2469,
98,13,305,1838,
130,10,350,1965,
164,19,549,1734,
125,5,286,2164,
93,7,323,3620,
130,6,383,2380,
138,6,506,3274,
123,5,263,3668,
103,12,363,3541,
127,10,415,4398,
105,11,407,2901,
81,10,344,4091,
50,9,247,3648,
62,7,318,3599,
102,8,345,4519,
113,5,517,3396,
71,11,322,4087,
71,7,267,4106,
43,6,422,4094,
39,11,321,3549,
78,3,352,4137,
104,9,513,4290,
92,15,324,4173,
67,9,430,3376,
149,9,530,3317,
37,18,301,3231,
206,11,540,4666,
160,23,515,4768,
84,19,392,4540,
78,16,370,4254,
89,15,355,4507,
70,25,307,4521,
168,22,521,4298,
175,10,453,2818,
199,12,658,2928,
121,8,483,2450,
129,15,313,3409,
144,22,358,3679,
155,16,334,3009,
211,25,910,2992,
139,22,455,3642,
174,20,407,3250,
201,17,416,2868,
269,20,807,4206,
145,5,518,4159,
104,7,346,4508,
69,5,411,4904,
74,14,227,4806,
83,12,314,4518,
101,12,307,3790,
75,14,268,4765,
96,12,322,4159,
80,11,377,4636,
57,9,243,4320,
63,9,212,4726,
124,11,459,4874,
79,10,420,4767,
166,8,463,4627,
76,8,419,4796,
142,9,510,4446,
90,7,448,4598,
92,6,250,5491,
90,8,269,5029,
66,12,257,4027,
105,7,402,4108,
85,15,414,4173,
96,10,428,4234,
69,12,248,4782,
117,19,455,3760,
185,16,408,4397,
53,15,227,3010,
95,11,372,2123,
80,20,305,2860,
105,18,318,3706,
208,22,589,4486,
127,16,431,4236,
113,20,383,3674,
212,18,416,3556,
127,10,394,3142,
186,19,403,4584,
59,10,140,3389,
113,12,191,4022,
81,10,305,4223,
107,15,347,4544,
150,8,242,3640,
113,11,320,3336,
140,13,443,3579,
115,7,219,3057,
159,14,381,2125,
134,5,318,2886,
158,13,377,3322,
146,10,340,3677,
168,11,401,3797,
88,10,289,3752,
186,19,499,3184,
74,6,231,3219,
91,12,285,2904,
188,14,452,3071,
82,7,407,4951,
95,8,381,4311,
87,3,297,4501,
71,9,207,3608,
50,13,283,4204,
43,9,258,3292,
78,12,223,3826,
38,11,179,3131,
58,16,241,4704,
79,18,358,3657,
102,11,283,3427,
70,15,326,3430,
86,22,242,3389,
75,9,263,3394,
59,14,151,2987,
59,14,259,3157,
67,11,228,3368,
62,6,239,3794,
109,10,287,3322,
78,5,374,4117,
115,6,346,3092,
74,10,334,1853,
62,6,220,2808,
64,19,238,2571,
110,60,245,1832,
121,61,155,1979,
128,15,250,2566,
87,6,298,3260,
27,1,79,2226,
30,4,131,963,
11,1,124,4,
72,4,203,1167,
2466,570,4118,10678,
104,0,504,392,
152,9,356,4044,
93,15,264,3024,
67,9,140,1438,
121,8,377,1575,
57,13,136,2219,
67,19,179,3175,
78,6,156,2919,
102,3,274,2894,
79,3,158,3838,
108,2,332,3059,
120,16,284,4310,
115,2,341,2747,
142,2,282,3505,
114,5,365,4204,
90,5,298,4806,
85,4,302,4052,
63,6,257,4456,
72,5,138,4169,
72,3,362,3661,
108,8,282,3987,
167,1,472,4072,
171,2,454,4115,
98,61,302,3130,
81,15,331,5023,
69,3,317,3856,
119,52,328,3059,
138,38,294,5295,
143,50,228,2442,
243,4,627,3682,
104,55,210,1306,
89,30,225,1614,
121,53,247,1862,
132,55,207,1443,
74,42,172,1739,
83,25,236,1835,
109,69,199,1962,
99,2,336,3545,
233,2,937,2667,
136,1,390,3258,
101,2,254,4060,
108,10,280,3627,
52,9,257,4058,
55,7,176,4713,
49,14,179,4325,
64,9,250,3766,
80,3,223,3854,
106,7,394,4338,
106,5,283,4102,
182,14,466,4254,
166,8,386,3141,
115,14,322,3212,
153,9,483,3603,
272,8,619,2820,
147,9,356,4154,
72,3,260,3362,
96,5,336,4390,
69,5,297,3958,
53,3,200,4055,
60,10,231,4048,
103,13,276,3807,
41,7,239,3537,
51,5,264,3328,
50,8,155,3617,
72,7,248,3338,
162,3,415,3381,
151,5,440,3534,
112,1,406,3174,
252,10,547,3344,
99,7,275,4250,
93,5,280,4000,
160,9,417,3035,
106,9,232,2335,
136,7,269,3474,
126,5,234,2820,
171,3,427,598,
2296,0,2576,2254,
65,2,284,4524,
71,3,209,4217,
76,5,303,4799,
108,4,358,4692,
75,8,190,4787,
24,3,182,3967,
31,7,183,4761,
74,8,388,4515,
38,14,236,5199,
26,7,207,6171,
24,11,257,5410,
37,4,297,5359,
62,28,277,4685,
23,6,196,4971,
34,15,291,5189,
35,13,146,5070,
23,15,161,4479,
32,16,221,4438,
39,19,197,4881,
50,10,284,5941,
58,12,306,5935,
42,16,238,5969,
64,14,252,5919,
69,14,281,5551,
43,10,188,6002,
42,14,180,5367,
66,18,216,5572,
29,13,159,5829,
54,7,249,5818,
38,8,187,4791,
33,8,146,5189,
59,4,233,4886,
53,1,211,3988,
96,8,302,6245,
47,6,231,4833,
26,2,164,4241,
39,3,218,5685,
46,5,232,5462,
58,4,242,6080,
30,3,216,6649,
72,11,289,5966,
16,7,157,6234,
36,5,173,5214,
34,5,221,6065,
33,10,119,5682,
28,5,185,5123,
13,5,156,5946,
27,6,207,4794,
35,6,224,4864,
35,11,301,5741,
49,5,316,5900,
32,5,185,5370,
34,5,184,4658,
30,3,257,4892,
39,2,268,5595,
