rl,call4,all,mit,
35,4,206,5603,
28,7,241,5345,
47,8,348,5779,
17,10,199,6401,
22,8,232,6224,
27,6,281,6787,
23,5,191,5208,
30,3,222,5918,
21,3,157,5387,
47,10,228,6657,
23,5,216,5564,
28,5,167,6769,
36,9,225,6155,
37,7,235,5380,
31,5,228,5139,
22,8,157,5104,
29,6,208,6531,
36,4,234,6579,
41,10,241,6621,
51,4,218,5067,
69,12,255,4645,
73,7,256,4310,
53,10,213,3795,
52,9,127,5018,
105,4,229,3118,
75,16,253,3935,
73,8,279,5258,
64,6,184,4178,
99,12,235,4394,
94,16,303,4812,
57,9,142,5146,
36,9,210,3991,
139,13,397,5008,
44,9,216,4861,
59,15,271,3662,
67,7,251,6455,
55,7,406,6105,
78,7,271,7032,
42,3,238,4966,
59,2,216,5519,
46,2,205,5467,
24,6,152,6632,
47,7,235,5789,
40,6,198,5671,
66,11,281,5262,
40,11,275,5461,
48,14,299,4901,
54,11,180,4206,
27,10,313,5539,
51,9,238,5029,
41,7,125,5833,
24,10,191,5060,
37,3,218,5407,
57,8,316,4865,
51,8,267,4590,
22,4,130,5440,
28,6,194,5009,
11,3,163,5669,
26,2,174,6307,
71,9,518,5579,
29,6,264,4506,
77,6,409,5725,
28,13,360,5868,
59,11,294,5234,
40,8,243,6569,
41,9,209,5772,
25,6,257,4189,
41,7,213,4708,
74,4,280,3752,
42,8,190,5077,
57,7,235,4714,
38,4,256,5158,
78,10,320,5106,
74,4,336,4944,
65,2,276,4980,
74,6,440,4725,
38,7,280,5030,
47,4,224,4936,
35,5,199,5041,
57,7,354,4883,
60,4,393,5728,
84,6,363,4387,
71,6,252,3234,
99,6,389,4437,
67,6,309,3565,
64,7,387,3761,
57,3,226,3688,
92,4,472,4807,
101,7,459,5516,
38,6,174,4821,
27,4,129,5736,
74,9,243,5897,
79,13,484,5041,
56,9,361,4693,
66,11,378,3792,
101,10,425,4530,
102,19,507,4755,
46,3,424,4722,
63,11,284,4653,
59,11,224,4498,
52,7,278,4796,
49,7,337,4883,
48,6,237,5343,
59,6,264,5182,
25,5,194,5561,
83,18,315,4776,
46,19,217,5032,
37,16,264,4690,
44,16,186,4643,
79,13,291,4212,
48,17,326,3996,
57,18,249,4799,
103,9,410,3915,
139,7,508,3625,
91,7,341,4165,
132,5,577,3529,
201,9,580,2388,
58,5,242,3002,
114,3,391,2074,
131,3,407,2851,
70,4,363,3969,
25,6,206,3150,
47,4,309,4041,
54,7,209,4438,
118,8,382,4077,
87,5,448,3956,
52,5,314,3590,
82,12,298,4344,
69,9,286,2730,
99,20,396,3825,
85,8,284,4221,
61,12,271,3754,
52,9,338,4047,
104,12,384,3833,
108,14,266,4231,
91,8,306,3890,
40,5,259,4045,
59,7,309,3828,
84,13,278,4495,
88,9,431,4369,
113,5,401,3429,
164,3,574,2386,
113,1,230,1976,
125,4,226,1693,
146,6,343,2705,
270,5,465,2786,
174,6,403,2141,
226,7,392,2995,
197,12,297,2237,
160,10,333,2739,
236,5,448,2240,
155,15,296,2433,
172,13,345,1521,
196,10,364,2192,
150,10,337,2600,
203,19,413,1527,
276,9,511,1823,
187,16,339,1330,
241,21,456,996,
171,12,317,944,
193,15,328,1448,
260,23,659,834,
186,8,434,550,
294,11,801,706,
237,1,888,120,
