rl,call4,all,mit,
1353,0,7186,122456,
1125,0,6269,123955,
1021,0,5471,53025,
2979,12,11305,33244,
197,10,4552,34336,
2582,29,6954,55724,
5787,0,17918,95031,
1393,191,6355,72780,
82,2,3504,61215,
5,0,3001,87130,
75,0,16504,47862,
534,19,5994,102474,
645,2,3062,85053,
383,4,4934,90732,
539,24,4836,100843,
697,0,6025,88353,
814,4,4651,61938,
3703,15,14540,51437,
903,23,10431,54547,
789,0,9271,46928,
3853,7,8200,53923,
6586,5,20986,91352,
487,24,6577,90613,
1987,20,5744,110201,
2996,1,10940,63721,
1373,2,6756,91952,
696,24,8549,92261,
260,1,5730,139962,
569,1,4482,109261,
507,2,5841,130003,
480,2,7890,86258,
2821,9,9157,84067,
839,2,8623,68812,
2017,34,9323,100386,
281,27,8054,105903,
693,18,8811,123149,
304,8,4094,124510,
54,19,12290,117292,
1077,0,7119,166904,
742,5,7646,108327,
2619,16,12233,173407,
5242,3,25220,117338,
766,3,11575,114379,
183,0,10234,120393,
420,11,10545,101336,
286,0,7645,103509,
789,0,12370,102709,
1756,2,10696,188028,
203,0,5515,59040,
151,0,6914,120868,
2888,18,5760,46617,
821,6,6349,68975,
611,3,7238,48586,
2604,0,6295,46596,
1714,60,11031,45590,
550,0,7104,61438,
575,0,7623,145660,
682,7,5686,88661,
1262,7,9203,112315,
1195,0,8424,121400,
331,3,7582,103776,
694,8,10630,174917,
616,6,7193,94330,
668,0,10433,116086,
142,10,3096,119254,
224,5,4961,111587,
1395,3,11758,135953,
1384,2,11131,84488,
326,5,7566,103526,
758,0,5361,97557,
128,0,18367,127361,
138,5,11395,95479,
308,0,6247,97308,
1467,1,20170,103117,
863,49,6168,95362,
192,2,14162,75218,
1379,2,9682,91516,
238,10,3974,104515,
2563,0,11419,168111,
3050,6,16137,134422,
473,3,19815,157449,
572,0,7261,114500,
347,0,11332,119699,
123,17,6436,110054,
1457,20,11905,150142,
1666,8,9830,73296,
2216,16,17849,96116,
348,3,10706,58933,
415,0,5840,125736,
1241,4,6828,122833,
2028,0,13058,119610,
3777,40,35636,93465,
644,0,13855,121414,
1109,12,12018,98695,
3569,5,11606,94749,
5555,96,35419,102868,
1152,0,10478,158861,
1802,4,10667,129320,
500,0,11691,192443,
248,0,5640,144189,
395,0,4934,119044,
522,4,4605,93613,
266,0,3743,170921,
573,0,9337,105154,
209,5,7979,170217,
171,2,3207,122868,
242,2,2402,154018,
1248,5,13616,169642,
1106,0,23109,140609,
2419,0,10103,108128,
436,10,10548,132093,
1542,10,15854,156568,
482,0,11938,141332,
226,0,3108,257437,
101,0,4200,173981,
146,2,7721,111894,
157,0,5325,151702,
54,0,15175,128644,
736,0,13505,125479,
182,0,4714,116413,
708,62,7726,124684,
1507,5,5824,164261,
49,8,2972,75282,
417,0,7123,56477,
127,9,1809,87119,
454,4,7155,166656,
3011,7,12088,220801,
761,1,13574,161642,
524,1,9892,94271,
1715,36,10530,86156,
434,23,4718,117217,
1492,27,10212,159460,
31,0,458,117027,
48,0,383,107580,
410,0,7290,131315,
1188,0,10705,189216,
1414,3,3638,113591,
593,7,7185,95878,
594,2,12090,142650,
380,0,3591,106646,
1554,24,9621,73333,
913,0,7793,101629,
1555,0,12697,134283,
953,0,7310,110561,
1473,0,11034,132163,
453,0,5539,150167,
4810,58,17641,136668,
102,0,2073,114263,
919,11,8463,105434,
4695,54,17247,127314,
516,0,20626,179529,
537,12,9660,131224,
1005,0,10093,156324,
94,2,3323,116778,
334,12,10322,131765,
89,2,6213,105560,
145,0,3516,134078,
54,0,2909,82471,
269,20,8389,182042,
306,15,9236,84698,
155,4,6549,124371,
105,24,7687,85592,
190,19,3788,116446,
102,0,4279,96281,
58,3,2560,101683,
170,1,6148,98418,
203,0,4359,92187,
106,5,5382,86139,
958,6,6403,77844,
558,0,15032,131899,
1033,1,9435,98190,
857,7,12712,54554,
689,5,5054,126101,
383,4,4100,36909,
214,133,1159,21782,
343,8,288,43459,
1865,7,6362,61214,
939,4,11918,97439,
16,0,186,58085,
8,0,651,10548,
6,2,9542,17,
612,0,5024,17843,
1835205,1724377,1150437,920351,
8295,0,59214,3793,
2279,2,9088,170370,
392,6,2224,109451,
784,0,2315,40710,
1444,0,17286,46553,
27,3,595,76545,
179,18,2863,125244,
419,4,3771,113773,
787,0,5116,101207,
295,0,2443,212591,
419,1,6740,128210,
938,12,1961,188011,
805,0,7133,99490,
2780,12,12281,152533,
776,6,10885,168372,
308,4,4819,215117,
771,8,8043,113291,
12,12,5572,144721,
172,0,1735,134059,
230,0,8188,87951,
204,18,4419,127204,
1638,0,10137,150294,
3112,1,12780,145305,
344,34,4395,89919,
186,99,10959,216543,
340,0,13659,112485,
291,7,5298,69278,
1759,84,6080,209479,
876,19,2820,46886,
2072,6,12102,131881,
148,10,854,15952,
69,1,358,39196,
123,2,541,25242,
118,10,114,14368,
201,2,559,31098,
565,15,1921,26360,
362,89,1190,25860,
1388,0,12661,128153,
15582,0,112987,86214,
4207,0,17009,128439,
652,1,6296,118406,
542,15,7722,86642,
124,2,9987,118512,
183,0,4214,171912,
82,6,1427,124879,
70,6,7741,128675,
402,11,3371,112986,
932,10,9920,114431,
1158,2,7775,105308,
1731,17,8367,161879,
1379,2,5513,118454,
2125,4,12189,122500,
3802,7,12615,141065,
7294,2,23630,76390,
1349,35,4595,185777,
349,0,7537,103942,
373,1,3875,138238,
353,0,6534,99743,
169,0,6013,147767,
411,8,2708,129845,
309,5,5816,130682,
132,0,4118,84903,
810,5,8114,75175,
