rl,call4,all,mit,
142,7,1781,81966,
744,10,9608,56300,
1118,11,5915,87559,
2892,4,10752,153045,
1277,0,24982,132110,
5004,3,16777,104598,
247,0,7867,194591,
393,1,6991,143266,
1732,0,13610,71729,
302,18,2834,35195,
2500,0,4698,107671,
558,6,6132,54537,
5659,0,23017,6001,
2146846,4,840043,51314,
488,12,10119,123731,
234,3,5835,122004,
293,14,13791,126162,
1573,0,17858,155919,
279,2,3479,180965,
397,0,13265,146787,
230,11,6458,192129,
1242,0,11817,153868,
1323,161,11640,145775,
268,3,7199,226042,
501,5,11843,179704,
274,0,11548,191502,
773,105,7791,114637,
151,4,7486,140382,
525,1,8242,168484,
57,11,2511,154031,
67,1,3567,116174,
112,0,3771,149162,
176,86,4862,164220,
268,4,7563,239480,
1018,41,10383,184908,
319,5,6510,246885,
966,1,7578,223213,
1824,1,5405,180369,
251,16,3947,163752,
37,0,6605,158278,
477,28,4545,190793,
5,3,3593,170567,
148,40,11025,199059,
367,21,7063,110955,
237,9,4311,130500,
381,8,7250,201457,
359,0,7893,106962,
1964,40,13573,203687,
514,24,8939,108391,
144,1,3930,110744,
355,2,6867,179127,
511,5,8838,155902,
1250,2,10366,185829,
234,0,8442,226608,
2746,179,23382,171418,
16,2,5162,146580,
483,16,6653,148234,
510,6,10045,151632,
219,28,3479,152732,
43,0,5133,122205,
7,0,6421,138646,
148,5,5277,127356,
639,0,4828,130355,
297,50,15945,101532,
459,31,13043,123635,
307,0,6429,128594,
504,1,6454,146220,
437,1,7344,175411,
1301,1,14644,228615,
505,6,5807,204317,
454,8,5670,158817,
1148,21,14064,167296,
93,13,9818,228266,
228,105,9822,178811,
362,0,16568,229554,
399,5,6151,113632,
440,3,9210,165659,
240,0,7108,113424,
2208,51,10857,197508,
396,5,11072,205000,
263,0,9128,257727,
492,4,7541,203324,
480,22,11510,126584,
240,1,8225,137899,
405,40,7034,138124,
264,11,10462,191355,
369,1,10561,186918,
337,56,7728,223097,
479,2,10279,179183,
752,27,10921,114903,
682,2,8331,135158,
281,5,11396,133250,
348,2,3863,168195,
1617,8,6897,109186,
416,32,11088,110793,
709,0,8507,140296,
472,0,7745,119691,
2277,27,8847,153827,
1534,56,10567,166592,
334,0,2377,184815,
300,7,9558,128272,
2651,10,16622,169001,
327,19,7663,179016,
411,4,6454,95868,
251,0,4855,242442,
1076,3,24898,230920,
603,69,7090,177847,
573,3,7839,177748,
514,0,8457,170024,
410,12,5976,172461,
212,1,4727,261624,
409,11,9688,130958,
345,4,5425,151822,
756,54,11136,119982,
744,27,14668,92040,
479,19,10650,111055,
891,4,4245,98284,
203,6,12314,107484,
738,0,9639,110528,
171,0,1860,151231,
510,28,5581,149608,
130,0,3306,130542,
852,39,15447,84793,
588,22,7930,81791,
116,2,4123,119462,
43,12,6242,116338,
53,3,3953,180549,
912,13,3827,134750,
3578,94,28736,124411,
179,0,11637,115089,
3018,4,14708,172388,
454,71,11659,152507,
1026,10,7963,107452,
120,2,4544,146916,
64,7,3549,156075,
98,4,10786,85895,
65,24,6443,68978,
374,2,7733,104861,
58,20,5013,140026,
550,12,5923,82217,
187,2,8294,111934,
1685,29,15509,136901,
1467,19,10609,142540,
915,4,12363,135854,
1028,10,12513,119795,
200,44,9272,82148,
280,8,6847,126543,
82,0,3673,149127,
668,23,7466,191195,
817,8,14171,200381,
1604,26,12859,142421,
405,4,6141,68245,
1897,0,14349,128824,
733,0,6920,86357,
764,2,14391,109233,
555,0,5550,117558,
1480,60,14119,129060,
1900,22,9020,110486,
353,0,3793,113602,
84,8,3748,177723,
676,0,4032,202839,
957,0,16159,127577,
565,38,9906,65965,
585,3,10153,105475,
2218,16,17229,131252,
3334,44,12983,94524,
628,0,13022,137417,
375,4,5441,115399,
397,12,4252,78572,
343,0,6942,95702,
129,0,9550,145425,
503,13,3555,110823,
192,28,2637,126507,
102,125,8331,171662,
1320,52,10075,129968,
302,1,4473,133119,
80,1,5287,160401,
243,17,3481,117476,
936,2,3611,99571,
658,0,8213,112056,
302,2,9541,111396,
2554,12,17448,111427,
2267,0,10726,96291,
488,0,8559,153719,
1718,1,20002,75107,
6037,6,18780,62469,
685,6,8016,82510,
956,3,10214,55277,
2006,3,7707,79561,
723,2,10811,125099,
57,1,4735,104796,
367,2,5550,109749,
319,1,3653,83582,
1918,41,16051,85748,
496,14,11614,91087,
587,4,6756,112157,
575,49,7387,116260,
928,7,7494,62106,
1091,77,7955,75222,
140,9,7051,104199,
294,2,6458,101258,
53,20,4299,136398,
1850,2,8376,106216,
629,34,5297,116024,
249,2,5672,113032,
80,1,6821,131168,
281,0,7054,113959,
703,7,6256,131641,
503,1,9011,101211,
772,6,4923,105202,
1277,3,12246,67880,
653,2,3306,55593,
1348,8,5681,46543,
412,4,4958,73940,
2742,16,8635,94611,
355,0,4567,76133,
621,8,5023,107006,
376,22,3191,61495,
240,5,5956,106061,
583,0,6383,66919,
142,4,4223,90537,
846,1,7115,35783,
333,5,4223,70257,
27,0,4025,82135,
460,21,7183,35275,
2229,0,15127,53069,
47,14,4047,25186,
1599,40,12944,21563,
105,0,2984,17236,
890,1,5654,41278,
6164,30,56615,21596,
1817,9,17251,8467,
16738,31,130132,16707,
144474,0,304358,1270,
