X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
all,rl,0.3481,-0.5597485,0.042740017,0.34071,5.321928,0.9528108
mit,rl,0.19027,0.068254374,0.040069997,0.18384,5.321928,0.34930736
call4,rl,0.17725,-0.24257576,0.0902,0.17106,5.321928,0.6479396
mit,all,0.16997,-0.007248819,0.0143800005,0.16405,5.321928,0.42097366
all,call4,0.14799,-0.46514523,0.027450003,0.14068,5.321928,0.7830295
mit,call4,0.14751,-0.2228157,0.051120006,0.14188,5.321928,0.60854393
