rl,call4,all,mit,
7951,73,1174388,14774612,
32497,0,871841,15049249,
6028,0,169175,20571636,
23629,4149,573483,20985201,
5825,0,283872,18036025,
42654,558,1404493,12030079,
29728,253,727214,11200209,
6834,22,426496,15961163,
1971,171,592413,15866200,
1811,36,381020,24814386,
43306,144,373375,17493082,
160514,1038,2286988,16774736,
9799,0,1155154,16838089,
139408,73,1233481,22694271,
41868,7556,940789,20395216,
38342,86,629736,14964580,
4103,25,427250,18766104,
3653,67,362107,21337880,
19174,63,1239138,12649965,
2727,361,634244,9333241,
19323,32,743110,15920832,
1633,230,453981,19847016,
28172,133,607557,11615258,
20039,23,833319,15758913,
72448,257,1429594,19059559,
108301,2621,1043267,20001618,
48096,62,1205287,18808670,
50222,92,1062851,17002016,
9131,633,805399,10869856,
13731,150,651399,17907813,
3863,0,356440,20852381,
31644,362,633071,27031352,
36140,151,1260180,26795433,
73666,341,1059402,20378648,
18901,66,543963,10513120,
85035,0,1245545,18340883,
39890,0,628406,12652463,
40544,17,1391091,16061324,
26197,0,516118,17536307,
69390,878,1193882,17940557,
79964,288,713551,14906874,
23989,0,384639,16179297,
3812,140,365715,24095787,
32092,0,353574,27312287,
73371,0,1297211,17778506,
27310,3954,866322,9082626,
29143,22,880127,15819611,
123171,2165,1533982,18512524,
147859,378,1007391,13334254,
75536,0,1371854,19665332,
16317,28,478736,16650603,
20200,128,389357,10984959,
16740,0,597667,13530689,
6097,0,790426,20452586,
21177,2113,283946,15118341,
7621,421,213249,17910170,
4066,2080,779283,23517184,
63358,702,901510,18467948,
17187,6,431913,18377032,
4923,9,511402,22879128,
11364,210,320123,16778642,
78900,29,373227,14581276,
33354,0,692387,16511505,
12666,16,894623,15922476,
141485,133,1598335,16303501,
90016,0,742323,14184498,
19143,0,758423,22117363,
91144,10,1705636,10972500,
257813,57,1430724,10180565,
39936,86,806846,12499266,
45077,42,892692,9134266,
95938,48,601058,12430329,
34786,24,991949,18771296,
3924,7,487699,16202870,
19523,23,508209,15940697,
11832,9,322823,11708395,
73433,504,1456873,12148285,
21980,1692,1048244,13134794,
32511,27,596983,16953081,
52088,521,756800,16976854,
41326,82,649725,9958219,
92170,4314,758229,10994301,
6187,98,702626,14686348,
11098,20,531305,15112066,
3091,2623,384007,20087378,
70674,14,666669,15766310,
32598,282,533570,17031794,
9041,24,479168,16625328,
4145,5,599631,19002158,
16509,0,690911,17195347,
62499,46,601176,18567954,
20339,8,751930,14441353,
37531,84,400693,15851931,
57601,48,961208,11018571,
30340,32,305833,9053044,
61917,86,527910,7880344,
23652,50,431980,11592096,
108476,261,718032,14682349,
19298,0,374004,12422993,
32027,86,448962,16460465,
19680,183,319160,9961898,
9804,43,538211,16794116,
20559,0,539342,10927045,
14240,32,432116,14453032,
64027,9,653839,6233036,
15085,75,367920,11386563,
888,0,346058,12895526,
22303,190,634003,6061407,
92995,0,1286977,8975586,
3612,114,379570,4372345,
66023,324,1148119,3898734,
7207,0,288827,3028213,
41603,8,534304,6966180,
258880,191,4812652,3937834,
87895,101,1512638,1561848,
680226,344,11045758,3077169,
6221983,0,25023537,258183,
