X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
all,rl,0.44002,-0.38802335,0.043469995,0.43366,5.321928,0.90996885
mit,rl,0.23126,0.23125286,0.021789998,0.22381,5.321928,0.002670576
mit,all,0.20276,0.20016874,0.019509993,0.1969,5.321928,0.050904367
mit,call4,0.17919,0.035913333,0.099199995,0.17187,5.321928,0.37851903
all,call4,0.17289,-0.052450553,0.07586999,0.16799,5.321928,0.47470048
call4,rl,0.16023,0.079822265,0.06568,0.1533,5.321928,0.28356257
