X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
all,rl,0.42835,0.009580612,0.023189992,0.42151,5.321928,0.64712393
mit,rl,0.22367,0.17810014,0.027279995,0.21642,5.321928,-0.21347098
all,call4,0.19639,0.18718348,0.15582001,0.18835,5.321928,-0.09595057
mit,all,0.17926,0.12053225,0.010439999,0.17263,5.321928,-0.24233809
call4,rl,0.15829,0.14093222,0.11723,0.15261,5.321928,-0.13174893
mit,call4,0.1458,0.13064906,0.11508,0.13841,5.321928,0.12308914
