X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
all,rl,0.33804,-0.15128857,0.033989996,0.33121,5.321928,0.69952023
mit,all,0.18111,0.16020724,0.013489991,0.17375,5.321928,-0.14457785
mit,call4,0.17933,0.17811294,0.071550004,0.17212,5.321928,-0.034886558
mit,rl,0.17754,0.11655493,0.026600003,0.17158,5.321928,-0.24695155
all,call4,0.17194,0.17082526,0.08176,0.16441,5.321928,0.03338784
call4,rl,0.15982,0.15903226,0.058440007,0.1534,5.321928,0.028066881
