X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
all,rl,0.28475,-0.3053358,0.047290012,0.27744,5.321928,0.7681704
mit,rl,0.19428,0.1673951,0.030809999,0.188,5.321928,-0.16396616
mit,all,0.1637,0.1579385,0.022289999,0.15682,5.321928,-0.075904585
call4,rl,0.16097,0.09477339,0.08323,0.1537,5.321928,0.25728703
all,call4,0.14933,0.112551935,0.06306001,0.14318,5.321928,0.1917761
mit,call4,0.13512,0.111125,0.077070005,0.1291,5.321928,0.15490322
