rl,call4,all,mit,
4209,20,14513,1118150,
3265,24,11585,822005,
3787,11,11569,708190,
2539,43,10660,685448,
3254,43,16529,538746,
3916,59,11126,763456,
1839,19,9218,795152,
2350,36,9943,939175,
3480,15,15386,712428,
2912,13,14708,938907,
3097,13,18995,602826,
3678,34,13316,954108,
3802,23,13437,777666,
3662,65,12889,770209,
3772,33,15207,682796,
3807,45,16104,610426,
3920,24,13659,640457,
3519,24,14503,558861,
4447,27,14785,584432,
4745,24,15878,734622,
3279,6,14493,723733,
4159,26,15073,807834,
3990,48,15381,833374,
3749,66,11703,912133,
3118,26,12189,586437,
4055,15,13590,607462,
4260,39,16983,748677,
4068,11,17804,1123651,
3759,11,16417,813315,
4142,8,15337,923728,
3707,15,16401,729455,
2696,16,13869,681276,
3958,25,16528,770999,
3703,17,15654,746721,
4168,32,18903,722105,
4143,21,14525,785170,
3537,23,16767,817296,
3803,19,21965,815431,
4155,6,18345,1108065,
4254,18,19743,724347,
4324,43,18482,1034184,
3974,7,17430,747980,
4457,11,19271,963818,
3558,3,19703,848002,
3923,1,20012,675716,
3536,2,20692,710906,
4294,3,18419,684523,
4975,6,18997,1077911,
3843,11,18617,731034,
3077,11,14507,872398,
3120,31,14523,680711,
3785,11,16238,784267,
4015,17,14486,602931,
2937,5,15040,700523,
2694,34,15995,577367,
2803,7,12042,724639,
3062,10,16317,1075221,
3485,9,15314,797117,
3676,16,18346,866359,
3438,5,12817,895220,
2634,1,15297,785197,
2373,14,14892,1060596,
2993,11,16516,851476,
3241,2,18857,763724,
2534,9,11045,887074,
2380,7,14828,791102,
2843,8,17226,665274,
3258,12,18139,753098,
2726,7,18138,702004,
3403,3,15600,714746,
2236,2,25489,912544,
2399,2,17557,808051,
2612,5,17332,615729,
4004,7,20998,669161,
1752,37,13642,578163,
3013,17,20763,604359,
3365,18,13906,786850,
2580,28,16140,913542,
3624,23,15642,987023,
3822,20,18384,682268,
3521,9,20161,944011,
3390,8,19302,820664,
3432,4,20094,758371,
2684,15,17004,600049,
3601,7,17069,944941,
3057,43,15157,733100,
2739,45,15955,875419,
2551,22,19105,724392,
3031,13,10895,945081,
3331,2,14382,832095,
3354,8,16994,1038345,
2966,29,17727,792352,
2973,4,18257,750546,
3653,27,15623,843291,
4043,13,15410,853181,
4716,39,19047,655937,
3964,14,18859,1040546,
3633,16,17831,826339,
2612,10,18212,1173452,
2706,2,13741,800841,
2683,1,15154,721396,
2717,12,13207,757955,
2195,4,10093,963817,
2754,4,13726,752781,
2094,14,16321,1034687,
1951,10,9390,800820,
2449,10,9885,807743,
3207,9,15705,884582,
3089,3,15605,714152,
3772,3,13748,623681,
2901,7,13738,683181,
3014,22,13205,868110,
2823,5,14427,852980,
2175,2,10942,1250068,
2000,2,11748,940823,
1981,9,14475,802258,
2556,14,10430,897828,
2085,6,16628,938467,
2588,4,13482,919525,
2578,7,9902,694004,
2678,52,13084,904812,
2789,7,11105,1046286,
2288,30,8964,776158,
2799,21,12231,736226,
2726,6,8543,859763,
2795,20,11849,1097382,
2841,5,9358,1292562,
2633,13,10941,1032694,
1195,13,8193,689700,
3140,27,7382,654957,
2889,38,10289,983228,
2472,18,9648,968331,
2281,4,5349,919011,
2188,4,7335,705855,
2746,4,12547,1034525,
2586,5,12158,1043222,
2705,15,8492,874412,
2643,17,7856,732203,
2417,14,10934,1107985,
2717,13,8376,1000480,
3299,21,9954,823845,
2456,13,11000,1056974,
3240,7,12834,1084126,
2882,4,9276,950319,
2983,6,11030,928749,
3310,4,11883,1084365,
1615,28,10128,1075049,
2513,9,7063,960377,
1759,9,6607,907030,
2863,30,9193,988743,
2734,8,14016,844427,
2638,16,11589,920825,
2761,4,9379,1010916,
1972,10,7848,854943,
2506,11,13986,967051,
1992,19,8408,954396,
1910,4,8683,1050469,
1810,14,7121,848574,
2232,16,10743,1224801,
2336,15,11882,749065,
1686,13,7684,985235,
1974,21,9370,762933,
1844,9,5952,905772,
1762,6,7605,905102,
1830,6,6708,1029123,
2101,3,9471,920391,
2175,8,9434,910379,
1871,16,10354,785652,
2068,15,8015,701307,
2681,4,14449,749955,
2657,2,9897,798798,
1324,7,10701,760731,
1005,7,7167,993581,
1200,99,6789,571794,
2054,39,6247,475151,
527,13,1834,652398,
3076,90,9191,688665,
2623,12,10980,862421,
1952,1,4277,736434,
1867,10,5882,372519,
2002,5,10894,2191,
2338,26,7856,558366,
1659,168,7194,1508068,
4229,0,19037,271706,
2917,1,8235,1160901,
2713,0,8847,983351,
753,1,3319,570570,
2835,3,11376,593658,
2248,1,6513,731638,
687,0,3711,1109220,
2130,6,6064,1103463,
2502,1,6793,951535,
2203,1,6072,1334126,
2451,0,8042,1055613,
2632,118,5575,1262253,
2776,0,8605,1012294,
1600,1,5371,1114731,
2734,0,10654,1128571,
2467,4,9250,1274783,
1009,1,7005,988964,
2157,5,9667,1264913,
2399,1,7111,1157123,
903,0,6940,967407,
2357,0,7663,1126097,
2804,0,10151,1154324,
2895,3,10443,1171851,
452,5,4376,1034099,
2657,90,9751,1229072,
2622,19,11635,1048693,
2209,23,8569,855429,
1316,86,5639,1123468,
1334,24,4258,742730,
1340,58,5157,1086305,
745,16,3960,469463,
683,88,4462,718388,
2262,16,6007,632824,
895,11,3215,430874,
367,39,2425,501742,
619,115,3745,481760,
513,2,3676,511781,
1896,12,7309,1099592,
5091,4,23021,940236,
3500,0,12092,1056877,
894,4,6184,1040537,
1144,0,6922,944516,
2201,0,11269,1052845,
705,0,4868,1212108,
556,0,6348,1218913,
2075,1,10133,1140487,
2306,4,7069,1110945,
2582,7,8705,1110255,
992,3,5788,985371,
993,5,5336,1097062,
1295,0,5871,1114154,
2805,1,6314,880321,
1740,1,5889,1170669,
2925,1,7684,927782,
1347,4,6042,1186491,
890,0,5949,1070306,
2287,0,6681,1260988,
1027,0,5961,1000684,
589,0,6731,1261762,
922,0,4748,1134879,
2400,1,7825,1211042,
2184,1,7253,1125610,
918,1,5582,839876,
695,1,3315,1051735,
1120,4,5915,930938,
2467,0,6919,1102189,
858,1,4534,1188326,
693,1,7888,1196801,
1202,1,6049,991762,
889,1,5246,1336899,
866,1,6138,1285567,
1115,0,5534,1027552,
912,1,4721,825093,
1017,1,4701,1199965,
729,1,4633,1020866,
3026,1,13782,414871,
2991,0,26066,994859,
2415,0,8132,1102564,
511,1,4155,1147630,
982,4,6123,1070886,
767,0,5257,1267720,
723,0,3559,1404476,
344,1,6235,1229817,
242,3,4000,1276511,
792,1,4806,1138256,
303,1,4073,1191290,
283,0,5185,1294963,
186,1,3835,1331229,
116,9,5190,1323518,
270,1,3792,1173633,
170,14,3264,1258942,
119,1,2811,1401577,
15,2,2956,1197621,
29,1,2705,1147002,
43,0,3038,1379745,
92,1,4068,1340985,
115,7,3174,1437078,
177,25,2575,1202088,
94,0,2740,1398103,
88,0,3441,1325615,
177,0,2296,1200521,
57,1,2849,1137401,
55,0,1889,1234310,
71,2,2145,1386131,
67,0,1900,1224016,
1804,13,7583,1379972,
140,1,2318,1147089,
111,0,2363,1160750,
224,0,2852,1542445,
63,1,2839,1256893,
249,0,3447,1331489,
101,4,2611,1137519,
47,0,2894,1247958,
226,0,2681,1238628,
229,1,4417,1284596,
276,0,3974,1247694,
418,0,4974,1301216,
602,4,6062,1213265,
33,0,1763,1137262,
94,0,2638,1396105,
82,0,3186,1159667,
37,2,1586,1190253,
91,1,2610,1202559,
66,1,4412,1135234,
22,1,2026,1275510,
105,0,1940,1244765,
61,0,3945,1075040,
1845,1,6372,1092595,
170,1,3111,1160221,
257,1,3054,1285145,
183,0,2961,1431099,
257,0,4689,1482144,
64,1,2795,1431213,
48,2,2453,1277555,
204,0,4601,1225500,
67,1,3649,1310886,
34,0,2817,1129944,
31,2,4307,1153897,
88,1,3616,1127278,
22,0,3112,1200631,
18,0,2319,1205483,
144,2,3476,1134408,
157,2,3516,1319693,
137,1,2628,1238931,
57,0,2159,1295251,
30,4,3676,1200106,
95,1,2450,1297380,
1702,0,5084,1319422,
43,0,3416,1106778,
193,1,3660,1097939,
191,5,3089,1162997,
196,2,3446,1409861,
158,4,3912,1122032,
187,0,3368,1278652,
108,4,3181,1355752,
2063,4,1507,1339162,
152,5,2160,1353414,
82,0,3562,1276602,
162,0,3479,1137143,
534,0,6100,1305371,
712,3,4181,1344434,
95,8,4318,1415447,
158,4,1398,1321575,
220,1,3918,1352037,
732,0,4355,1432326,
159,1,3810,1355638,
219,0,3456,1209855,
218,4,2501,1277970,
333,4,4340,1281153,
204,3,3421,911014,
90,1,4836,1403175,
178,0,4465,1253404,
76,2,2358,1291989,
101,1,3184,1390621,
88,1,3911,996643,
81,1,3252,1059598,
155,4,3954,1213033,
53,1,3572,990727,
108,2,3641,1157374,
70,0,2032,1226594,
52,1,4031,1076291,
153,0,3901,1131603,
70,4,1703,1151664,
48,4,3413,1223051,
77,0,2997,1208196,
154,2,5606,1031149,
132,0,4648,1096499,
45,1,2910,1058426,
50,1,2874,1158019,
40,0,2726,1279397,
62,0,1851,930209,
261,2,5784,1013120,
112,1,6620,1145302,
397,1,6516,1067350,
104,1,5871,1051896,
69,0,4257,1031202,
66,3,2656,952389,
98,3,3525,1099583,
1628,0,7327,1182818,
58,1,2718,980020,
82,0,3717,1267497,
62,2,2455,1231104,
83,0,3539,990339,
49,0,4732,972726,
148,1,3952,1080370,
264,3,5167,1264133,
454,0,6234,1043208,
170,2,5914,1115870,
121,0,5226,908391,
215,0,4538,1175746,
118,0,5479,1189722,
339,1,3825,1381194,
270,1,6728,1201968,
293,2,5759,1145080,
229,1,5659,1101437,
494,1,6442,1197621,
265,1,5618,1046886,
644,1,6741,1176031,
190,1,4400,1250620,
590,1,6937,1080071,
311,5,5679,956780,
