rl,call4,all,mit,
644,4,6923,1168805,
124,1,3437,1172558,
407,4,5191,1256019,
218,0,8033,1013946,
157,5,5585,876137,
291,6,8165,1233456,
711,5,7376,1103333,
658,1,6869,931657,
1726,4,10421,1139434,
114,4,4259,1199205,
120,5,4326,927238,
452,1,6777,1027388,
209,1,7489,1190951,
124,10,4488,1039654,
137,12,4466,1082072,
98,7,4223,1259573,
381,3,6781,1078954,
114,1,4669,1077294,
168,1,7757,1293129,
136,1,4313,1114167,
253,1,4626,994224,
196,0,6542,1167825,
229,1,6352,1059738,
1307,13,10250,989972,
1867,0,7734,1039921,
1608,0,8145,1172212,
1886,1,9203,1039256,
1962,0,7110,968637,
1582,1,6935,952554,
1676,1,7858,921208,
648,4,7477,1088232,
329,0,8529,1055209,
138,0,5957,1088021,
388,0,6554,1070325,
312,0,4941,1007559,
357,0,5651,995483,
782,5,6802,981254,
524,4,6814,1121648,
808,4,6759,1115019,
233,4,6432,1003048,
950,0,8179,908704,
128,3,5091,1002115,
161,2,4927,972411,
326,2,6746,1197066,
526,0,5367,1150640,
726,4,6200,1229840,
317,1,6116,1101670,
252,1,6532,1159004,
977,0,7310,1225649,
1147,3,6692,1161773,
911,0,7106,1037886,
1538,2,7257,1184962,
1848,2,6911,1028560,
1837,1,6158,866487,
1904,0,5889,789840,
1168,0,4495,1044606,
250,0,3979,955347,
581,1,4486,856241,
227,1,3719,1040414,
321,7,4119,965698,
354,3,4733,1064533,
333,2,3924,906236,
540,5,4142,1017368,
554,6,4352,738037,
416,6,3731,948896,
441,6,4230,949823,
271,7,4038,703526,
229,6,3890,841090,
320,6,3829,579717,
323,7,5142,495515,
455,0,3190,503440,
487,1,3509,601692,
603,6,7854,384931,
503,9,4932,258044,
709,7,11905,429048,
3401,3,19829,76887,
