X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.29666,0.20279184,0.041329995,0.28326,4.321928,0.3063791
 rl, all,0.2966,0.206121,0.034950018,0.27921,4.321928,0.3007973
 call4, rl,0.25764,0.16909522,0.029740006,0.24898,4.321928,0.29756474
 all,mit,0.24054,0.21551484,0.05012001,0.23296,4.321928,0.15819342
 call4,mit,0.20879,0.11836881,0.02409,0.19705,4.321928,0.30070117
 rl,mit,0.15136,0.15067314,0.027400002,0.14075,4.321928,0.026208282
