X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 rl, all,0.32101,0.16028684,0.03904,0.30399,4.321928,0.40090293
 call4, all,0.28989,0.19497928,0.019529998,0.26768,4.321928,0.30807582
 call4,mit,0.23584,0.16074565,0.053069994,0.21971,4.321928,0.2740335
 call4, rl,0.23162,0.116597615,0.02663,0.21896,4.321928,0.3391495
 all,mit,0.22129,0.18499425,0.027710006,0.20821,4.321928,0.19051448
 rl,mit,0.21425,0.21237756,0.063439995,0.19063,4.321928,0.04327163
