X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, rl,0.3291,0.21841356,0.08347002,0.31146,4.321928,0.33269572
 rl, all,0.31698,0.13546579,0.07960001,0.30368,4.321928,0.42604485
 call4, all,0.30793,0.17255606,0.06540999,0.29336,4.321928,0.36793196
 all,mit,0.23873,0.17641202,0.050640002,0.22809,4.321928,0.24963571
 call4,mit,0.19584,0.11832935,0.024460003,0.1782,4.321928,0.27840734
 rl,mit,0.16485,0.16465284,0.02381,0.1476,4.321928,0.014041014
