X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.29349,0.19453233,0.023029998,0.28106,4.321928,0.31457537
 all,mit,0.26119,0.22536278,0.04890001,0.24954,4.321928,0.18928081
 rl, all,0.25669,0.12551744,0.00864999,0.24378,4.321928,0.36217752
 call4, rl,0.25433,0.14428142,0.046560004,0.23911,4.321928,0.33173573
 call4,mit,0.20982,0.1306641,0.029349998,0.19765,4.321928,0.2813466
 rl,mit,0.14536,0.14482704,0.014870003,0.13581,4.321928,0.02308576
