X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.34341,0.14364478,0.07999998,0.32949,4.321928,0.446951
 rl, all,0.30591,0.20054424,0.056329995,0.29236,4.321928,0.3246009
 call4,mit,0.23913,0.1956026,0.03361,0.22348,4.321928,0.20863223
 call4, rl,0.23216,0.103276566,0.018569998,0.21726,4.321928,0.3590034
 all,mit,0.2232,0.12691826,0.037769996,0.21095,4.321928,0.310293
 rl,mit,0.15781,0.15666518,0.029850006,0.1463,4.321928,0.033835217
