mit, all, rl, call4
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 134, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 10814, 13326
0, 468, 6091, 0
0, 258, 14394, 15283
11650, 149, 0, 0
12417, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
9426, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
13716, 0, 0, 0
13590, 0, 0, 0
0, 0, 0, 0
13545, 0, 0, 0
12325, 41, 0, 14259
0, 0, 0, 16700
0, 0, 0, 15636
0, 0, 0, 15831
10975, 0, 0, 18004
10796, 0, 0, 0
10021, 0, 0, 0
0, 6, 0, 0
0, 0, 0, 0
0, 0, 12700, 13796
8955, 0, 0, 16092
11498, 0, 0, 16003
10317, 0, 12200, 15858
0, 0, 0, 0
0, 0, 18455, 16796
0, 0, 15254, 0
0, 4, 0, 11689
7126, 0, 19375, 10974
12506, 0, 0, 0
15573, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 16972
0, 0, 0, 0
11623, 0, 0, 0
0, 0, 0, 0
0, 66, 0, 0
0, 0, 0, 16398
0, 13, 0, 16951
13320, 203, 10454, 11074
0, 0, 0, 14283
9068, 0, 0, 0
11431, 0, 0, 17299
14147, 17, 0, 0
0, 110, 0, 0
11906, 0, 0, 0
12835, 0, 0, 0
12034, 1271, 13553, 13770
7349, 823, 12900, 15857
14818, 0, 0, 0
0, 514, 5243, 0
9383, 263, 12780, 16743
8131, 72, 6049, 12223
11077, 0, 0, 0
13518, 0, 8922, 0
0, 390, 0, 0
11601, 667, 10570, 0
11762, 470, 6912, 13321
0, 584, 13443, 0
17317, 0, 6803, 15249
13559, 1529, 10711, 15667
11457, 518, 0, 17677
0, 678, 0, 9912
12800, 1100, 0, 13956
14904, 1479, 0, 0
11975, 2479, 11024, 13336
13107, 1669, 14455, 15496
6615, 1273, 8254, 11682
16668, 675, 9463, 17818
10792, 1116, 0, 13388
13622, 885, 13140, 13745
0, 1111, 6368, 15528
13010, 709, 9156, 15234
8527, 680, 0, 16271
9728, 544, 13586, 15579
7852, 491, 0, 15567
0, 865, 11634, 12965
0, 777, 9233, 13198
11633, 1785, 10158, 15308
0, 765, 7863, 17716
0, 1086, 0, 16000
13071, 2304, 11280, 13827
0, 355, 11174, 16577
0, 537, 11396, 0
0, 0, 11895, 15463
0, 0, 4395, 0
0, 0, 10844, 0
0, 0, 8992, 0
0, 0, 10095, 11866
0, 607, 8727, 0
0, 0, 8706, 13190
0, 625, 8228, 0
0, 100, 0, 0
8367, 186, 12616, 0
0, 194, 12180, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 10748, 0
0, 406, 0, 13474
0, 221, 10081, 0
0, 0, 9560, 0
0, 88, 11230, 11697
0, 145, 15435, 13661
12638, 70, 10623, 10342
11793, 277, 0, 17938
5090, 0, 0, 13331
8552, 300, 0, 13501
0, 0, 0, 0
8714, 302, 10916, 15892
10962, 213, 6579, 16796
9542, 1793, 0, 13372
0, 0, 0, 16030
16206, 0, 0, 11598
0, 0, 0, 0
0, 0, 0, 0
12803, 0, 0, 0
14467, 0, 0, 0
14580, 238, 0, 14696
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
11525, 444, 0, 16491
11565, 161, 9965, 12569
11824, 193, 0, 0
11672, 96, 5663, 13759
0, 83, 10321, 16730
13078, 315, 0, 0
0, 753, 11373, 14593
0, 0, 11940, 0
11586, 60, 15607, 0
0, 0, 0, 0
0, 0, 13746, 17680
0, 212, 11532, 15940
0, 0, 0, 0
10638, 0, 0, 0
0, 0, 0, 0
0, 0, 15261, 0
0, 0, 0, 0
0, 0, 0, 0
14171, 0, 12274, 0
13167, 62, 0, 0
