X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, rl,0.31262,0.16938964,0.05222,0.2979,4.321928,0.3784579
 call4, all,0.29256,0.12361163,0.03019002,0.27268,4.321928,0.4110333
 rl, all,0.25633,0.06720817,0.023980007,0.24698,4.321928,0.43488142
 all,mit,0.22108,0.16161774,0.03193,0.20849,4.321928,0.24384885
 rl,mit,0.20601,0.2050732,0.082729995,0.19196,4.321928,0.03060723
 call4,mit,0.19084,0.13403544,0.018229999,0.17979,4.321928,0.23833708
