X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 rl, all,0.3244,0.17577171,0.078600004,0.31237,4.321928,0.3855234
 call4, rl,0.28885,0.14593941,0.05145,0.27537,4.321928,0.3780352
 call4, all,0.28446,0.10397923,0.020779997,0.26968,4.321928,0.4248303
 call4,mit,0.2342,0.17722617,0.047699988,0.22185,4.321928,0.23869191
 all,mit,0.23004,0.15576948,0.045320004,0.21547,4.321928,0.27252617
 rl,mit,0.17518,0.17416638,0.052150004,0.15739,4.321928,0.031837452
