X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.36005,0.16544752,0.09007001,0.34515,4.321928,0.4411377
 rl, all,0.27693,0.15389025,0.044050008,0.26538,4.321928,0.35077024
 call4,mit,0.26479,0.20936821,0.086150005,0.24476,4.321928,0.23541832
 call4, rl,0.26278,0.122238725,0.019630007,0.24162,4.321928,0.37488836
 all,mit,0.24429,0.13308522,0.02143,0.22681,4.321928,0.3334738
 rl,mit,0.18471,0.18223427,0.023259997,0.16998,4.321928,0.04975665
