mit, all, rl, call4
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 6225, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 6982, 1702
0, 9054, 5975, 0
0, 8940, 8041, 1716
4783, 8308, 0, 0
4172, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
4530, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
5239, 0, 0, 0
4729, 0, 0, 0
0, 0, 0, 0
4360, 0, 0, 0
3530, 5169, 0, 1881
0, 0, 0, 1363
0, 0, 0, 1369
0, 0, 0, 1433
5130, 0, 0, 989
4705, 0, 0, 0
5298, 0, 0, 0
0, 2470, 0, 0
0, 0, 0, 0
0, 0, 6757, 1639
4721, 0, 0, 1619
3571, 0, 0, 1546
4670, 0, 8785, 1329
0, 0, 0, 0
0, 0, 5770, 1388
0, 0, 7779, 0
0, 1422, 0, 2093
4527, 0, 7491, 1882
4520, 0, 0, 0
4328, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 1508
0, 0, 0, 0
4451, 0, 0, 0
0, 0, 0, 0
0, 3498, 0, 0
0, 0, 0, 1261
0, 3836, 0, 1443
5121, 10558, 6808, 1608
0, 0, 0, 1685
4771, 0, 0, 0
4079, 0, 0, 1148
4673, 3345, 0, 0
0, 6666, 0, 0
4845, 0, 0, 0
4741, 0, 0, 0
4554, 12408, 8287, 1741
5192, 13970, 7237, 1481
4309, 0, 0, 0
0, 10045, 5746, 0
4685, 6513, 9323, 1464
4311, 2529, 8420, 1777
4939, 0, 0, 0
4562, 0, 8037, 0
0, 10832, 0, 0
4805, 9929, 7880, 0
4295, 7702, 7278, 2116
0, 9639, 6791, 0
3392, 0, 6074, 1660
3635, 13811, 9340, 1199
4028, 8029, 0, 1401
0, 8287, 0, 1405
4364, 9923, 0, 1768
4486, 11377, 0, 0
5732, 17237, 8123, 1595
4853, 18134, 7809, 1736
3722, 16659, 9500, 1770
3743, 9228, 6725, 928
4840, 12211, 0, 1520
4727, 10950, 8443, 1475
0, 13564, 5532, 1350
5090, 11148, 9148, 1285
4817, 8706, 0, 1261
4001, 6803, 8416, 1580
4753, 9586, 0, 1540
0, 11508, 7520, 1836
0, 9821, 8588, 1420
4023, 12702, 8651, 1448
0, 8142, 5392, 1177
0, 11691, 0, 1542
4165, 18763, 7859, 2117
0, 7211, 9041, 1494
0, 9020, 8571, 0
0, 0, 9772, 1420
0, 0, 5852, 0
0, 0, 8614, 0
0, 0, 8259, 0
0, 0, 8423, 1540
0, 15781, 6414, 0
0, 0, 7824, 1901
0, 19215, 7596, 0
0, 3300, 0, 0
3755, 7134, 8750, 0
0, 6067, 8091, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 7386, 0
0, 13753, 0, 1934
0, 9098, 7789, 0
0, 0, 7396, 0
0, 8085, 7166, 2354
0, 8778, 7553, 1958
5383, 4840, 7943, 2010
4923, 7963, 0, 1133
5422, 0, 0, 1387
4410, 10562, 0, 1836
0, 0, 0, 0
4601, 6574, 9040, 1703
4786, 11027, 7092, 1619
6029, 13543, 0, 1499
0, 0, 0, 1526
4580, 0, 0, 1805
0, 0, 0, 0
0, 0, 0, 0
4926, 0, 0, 0
4289, 0, 0, 0
4185, 8661, 0, 1299
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
4144, 17282, 0, 1188
5176, 9288, 7829, 1987
3835, 14938, 0, 0
5121, 10640, 5854, 1772
0, 5359, 7990, 1210
3905, 11650, 0, 0
0, 12371, 8470, 1744
0, 0, 8274, 0
4314, 2775, 7249, 0
0, 0, 0, 0
0, 0, 7241, 1213
0, 9681, 6454, 1528
0, 0, 0, 0
4678, 0, 0, 0
0, 0, 0, 0
0, 0, 8321, 0
0, 0, 0, 0
0, 0, 0, 0
4650, 0, 7204, 0
5258, 2323, 0, 0
