X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 rl, all,0.32094,0.2770304,0.030829996,0.29958,4.321928,0.20954613
 call4, all,0.29816,0.23887509,0.04705,0.28108,4.321928,0.24348491
 call4, rl,0.2432,0.16975212,0.023859993,0.22964,4.321928,0.2710127
 call4,mit,0.23721,0.14968243,0.040700004,0.21738,4.321928,0.29585057
 all,mit,0.22311,0.21791296,0.02824001,0.20931,4.321928,0.07209057
 rl,mit,0.16786,0.16612507,0.028050005,0.15093,4.321928,0.041652475
