X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.34601,0.13460226,0.092549995,0.33659,4.321928,0.45979097
 rl, all,0.32244,0.20130317,0.059430018,0.30998,4.321928,0.34804717
 call4, rl,0.29304,0.15622617,0.038969994,0.27616,4.321928,0.36988354
 call4,mit,0.25005,0.19188412,0.057220012,0.23449,4.321928,0.24117605
 all,mit,0.23357,0.14315912,0.025739998,0.21182,4.321928,0.300684
 rl,mit,0.15242,0.15209737,0.028009996,0.14325,4.321928,0.017961727
