X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.30674,0.14793898,0.053360015,0.29482,4.321928,0.39849845
 rl, all,0.29437,0.22990593,0.032319993,0.27616,4.321928,0.25389773
 call4, rl,0.25513,0.14746612,0.017200008,0.24125,4.321928,0.32812172
 all,mit,0.23476,0.1625297,0.049500003,0.22586,4.321928,0.26875693
 call4,mit,0.19508,0.16231634,0.010790005,0.18019,4.321928,0.18100736
 rl,mit,0.15694,0.15662998,0.024350002,0.14283,4.321928,0.017607456
