X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.3255,0.2697937,0.04479,0.30393,4.321928,0.23602185
 rl, all,0.2919,0.25355026,0.040820003,0.27933,4.321928,0.1958309
 call4, rl,0.22435,0.15305203,0.0158,0.2143,4.321928,0.2670168
 call4,mit,0.21965,0.13865761,0.014279999,0.20289,4.321928,0.28459162
 all,mit,0.21084,0.20778476,0.016889997,0.19759,4.321928,0.055274315
 rl,mit,0.17081,0.16884072,0.027060002,0.15809,4.321928,0.04437658
