X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
 call4, all,0.31657,0.27013084,0.063289985,0.30514,4.321928,0.2154975
 rl, all,0.30654,0.24080797,0.024880007,0.2884,4.321928,0.2563826
 call4, rl,0.28752,0.24718548,0.05299999,0.2605,4.321928,0.20083453
 call4,mit,0.23718,0.16994774,0.041690007,0.22452,4.321928,0.25929183
 all,mit,0.21868,0.19464366,0.0147600025,0.20026,4.321928,0.15503657
 rl,mit,0.17017,0.16980097,0.015970007,0.15379,4.321928,-0.019210227
